epoch,train_acc,train_loss,val_acc,val_loss
0,0.84375,0.8658512234687805,0.8870999813079834,0.780494213104248
1,0.84375,0.7936998605728149,0.9097999930381775,0.6357050538063049
2,0.90625,0.7523283958435059,0.9207000136375427,0.5531358122825623
3,0.96875,0.4309518337249756,0.9244999885559082,0.4892697334289551
4,0.875,0.5554741621017456,0.9320999979972839,0.43573784828186035
5,0.90625,0.4539657235145569,0.9344000220298767,0.40186455845832825
6,1.0,0.2470856010913849,0.9359999895095825,0.3771131634712219
7,0.96875,0.38160401582717896,0.9408000111579895,0.34386420249938965
8,0.875,0.4642469882965088,0.944100022315979,0.3237656354904175
9,1.0,0.16796189546585083,0.9422000050544739,0.3063085377216339
10,1.0,0.2345726042985916,0.9416999816894531,0.29808905720710754
11,1.0,0.19272591173648834,0.9413999915122986,0.28677958250045776
12,1.0,0.1514473855495453,0.9441999793052673,0.27258655428886414
13,0.96875,0.3081880807876587,0.9474999904632568,0.2628491222858429
14,0.96875,0.2826637625694275,0.9434999823570251,0.2627083361148834
15,1.0,0.12893535196781158,0.9462000131607056,0.24516035616397858
16,1.0,0.12416525185108185,0.948199987411499,0.23171117901802063
17,1.0,0.1329631209373474,0.9470999836921692,0.2337244600057602
18,1.0,0.12430146336555481,0.9458000063896179,0.22869811952114105
19,1.0,0.1445055454969406,0.9485999941825867,0.22498281300067902
20,1.0,0.06176670268177986,0.9474999904632568,0.21857017278671265
21,1.0,0.1464529186487198,0.9470999836921692,0.21866318583488464
22,1.0,0.048708226531744,0.9490000009536743,0.20915398001670837
23,1.0,0.10204832255840302,0.946399986743927,0.20961372554302216
24,1.0,0.11640043556690216,0.9484999775886536,0.200713112950325
25,1.0,0.04391312971711159,0.9487000107765198,0.19759392738342285
26,0.875,0.37290358543395996,0.9495000243186951,0.1953095644712448
27,1.0,0.03242279589176178,0.9470000267028809,0.2005387395620346
28,1.0,0.03499355539679527,0.9472000002861023,0.198494091629982
29,1.0,0.04877335578203201,0.947700023651123,0.19335860013961792
