,acc_ensemble,acc_1,acc_2,acc_3,loss_1,loss_2,loss_3
0,0.6275,0.49749999999999994,0.45249999999999996,0.5725,143.04542541503906,124.46088409423828,218.60336303710938
1,0.7074999999999998,0.6225,0.5700000000000001,0.6249999999999999,138.65728759765625,100.26315307617188,309.18798828125
2,0.69,0.5925,0.6224999999999999,0.6100000000000001,36.11445617675781,79.96858215332031,24.767925262451172
3,0.7024999999999999,0.5499999999999999,0.6025000000000001,0.6250000000000001,68.67410278320312,240.4285888671875,12.55997085571289
4,0.7325,0.6300000000000001,0.67,0.6224999999999998,119.55779266357422,73.63656616210938,69.60807037353516
5,0.7424999999999999,0.6224999999999999,0.7450000000000001,0.6624999999999999,108.48815155029297,44.022300720214844,74.83634948730469
6,0.775,0.675,0.6425,0.7125,71.89309692382812,225.30865478515625,42.95446014404297
7,0.7550000000000001,0.6075,0.6825000000000001,0.6675000000000001,76.15983581542969,174.06971740722656,130.8357391357422
8,0.7775000000000001,0.7250000000000001,0.715,0.6275000000000001,40.41425323486328,68.58328247070312,179.77740478515625
9,0.7775,0.7124999999999998,0.6775,0.6925000000000001,63.49418640136719,271.3724670410156,34.400238037109375
10,0.78,0.7275,0.6849999999999999,0.6525,95.4200668334961,45.87651062011719,5.675820827484131
11,0.78,0.7224999999999999,0.7550000000000001,0.6899999999999998,60.1950569152832,0.8345012664794922,21.81560516357422
12,0.8225,0.7525000000000001,0.7825,0.6925000000000001,43.609649658203125,23.943204879760742,82.37852478027344
13,0.7900000000000001,0.7575,0.6775000000000001,0.72,7.978133201599121,101.63451385498047,38.93234634399414
14,0.8225,0.7525,0.765,0.7125,114.97975158691406,33.136207580566406,62.961151123046875
15,0.8400000000000001,0.7,0.7625,0.7425,53.879547119140625,51.21365737915039,58.97120666503906
16,0.805,0.7525,0.7500000000000001,0.7375,61.3756103515625,74.63076782226562,62.39425277709961
17,0.8524999999999998,0.77,0.78,0.74,91.11083984375,58.65898895263672,53.64023971557617
