,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,loss_1,loss_2,loss_3,loss_4,loss_5,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5
0,1.0,1.0,1.0,1.0,1.0,1.0,0.9018999934196472,0.8977000117301941,0.8992000222206116,0.8970000147819519,0.8999000191688538,0.8984000086784363,0.0016081375069916248,0.0017600029241293669,0.0019376421114429832,0.0013174873311072588,0.001208328059874475,0.38191157579421997,0.36870089173316956,0.37968432903289795,0.3631264269351959,0.3766370713710785
1,1.0,1.0,1.0,1.0,1.0,1.0,0.9035999774932861,0.8991000056266785,0.9014000296592712,0.9006999731063843,0.9017000198364258,0.9010999798774719,0.0004457510949578136,0.0005134516395628452,0.0008066218579187989,0.0007980857044458389,0.0005591593217104673,0.38733845949172974,0.3743864595890045,0.38449037075042725,0.369258850812912,0.3816102147102356
2,1.0,1.0,1.0,1.0,1.0,1.0,0.9039999842643738,0.9003000259399414,0.9020000100135803,0.9020000100135803,0.9023000001907349,0.9017000198364258,0.00026977749075740576,0.00019728760526049882,0.0002657170407474041,0.00023991480702534318,0.0002960686688311398,0.3927965760231018,0.379938006401062,0.38959503173828125,0.37501394748687744,0.3869078755378723
3,1.0,1.0,1.0,1.0,1.0,1.0,0.9042999744415283,0.8996000289916992,0.9025999903678894,0.9023000001907349,0.902899980545044,0.901199996471405,0.00023191614309325814,0.00018045921751763672,0.00024141730682458729,0.00017936163931153715,0.00025168200954794884,0.3976437449455261,0.385267436504364,0.39449554681777954,0.3803584575653076,0.392077773809433
4,1.0,1.0,1.0,1.0,1.0,1.0,0.9041000008583069,0.8996999859809875,0.9028000235557556,0.9025999903678894,0.9028000235557556,0.9006999731063843,0.0002532277430873364,0.0001281462173210457,0.00025497988099232316,0.00036592106334865093,0.00018589943647384644,0.4025409519672394,0.39018139243125916,0.39903756976127625,0.3851790428161621,0.3969890773296356
5,1.0,1.0,1.0,1.0,1.0,1.0,0.9042999744415283,0.8998000025749207,0.9031999707221985,0.9020000100135803,0.902899980545044,0.9014999866485596,0.0001737551938276738,0.00022800875012762845,0.00014559290139004588,0.00019828436779789627,0.00012767779116984457,0.40618643164634705,0.39385786652565,0.40255117416381836,0.3888762295246124,0.40061327815055847
6,1.0,1.0,1.0,1.0,1.0,1.0,0.9046000242233276,0.9003000259399414,0.9031000137329102,0.9025999903678894,0.9028000235557556,0.9016000032424927,0.00011471369361970574,0.00014297824236564338,7.64977594371885e-05,0.0001384221250191331,0.0001674380764598027,0.4095429480075836,0.39739832282066345,0.405922532081604,0.3922489285469055,0.40412071347236633
7,1.0,1.0,1.0,1.0,1.0,1.0,0.9036999940872192,0.8999000191688538,0.9035000205039978,0.902899980545044,0.902999997138977,0.9016000032424927,8.372858428629115e-05,9.509537630947307e-05,8.924256690079346e-05,8.79492872627452e-05,5.06345895701088e-05,0.41256844997406006,0.40035951137542725,0.408600777387619,0.3951917588710785,0.4070103168487549
8,1.0,1.0,1.0,1.0,1.0,1.0,0.9043999910354614,0.8995000123977661,0.9031999707221985,0.9023000001907349,0.902899980545044,0.9021999835968018,0.00011398521019145846,9.163141658063978e-05,0.00015562029147986323,4.054808960063383e-05,9.35503194341436e-05,0.41610464453697205,0.4038592278957367,0.41204169392585754,0.3987305760383606,0.4105670750141144
9,1.0,1.0,1.0,1.0,1.0,1.0,0.9041000008583069,0.8998000025749207,0.9032999873161316,0.902899980545044,0.9032999873161316,0.9017000198364258,5.16148102178704e-05,3.602598008001223e-05,6.0487167502287775e-05,8.533547224942595e-05,5.913133645663038e-05,0.4183894395828247,0.40612223744392395,0.41428858041763306,0.40099403262138367,0.4128473699092865
