,acc,val_acc,loss,val_loss
0,0.9341333508491516,0.9318000078201294,0.1944861263036728,0.22783085703849792
1,0.9510999917984009,0.9469000101089478,0.15763667225837708,0.17690888047218323
2,0.9595333337783813,0.9531999826431274,0.140492245554924,0.15537582337856293
3,0.9642999768257141,0.9587000012397766,0.17470620572566986,0.1435195952653885
4,0.9702333211898804,0.9660999774932861,0.07665642350912094,0.11751943081617355
5,0.9729166626930237,0.9646000266075134,0.14236271381378174,0.1137271374464035
6,0.9763833284378052,0.9677000045776367,0.1185455247759819,0.10627717524766922
7,0.975433349609375,0.9664999842643738,0.15746735036373138,0.10550136864185333
8,0.9789666533470154,0.968500018119812,0.06442921608686447,0.10255791991949081
9,0.9775999784469604,0.9703999757766724,0.03948701545596123,0.09974710643291473
10,0.9809333086013794,0.9718999862670898,0.05213559791445732,0.09543297439813614
11,0.9817333221435547,0.9707000255584717,0.04839489236474037,0.09261519461870193
12,0.9827166795730591,0.9707000255584717,0.11094591021537781,0.09265743941068649
13,0.9832500219345093,0.9722999930381775,0.04545833542943001,0.09082186967134476
14,0.9849333167076111,0.9735999703407288,0.04281443729996681,0.08224359154701233
15,0.9843000173568726,0.9743000268936157,0.032746776938438416,0.08461567014455795
16,0.9860666394233704,0.9753000140190125,0.04783805087208748,0.0815664753317833
17,0.9864500164985657,0.9747999906539917,0.01848340593278408,0.08262989670038223
18,0.9864500164985657,0.9764999747276306,0.09249886125326157,0.08508505672216415
19,0.9876999855041504,0.9753000140190125,0.021595364436507225,0.07911926507949829
20,0.9867666959762573,0.9747999906539917,0.032724570482969284,0.08420832455158234
21,0.9872666597366333,0.9742000102996826,0.007115717511624098,0.08207949250936508
22,0.988183319568634,0.9746000170707703,0.02061816304922104,0.08601553738117218
23,0.9889500141143799,0.9757000207901001,0.010809392668306828,0.08087338507175446
24,0.9889500141143799,0.9751999974250793,0.010707537643611431,0.08101017028093338
25,0.9888499975204468,0.9776999950408936,0.007299232762306929,0.07724691182374954
26,0.9881500005722046,0.9764999747276306,0.03820997476577759,0.08212855458259583
27,0.988099992275238,0.9754999876022339,0.05614907667040825,0.08432184159755707
28,0.9901666641235352,0.9775000214576721,0.023209845647215843,0.07768529653549194
29,0.9898499846458435,0.9771000146865845,0.0037500474136322737,0.07884711027145386
30,0.9895833134651184,0.9757999777793884,0.07091976702213287,0.08414329588413239
31,0.9891499876976013,0.9761000275611877,0.0076906257309019566,0.08447540551424026
32,0.9896833300590515,0.9758999943733215,0.012094531208276749,0.08256373554468155
33,0.989216685295105,0.9739000201225281,0.03664129599928856,0.08331569284200668
34,0.9902999997138977,0.9763000011444092,0.006586323957890272,0.07850685715675354
35,0.9907000064849854,0.9768999814987183,0.008000492118299007,0.07956919819116592
36,0.9917666912078857,0.9765999913215637,0.006014175713062286,0.07727095484733582
37,0.9903166890144348,0.9742000102996826,0.003165323520079255,0.08508084714412689
38,0.9901000261306763,0.9745000004768372,0.006820835173130035,0.08194531500339508
39,0.9904500246047974,0.9750999808311462,0.005714993923902512,0.08061220496892929
40,0.9911666512489319,0.977400004863739,0.00520113343372941,0.07546839863061905
41,0.9918500185012817,0.9779000282287598,0.044322673231363297,0.07575652748346329
42,0.9918833374977112,0.9764999747276306,0.0029034949839115143,0.07841470092535019
43,0.9922999739646912,0.9785000085830688,0.010359584353864193,0.07474511116743088
44,0.9921666383743286,0.9781000018119812,0.007505204528570175,0.07424356788396835
45,0.9924499988555908,0.9796000123023987,0.002784870332106948,0.07431367039680481
46,0.9927499890327454,0.9790999889373779,0.0015191445127129555,0.07351040095090866
47,0.9925666451454163,0.9787999987602234,0.0024268876295536757,0.0726199671626091
48,0.9902333617210388,0.9761999845504761,0.03757445141673088,0.08745042234659195
49,0.9902499914169312,0.9757000207901001,0.010663636960089207,0.08899252861738205
