,acc,loss,val_acc,val_loss
0,0.8616833090782166,0.35472503304481506,0.864300012588501,0.43351200222969055
1,0.8811333179473877,0.11352530866861343,0.8851000070571899,0.37781068682670593
2,0.887066662311554,0.01727931573987007,0.8876000046730042,0.3559719920158386
3,0.8916833400726318,0.3913807272911072,0.8925999999046326,0.3464061915874481
4,0.8952333331108093,0.03272804617881775,0.8938999772071838,0.33624574542045593
5,0.8913833498954773,0.5083032250404358,0.8917999863624573,0.34755322337150574
6,0.8920999765396118,1.281795859336853,0.8937000036239624,0.34435155987739563
7,0.8960333466529846,0.015393177978694439,0.8992999792098999,0.33819475769996643
8,0.8898500204086304,0.017655963078141212,0.8903999924659729,0.36570805311203003
9,0.8905666470527649,0.009888481348752975,0.8944000005722046,0.3597469925880432
10,0.8931333422660828,0.005333696026355028,0.8944000005722046,0.3558984398841858
11,0.8914166688919067,0.006609623320400715,0.892300009727478,0.3683803081512451
12,0.8960333466529846,0.004858353175222874,0.8980000019073486,0.3494643270969391
13,0.895633339881897,0.003181940410286188,0.896399974822998,0.3547438383102417
14,0.8966500163078308,0.001774379052221775,0.897599995136261,0.35328641533851624
