,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_acc_5,train_acc_6,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,train_loss_4,train_loss_5,train_loss_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6
0,0.96875,0.9375,0.96875,0.96875,0.96875,0.96875,0.40625,0.6333360075950623,0.6728755235671997,0.5864467620849609,0.4965335726737976,0.6444841623306274,0.6051368713378906,0.974399983882904,0.9702000021934509,0.9692999720573425,0.9704999923706055,0.9711999893188477,0.9714000225067139,0.979200005531311,0.5647732615470886,0.5750898718833923,0.5661076307296753,0.5732353329658508,0.5580731630325317,0.5602430701255798
1,1.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.375,0.30107587575912476,0.5427491664886475,0.4496970772743225,0.4773047864437103,0.41943180561065674,0.49874642491340637,0.9781000018119812,0.9775000214576721,0.9778000116348267,0.9765999913215637,0.9779999852180481,0.9787999987602234,0.9815999865531921,0.3857063949108124,0.3862147927284241,0.3855023980140686,0.3916498124599457,0.3783290386199951,0.37883058190345764
2,1.0,0.96875,1.0,0.9375,0.96875,1.0,0.40625,0.27486303448677063,0.3603176474571228,0.3478265404701233,0.43662381172180176,0.38124096393585205,0.22459259629249573,0.9812999963760376,0.9787999987602234,0.9799000024795532,0.9789000153541565,0.9794999957084656,0.98089998960495,0.9815999865531921,0.30571120977401733,0.30503425002098083,0.3079347610473633,0.3107597231864929,0.3043931722640991,0.3031280040740967
3,1.0,1.0,1.0,1.0,1.0,1.0,0.46875,0.16664692759513855,0.17938397824764252,0.15071463584899902,0.2495524138212204,0.18099457025527954,0.16235578060150146,0.9807000160217285,0.9799000024795532,0.98089998960495,0.980400025844574,0.980400025844574,0.9805999994277954,0.9818999767303467,0.2653866708278656,0.2639356851577759,0.26639124751091003,0.26740342378616333,0.26378199458122253,0.2629365026950836
4,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.09758466482162476,0.09107893705368042,0.1296718567609787,0.10423801839351654,0.1490371823310852,0.15799802541732788,0.9805999994277954,0.9801999926567078,0.9811999797821045,0.980400025844574,0.9804999828338623,0.9818000197410583,0.982200026512146,0.23855292797088623,0.23877611756324768,0.24091225862503052,0.24200986325740814,0.23687146604061127,0.23731860518455505
5,1.0,1.0,1.0,1.0,1.0,0.96875,0.25,0.09049737453460693,0.1453758329153061,0.12548695504665375,0.10763251036405563,0.078983835875988,0.35892343521118164,0.98089998960495,0.9796000123023987,0.9807000160217285,0.9804999828338623,0.9815000295639038,0.9812999963760376,0.9822999835014343,0.21853378415107727,0.22149448096752167,0.22169585525989532,0.22165845334529877,0.21810072660446167,0.21790426969528198
6,1.0,1.0,1.0,1.0,1.0,1.0,0.34375,0.0744229257106781,0.0618034303188324,0.08137328922748566,0.0803997665643692,0.21238793432712555,0.07221436500549316,0.98089998960495,0.9811000227928162,0.9811000227928162,0.9803000092506409,0.9815000295639038,0.9817000031471252,0.9819999933242798,0.2046782225370407,0.2050309032201767,0.2065417468547821,0.20719487965106964,0.20289075374603271,0.20111243426799774
7,1.0,1.0,0.96875,1.0,1.0,1.0,0.5,0.06485262513160706,0.09163504838943481,0.1416071355342865,0.06578540802001953,0.055627040565013885,0.1487504541873932,0.98089998960495,0.9807999730110168,0.9800999760627747,0.9814000129699707,0.9815999865531921,0.9812999963760376,0.982200026512146,0.19314683973789215,0.19375962018966675,0.1960805356502533,0.19588890671730042,0.1914699673652649,0.1912086308002472
8,1.0,0.96875,1.0,1.0,1.0,1.0,0.15625,0.06139200180768967,0.17373253405094147,0.04457883909344673,0.09677004814147949,0.06764981150627136,0.08448614180088043,0.9815999865531921,0.98089998960495,0.9807999730110168,0.9807000160217285,0.98089998960495,0.9814000129699707,0.982200026512146,0.18493622541427612,0.18609565496444702,0.18728049099445343,0.1864084154367447,0.18364927172660828,0.18456242978572845
9,1.0,1.0,1.0,1.0,0.90625,1.0,0.3125,0.06261469423770905,0.07223807275295258,0.09606549888849258,0.07784339785575867,0.5507748126983643,0.13573308289051056,0.9817000031471252,0.9807000160217285,0.9804999828338623,0.9812999963760376,0.9815999865531921,0.9812999963760376,0.9818999767303467,0.17805175483226776,0.17996205389499664,0.18122178316116333,0.18027815222740173,0.1777637004852295,0.17740276455879211
10,1.0,1.0,1.0,1.0,1.0,1.0,0.21875,0.04589921236038208,0.07477176189422607,0.07812348008155823,0.058633506298065186,0.07261998951435089,0.07844997942447662,0.9812999963760376,0.980400025844574,0.9804999828338623,0.9811000227928162,0.98089998960495,0.9807999730110168,0.9815999865531921,0.17356830835342407,0.17437995970249176,0.17593486607074738,0.1738136261701584,0.17300032079219818,0.1716289520263672
11,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.044464536011219025,0.07212616503238678,0.07743081450462341,0.0400414913892746,0.04988403990864754,0.03747641295194626,0.9811000227928162,0.9805999994277954,0.9811000227928162,0.9811000227928162,0.9810000061988831,0.9812999963760376,0.9824000000953674,0.16759885847568512,0.1689935326576233,0.1699947714805603,0.1682857722043991,0.16699641942977905,0.16707132756710052
12,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.05649637430906296,0.09299199283123016,0.03049137070775032,0.026796776801347733,0.04190105199813843,0.04944772645831108,0.9811999797821045,0.9807000160217285,0.9811000227928162,0.9807999730110168,0.9810000061988831,0.9818999767303467,0.982200026512146,0.1633290946483612,0.16490378975868225,0.16571499407291412,0.164689302444458,0.16285012662410736,0.16280321776866913
13,1.0,1.0,1.0,1.0,1.0,0.9375,0.375,0.050932079553604126,0.031587254256010056,0.025035763159394264,0.0348849855363369,0.04692695662379265,0.266752690076828,0.9815999865531921,0.9799000024795532,0.9810000061988831,0.9807999730110168,0.9818000197410583,0.9821000099182129,0.9822999835014343,0.1592516005039215,0.1606818288564682,0.16168422996997833,0.1606231927871704,0.15914319455623627,0.15898653864860535
