,acc,val_acc,loss,val_loss
0,0.9097499847412109,0.9125999808311462,0.24650272727012634,0.29068782925605774
1,0.9260333180427551,0.9280999898910522,0.1537553369998932,0.2439296692609787
2,0.9342166781425476,0.932200014591217,0.08408063650131226,0.22572031617164612
3,0.9349666833877563,0.9318000078201294,0.1346580982208252,0.21589790284633636
4,0.9390000104904175,0.9388999938964844,0.11702785640954971,0.2049311101436615
5,0.9432333111763,0.9394999742507935,0.06888861954212189,0.1957303136587143
6,0.9432166814804077,0.9402999877929688,0.0822349339723587,0.19288615882396698
7,0.9448999762535095,0.9444000124931335,0.02075083926320076,0.18512800335884094
8,0.9444666504859924,0.942799985408783,0.014176124706864357,0.19118957221508026
9,0.9459666609764099,0.9413999915122986,0.03126753494143486,0.19354777038097382
