,acc,loss
0,0.6975,22.906688690185547
1,0.7324999999999999,19.186513900756836
2,0.7475,17.7458438873291
3,0.7675,16.149005889892578
4,0.8400000000000001,17.720027923583984
5,0.78,11.654053688049316
6,0.8400000000000001,7.726133823394775
7,0.8625,9.30885124206543
8,0.8300000000000001,10.65764045715332
9,0.8549999999999999,8.03127670288086
10,0.8475000000000001,14.18165397644043
11,0.8825,19.43735122680664
12,0.865,4.90903902053833
13,0.8475000000000001,3.2344791889190674
14,0.9100000000000001,7.7960100173950195
15,0.9199999999999999,5.7956953048706055
16,0.8875,9.470235824584961
17,0.9075000000000001,6.486752510070801
18,0.8949999999999999,9.737194061279297
19,0.8975,10.814249038696289
20,0.905,6.464312553405762
21,0.89,7.8641204833984375
22,0.8675,10.632711410522461
23,0.915,4.834780216217041
24,0.9049999999999999,6.143019676208496
25,0.9099999999999999,4.1980180740356445
26,0.9274999999999999,1.1383280754089355
27,0.9125,3.484117031097412
28,0.915,5.72110652923584
29,0.93,3.7223572731018066
30,0.9125,4.05321741104126
31,0.9249999999999998,6.831773281097412
32,0.9324999999999999,3.287479877471924
33,0.8875,7.131015777587891
34,0.9075,7.058560848236084
35,0.8949999999999999,3.4387295246124268
36,0.9149999999999998,4.6150336265563965
37,0.885,8.076884269714355
38,0.8574999999999999,1.9164196252822876
39,0.9324999999999999,6.452724456787109
40,0.9349999999999998,8.393342971801758
41,0.9424999999999997,0.5280202627182007
42,0.9349999999999999,2.0899529457092285
43,0.9350000000000002,0.9189388155937195
44,0.9324999999999999,0.0
45,0.9399999999999998,5.193397521972656
46,0.9399999999999998,1.155327558517456
47,0.9425000000000001,0.8742596507072449
48,0.9375,1.9890263080596924
49,0.9400000000000001,0.8575482368469238
50,0.9450000000000001,0.561402440071106
51,0.9425000000000001,1.2837977409362793
52,0.9400000000000001,0.3053920269012451
53,0.9399999999999998,0.5458747744560242
54,0.9375,2.3607685565948486
55,0.9375,1.107215166091919
56,0.9375,0.6020050644874573
57,0.9375,1.6177053451538086
58,0.9375,0.8853928446769714
59,0.9375,0.04590559005737305
