,acc,val_acc,loss,val_loss
0,0.9547666907310486,0.9519000053405762,0.15435868501663208,0.1618361920118332
1,0.9667666554450989,0.9580000042915344,0.034510284662246704,0.13270041346549988
2,0.97243332862854,0.9645000100135803,0.1210889145731926,0.1130310669541359
3,0.9762833118438721,0.9689000248908997,0.038800012320280075,0.09680914878845215
4,0.9784500002861023,0.9674000144004822,0.05074267089366913,0.09757750481367111
5,0.9814333319664001,0.9718999862670898,0.08938872069120407,0.09068162739276886
6,0.9823166728019714,0.9710999727249146,0.042024530470371246,0.0935114398598671
7,0.9847666621208191,0.9735000133514404,0.1355690062046051,0.0808318629860878
8,0.9851999878883362,0.9713000059127808,0.14388492703437805,0.08703722804784775
9,0.982616662979126,0.9713000059127808,0.05357297137379646,0.088702492415905
