,acc_ensemble,acc_1,acc_2,acc_3,acc_4,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,loss_1,loss_2,loss_3,loss_4,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.9587666392326355,0.9587666392326355,0.9587666392326355,0.9587666392326355,0.9587666392326355,0.9526000022888184,0.9526000022888184,0.9526000022888184,0.9526000022888184,0.9526000022888184,0.17567187547683716,0.17584410309791565,0.2559826970100403,0.11134883761405945,0.16146571934223175,0.16146571934223175,0.16146571934223175,0.16146571934223175
1,0.9726999998092651,0.9726999998092651,0.9726999998092651,0.9726999998092651,0.9726999998092651,0.9641000032424927,0.9641000032424927,0.9641000032424927,0.9641000032424927,0.9641000032424927,0.11829415708780289,0.12425205111503601,0.05583849176764488,0.06908009201288223,0.11997373402118683,0.11997373402118683,0.11997373402118683,0.11997373402118683
2,0.9803833365440369,0.9803833365440369,0.9803833365440369,0.9803833365440369,0.9803833365440369,0.9686999917030334,0.9686999917030334,0.9686999917030334,0.9686999917030334,0.9686999917030334,0.14040148258209229,0.06351988762617111,0.060905687510967255,0.08486142754554749,0.10186313837766647,0.10186313837766647,0.10186313837766647,0.10186313837766647
3,0.984499990940094,0.984499990940094,0.984499990940094,0.984499990940094,0.984499990940094,0.970300018787384,0.970300018787384,0.970300018787384,0.970300018787384,0.970300018787384,0.05246555432677269,0.04573245719075203,0.0477222315967083,0.03362339735031128,0.09362222999334335,0.09362222999334335,0.09362222999334335,0.09362222999334335
4,0.9879833459854126,0.9879833459854126,0.9879833459854126,0.9879833459854126,0.9879833459854126,0.9761000275611877,0.9761000275611877,0.9761000275611877,0.9761000275611877,0.9761000275611877,0.05963694304227829,0.015177683904767036,0.02703911066055298,0.03390302509069443,0.08087541908025742,0.08087541908025742,0.08087541908025742,0.08087541908025742
5,0.9899166822433472,0.9899166822433472,0.9899166822433472,0.9899166822433472,0.9899166822433472,0.9761000275611877,0.9761000275611877,0.9761000275611877,0.9761000275611877,0.9761000275611877,0.027319226413965225,0.022169779986143112,0.020972052589058876,0.02918050065636635,0.0806649848818779,0.0806649848818779,0.0806649848818779,0.0806649848818779
6,0.9914000034332275,0.9914000034332275,0.9914000034332275,0.9914000034332275,0.9914000034332275,0.9778000116348267,0.9778000116348267,0.9778000116348267,0.9778000116348267,0.9778000116348267,0.025771677494049072,0.035558734089136124,0.012660901062190533,0.011159106157720089,0.07562851160764694,0.07562851160764694,0.07562851160764694,0.07562851160764694
7,0.9922333359718323,0.9922333359718323,0.9922333359718323,0.9922333359718323,0.9922333359718323,0.9771999716758728,0.9771999716758728,0.9771999716758728,0.9771999716758728,0.9771999716758728,0.012310486286878586,0.00871249008923769,0.01610379107296467,0.015320852398872375,0.0734451413154602,0.0734451413154602,0.0734451413154602,0.0734451413154602
8,0.9925333261489868,0.9925333261489868,0.9925333261489868,0.9925333261489868,0.9925333261489868,0.9775999784469604,0.9775999784469604,0.9775999784469604,0.9775999784469604,0.9775999784469604,0.023596111685037613,0.008226034231483936,0.007520255632698536,0.010703780688345432,0.07481777667999268,0.07481777667999268,0.07481777667999268,0.07481777667999268
9,0.9933833479881287,0.9933833479881287,0.9933833479881287,0.9933833479881287,0.9933833479881287,0.9779999852180481,0.9779999852180481,0.9779999852180481,0.9779999852180481,0.9779999852180481,0.006394099909812212,0.007000208832323551,0.0103318365290761,0.026412617415189743,0.07152650505304337,0.07152650505304337,0.07152650505304337,0.07152650505304337
