,acc_1,acc_2,acc_3,acc_4,acc_ensemble,loss_1,loss_2,loss_3,loss_4,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.9132500290870667,0.9175166487693787,0.9164166450500488,0.9128833413124084,0.9355166554450989,0.22023460268974304,0.4933983385562897,0.199062779545784,0.1420709192752838,0.909600019454956,0.9185000061988831,0.914900004863739,0.9090999960899353,0.9322999715805054,0.29459813237190247,0.26357772946357727,0.27377280592918396,0.28396672010421753
1,0.9375500082969666,0.9361000061035156,0.9355666637420654,0.9314666390419006,0.9488666653633118,0.4639762043952942,0.020584693178534508,0.07096356153488159,0.14576230943202972,0.9395999908447266,0.9352999925613403,0.9294999837875366,0.9300000071525574,0.9472000002861023,0.20966827869415283,0.2122531682252884,0.21818816661834717,0.22936131060123444
2,0.9382666945457458,0.9347833395004272,0.9415666460990906,0.9404333233833313,0.9486833214759827,0.10898187756538391,0.03729987144470215,0.018371691927313805,0.03749288246035576,0.9348999857902527,0.9323999881744385,0.9413999915122986,0.9398000240325928,0.9449999928474426,0.20718197524547577,0.2165030539035797,0.189224973320961,0.1932467222213745
3,0.945900022983551,0.9451833367347717,0.9499499797821045,0.9453833103179932,0.9550833106040955,0.08515556156635284,0.04890945553779602,0.047598641365766525,0.0245700441300869,0.9417999982833862,0.9437999725341797,0.944599986076355,0.9415000081062317,0.9503999948501587,0.18553294241428375,0.18791168928146362,0.17844262719154358,0.19193723797798157
4,0.9485999941825867,0.9455666542053223,0.9467499852180481,0.948199987411499,0.9556000232696533,0.03149968385696411,0.011163328774273396,0.024152636528015137,0.004496649838984013,0.944100022315979,0.9416000247001648,0.9447000026702881,0.9451000094413757,0.9519000053405762,0.18339833617210388,0.18654581904411316,0.17995722591876984,0.1790340393781662
5,0.9505166411399841,0.9495499730110168,0.952833354473114,0.9496333599090576,0.956766664981842,0.14860285818576813,0.026762986555695534,0.011474366299808025,0.02548811584711075,0.9470000267028809,0.9466000199317932,0.9466000199317932,0.9451000094413757,0.9528999924659729,0.17062506079673767,0.1755075603723526,0.1683686375617981,0.18111400306224823
6,0.9484666585922241,0.9466666579246521,0.950950026512146,0.9539166688919067,0.9573000073432922,0.004438659176230431,0.03279903531074524,0.008244487456977367,0.015379710122942924,0.9451000094413757,0.9419999718666077,0.947700023651123,0.9526000022888184,0.9549999833106995,0.18450020253658295,0.18546690046787262,0.16931675374507904,0.16674096882343292
7,0.9553666710853577,0.9544333219528198,0.9537000060081482,0.9560166597366333,0.9591666460037231,0.0032923072576522827,0.003592337481677532,0.0049945758655667305,0.021902937442064285,0.95169997215271,0.9505000114440918,0.9474999904632568,0.9520999789237976,0.955299973487854,0.1609020084142685,0.16468173265457153,0.17368200421333313,0.16269294917583466
8,0.9510999917984009,0.9541833400726318,0.9545999765396118,0.9557666778564453,0.9586166739463806,0.0053856344893574715,0.006722155958414078,0.0082140127196908,0.0047613042406737804,0.9487000107765198,0.9506999850273132,0.9502000212669373,0.9521999955177307,0.9545000195503235,0.17157748341560364,0.15874135494232178,0.16589882969856262,0.16002407670021057
9,0.9548666477203369,0.9518333077430725,0.9555166959762573,0.9560499787330627,0.9591166377067566,0.004354451317340136,0.003079956164583564,0.002163608092814684,0.18632850050926208,0.9517999887466431,0.9488000273704529,0.9509000182151794,0.953499972820282,0.9556000232696533,0.1649724543094635,0.1737627387046814,0.16309764981269836,0.16305133700370789
10,0.9560333490371704,0.9511833190917969,0.9548666477203369,0.9527000188827515,0.9582833051681519,0.0018843380967155099,0.009919310919940472,0.0031289011240005493,0.03246626257896423,0.9509999752044678,0.9462000131607056,0.9498999714851379,0.9474999904632568,0.9538999795913696,0.162429079413414,0.18184639513492584,0.17083962261676788,0.17249536514282227
11,0.9572833180427551,0.9538833498954773,0.9516500234603882,0.958133339881897,0.960349977016449,0.00207651499658823,0.025685906410217285,0.006466551683843136,0.0026266106870025396,0.953499972820282,0.9506999850273132,0.9469000101089478,0.9535999894142151,0.9555000066757202,0.16063052415847778,0.17406019568443298,0.18127742409706116,0.15783773362636566
12,0.949833333492279,0.9506666660308838,0.9569500088691711,0.9583666920661926,0.958633303642273,0.010623431764543056,0.025853240862488747,0.004089691676199436,0.0004583858244586736,0.9462000131607056,0.9447000026702881,0.9524000287055969,0.954800009727478,0.9549000263214111,0.1917952448129654,0.18869291245937347,0.1629377156496048,0.16059334576129913
13,0.9553166627883911,0.9542833566665649,0.9571333527565002,0.9583166837692261,0.959766685962677,0.0016689940821379423,0.000917790224775672,0.0025097220204770565,0.0009951423853635788,0.9524000287055969,0.9491000175476074,0.9541000127792358,0.9562000036239624,0.9556000232696533,0.17109379172325134,0.17233364284038544,0.16454307734966278,0.1593843698501587
14,0.9577999711036682,0.9543833136558533,0.9582666754722595,0.9582833051681519,0.9607666730880737,0.0012269923463463783,0.0029685075860470533,0.0011483168927952647,0.0006493445835076272,0.953499972820282,0.9484000205993652,0.953499972820282,0.9557999968528748,0.9564999938011169,0.16285735368728638,0.18167909979820251,0.1638626903295517,0.15667763352394104
