,acc_ensemble,acc_1,acc_2,acc_3,acc_4,loss_1,loss_2,loss_3,loss_4
8,0.8474999999999999,0.7575000000000001,0.7649999999999999,0.7674999999999998,0.75,25.955101013183594,17.925691604614258,19.62542152404785,31.5501708984375
9,0.8750000000000002,0.7800000000000001,0.7550000000000001,0.7975000000000001,0.7849999999999999,35.67580795288086,4.658947944641113,20.77348518371582,4.306160926818848
10,0.85,0.7274999999999999,0.7975,0.8,0.7775000000000001,114.76629638671875,17.88455581665039,23.718162536621094,7.497215270996094
11,0.8549999999999999,0.7325,0.74,0.7925,0.8099999999999999,43.634246826171875,26.524452209472656,151.13531494140625,54.324180603027344
12,0.885,0.7925000000000001,0.79,0.8125,0.8200000000000001,7.824950218200684,10.298084259033203,12.337064743041992,74.08026885986328
13,0.86,0.7875,0.7550000000000001,0.7750000000000001,0.7975000000000001,18.87735366821289,6.262997627258301,10.952713012695312,29.448062896728516
14,0.885,0.8099999999999999,0.7825000000000001,0.7975000000000001,0.8200000000000001,17.796627044677734,9.654914855957031,1.7908077239990234,33.59418869018555
15,0.8625,0.7374999999999999,0.75,0.8125000000000002,0.79,58.04235076904297,86.45895385742188,40.81283950805664,6.722342491149902
16,0.8574999999999999,0.74,0.8025,0.8150000000000001,0.8074999999999999,6.40617036819458,18.641679763793945,7.014801025390625,34.77685546875
17,0.8800000000000002,0.785,0.8174999999999999,0.8300000000000001,0.78,27.11932373046875,10.217069625854492,77.35822296142578,8.746795654296875
18,0.8875,0.8125,0.7775000000000001,0.8175000000000001,0.8025,45.175537109375,25.734634399414062,31.867324829101562,47.287193298339844
19,0.9,0.8100000000000002,0.8150000000000001,0.8225,0.8175000000000001,100.90327453613281,30.20269775390625,7.369480609893799,9.865111351013184
20,0.9024999999999999,0.8025,0.82,0.835,0.825,83.0028305053711,9.862770080566406,31.828548431396484,18.49321174621582
21,0.8875,0.8,0.8275,0.8525,0.7975000000000001,18.962156295776367,13.027382850646973,38.83837127685547,16.52387237548828
22,0.8799999999999999,0.8125,0.825,0.8424999999999999,0.8025,58.512577056884766,4.664674758911133,2.9975476264953613,20.960662841796875
23,0.8950000000000001,0.805,0.7949999999999999,0.8400000000000001,0.8200000000000001,6.125013828277588,32.7887077331543,7.802624702453613,11.037047386169434
24,0.885,0.85,0.8400000000000001,0.8175000000000001,0.8400000000000001,4.443779945373535,0.0,9.556422233581543,2.0857934951782227
25,0.8674999999999999,0.8075000000000001,0.7524999999999998,0.8225,0.82,16.01821517944336,24.495250701904297,27.505416870117188,19.29758071899414
26,0.8975,0.82,0.8300000000000001,0.8275,0.7925000000000002,1.4962921142578125,60.465484619140625,32.45647048950195,5.642204761505127
27,0.9025000000000001,0.865,0.8300000000000001,0.8400000000000001,0.7875,0.0,6.654058456420898,5.031680107116699,24.026880264282227
28,0.8875,0.8474999999999999,0.8225,0.8475000000000001,0.8225,7.163537979125977,81.60772705078125,23.27130889892578,14.539276123046875
29,0.8999999999999998,0.8500000000000002,0.8150000000000001,0.8525000000000003,0.8399999999999999,1.199472427368164,5.627981185913086,52.52500915527344,19.760154724121094
30,0.8925000000000001,0.8675,0.8200000000000001,0.8225,0.8125,8.149368286132812,10.818599700927734,20.643417358398438,40.30522155761719
31,0.9024999999999999,0.8125,0.8424999999999999,0.8275,0.8424999999999999,19.548667907714844,4.149227619171143,16.171247482299805,14.3948974609375
32,0.9149999999999998,0.8350000000000002,0.8425,0.8524999999999998,0.8300000000000001,36.206356048583984,35.8850212097168,16.62652015686035,4.857472896575928
33,0.9149999999999998,0.8800000000000001,0.845,0.8300000000000001,0.8325000000000001,11.82673454284668,26.475584030151367,9.51848316192627,2.2330455780029297
34,0.9174999999999998,0.8425,0.8400000000000001,0.8225000000000001,0.8324999999999999,9.41537857055664,16.27253532409668,12.813343048095703,3.5494985580444336
35,0.9199999999999999,0.8375,0.825,0.8525,0.8400000000000001,13.19847297668457,13.912617683410645,11.508827209472656,16.97617530822754
36,0.9125,0.82,0.8699999999999999,0.8825,0.825,13.666369438171387,20.552934646606445,59.92100143432617,28.672182083129883
