,train_acc_1,train_acc_2,train_acc_3,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,val_acc_1,val_acc_2,val_acc_3,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3
0,0.875,0.9375,0.90625,0.15625,1.908405065536499,1.7686986923217773,1.720442533493042,0.9599000215530396,0.9538499712944031,0.9484500288963318,0.9799500107765198,1.1056690216064453,1.1063002347946167,1.129302978515625
1,0.90625,1.0,0.96875,0.34375,1.3585748672485352,1.0689537525177002,1.0056419372558594,0.9815999865531921,0.9807999730110168,0.9825500249862671,0.9871500134468079,0.5822932124137878,0.5777515769004822,0.5754392743110657
2,1.0,1.0,0.96875,0.46875,0.6209691762924194,0.635668158531189,0.8317239880561829,0.984250009059906,0.9840499758720398,0.9843000173568726,0.9872000217437744,0.3960285484790802,0.4023042619228363,0.4028923213481903
3,1.0,1.0,1.0,0.3125,0.663018524646759,0.5538308620452881,0.8006325364112854,0.9847000241279602,0.9840999841690063,0.984749972820282,0.9873499870300293,0.3256033658981323,0.32841727137565613,0.32967841625213623
4,0.96875,1.0,0.96875,0.3125,0.6669327616691589,0.4412745535373688,0.5571940541267395,0.9849500060081482,0.9844499826431274,0.9850999712944031,0.9873999953269958,0.28751319646835327,0.28739315271377563,0.2828158140182495
5,0.90625,1.0,1.0,0.125,0.7807556390762329,0.3951535224914551,0.3072932958602905,0.9843500256538391,0.9850999712944031,0.9854999780654907,0.9873999953269958,0.2650452256202698,0.2616564929485321,0.2583722174167633
6,1.0,0.96875,1.0,0.375,0.4352075457572937,0.497490257024765,0.3541790246963501,0.9843000173568726,0.9848499894142151,0.9851999878883362,0.9872499704360962,0.24527858197689056,0.2463523894548416,0.24783512949943542
7,1.0,1.0,1.0,0.3125,0.34449973702430725,0.3334508240222931,0.35970979928970337,0.9846500158309937,0.984250009059906,0.9847999811172485,0.9873999953269958,0.23462331295013428,0.2378898710012436,0.2365410327911377
8,1.0,1.0,0.9375,0.3125,0.48920488357543945,0.3602065443992615,0.6770350933074951,0.9849500060081482,0.9843000173568726,0.9851499795913696,0.9873499870300293,0.22571013867855072,0.2279600352048874,0.2232368439435959
9,1.0,0.96875,1.0,0.28125,0.31713366508483887,0.3406800925731659,0.22321027517318726,0.9840499758720398,0.984499990940094,0.9847000241279602,0.9872499704360962,0.22057241201400757,0.2218092828989029,0.21797211468219757
10,0.9375,1.0,1.0,0.1875,0.6042450666427612,0.2343958467245102,0.4215473234653473,0.9841499924659729,0.984499990940094,0.9853000044822693,0.9872000217437744,0.21596132218837738,0.2176322042942047,0.21286596357822418
11,1.0,1.0,1.0,0.3125,0.2605278789997101,0.4104408025741577,0.23756474256515503,0.9840999841690063,0.9843999743461609,0.9847999811172485,0.9872000217437744,0.2130938470363617,0.21143317222595215,0.21173611283302307
12,0.96875,0.96875,1.0,0.1875,0.5627101063728333,0.32938092947006226,0.176644966006279,0.9837499856948853,0.9839500188827515,0.9851499795913696,0.9872999787330627,0.2122085988521576,0.20908315479755402,0.20661498606204987
13,1.0,1.0,1.0,0.28125,0.20423221588134766,0.10473313927650452,0.23895502090454102,0.984250009059906,0.9839500188827515,0.9847999811172485,0.9869999885559082,0.20505231618881226,0.20678113400936127,0.20402516424655914
14,1.0,1.0,1.0,0.3125,0.13731327652931213,0.1734982132911682,0.14507931470870972,0.9843500256538391,0.9843999743461609,0.9850500226020813,0.9871000051498413,0.20423026382923126,0.2034405767917633,0.19974690675735474
