,acc,loss,val_acc,val_loss
0,0.9088000059127808,0.19139376282691956,0.911899983882904,0.2972356379032135
1,0.9258000254631042,0.23257160186767578,0.9200999736785889,0.2549632787704468
2,0.9329833388328552,0.05194134637713432,0.9337000250816345,0.22141098976135254
3,0.9372666478157043,0.12337328493595123,0.9325000047683716,0.21970923244953156
4,0.9395833611488342,0.04816409572958946,0.9380000233650208,0.20673280954360962
5,0.9402999877929688,0.036746859550476074,0.9380999803543091,0.20086237788200378
6,0.9428166747093201,0.01964569091796875,0.9416999816894531,0.19100311398506165
7,0.9455666542053223,0.009888214990496635,0.9408000111579895,0.19161342084407806
8,0.9470333456993103,0.015563363209366798,0.9438999891281128,0.18573437631130219
9,0.9486500024795532,0.016034573316574097,0.9447000026702881,0.18482114374637604
10,0.9488333463668823,0.21768994629383087,0.9474999904632568,0.17823420464992523
11,0.9472333192825317,0.02383585274219513,0.9420999884605408,0.19469432532787323
12,0.9483500123023987,0.1744588166475296,0.9455999732017517,0.1870935708284378
13,0.9470666646957397,0.029483001679182053,0.9433000087738037,0.19240951538085938
14,0.944016695022583,0.008685339242219925,0.9424999952316284,0.19498373568058014
