,train_acc,train_loss,val_acc,val_loss
0,0.90625,0.6920126080513,0.8891000151634216,0.7799228429794312
1,0.84375,0.7097333669662476,0.9103000164031982,0.6383076310157776
2,0.90625,0.6333174705505371,0.9203000068664551,0.554038405418396
3,1.0,0.3586985468864441,0.930400013923645,0.4879819452762604
4,0.96875,0.34058889746665955,0.9316999912261963,0.4468769431114197
5,0.84375,0.6490069031715393,0.9379000067710876,0.4011155366897583
6,0.90625,0.4560713768005371,0.9413999915122986,0.3654033839702606
7,0.84375,0.571162223815918,0.9412999749183655,0.3454996943473816
8,0.9375,0.35833311080932617,0.9394000172615051,0.33597972989082336
9,1.0,0.23092007637023926,0.9442999958992004,0.31013956665992737
10,0.96875,0.28867799043655396,0.9412000179290771,0.3016696274280548
11,0.875,0.41644835472106934,0.9451000094413757,0.27922534942626953
12,0.9375,0.26885125041007996,0.9445000290870667,0.2742571532726288
13,0.96875,0.2575826644897461,0.9437999725341797,0.26595672965049744
14,1.0,0.12521043419837952,0.9459999799728394,0.25580599904060364
15,0.96875,0.1568322777748108,0.9474999904632568,0.25055456161499023
16,1.0,0.14668607711791992,0.9448999762535095,0.24278032779693604
17,1.0,0.11218486726284027,0.9448000192642212,0.23971694707870483
18,0.8125,0.7222064137458801,0.9463000297546387,0.23284375667572021
19,1.0,0.11898660659790039,0.948199987411499,0.22639867663383484
20,1.0,0.05906515568494797,0.9498000144958496,0.21826133131980896
21,1.0,0.09104646742343903,0.9465000033378601,0.22304150462150574
22,1.0,0.08095665276050568,0.9491000175476074,0.208176389336586
23,1.0,0.14906471967697144,0.9484000205993652,0.20974889397621155
24,0.9375,0.21560120582580566,0.9463000297546387,0.20984284579753876
25,1.0,0.04906470328569412,0.9474999904632568,0.20628191530704498
26,1.0,0.06427567452192307,0.9490000009536743,0.1983214169740677
27,1.0,0.035645872354507446,0.9491000175476074,0.1946147084236145
28,1.0,0.057067207992076874,0.9491999745368958,0.1961107701063156
29,1.0,0.06488341838121414,0.9478999972343445,0.19238556921482086
