,acc,loss,val_acc,val_loss
0,0.9152833223342896,0.20938406884670258,0.9154999852180481,0.2827174663543701
1,0.9276166558265686,0.15073879063129425,0.9286999702453613,0.23837368190288544
2,0.9313333630561829,0.21203628182411194,0.9294999837875366,0.2337862104177475
3,0.9368666410446167,0.39572179317474365,0.9351000189781189,0.21413519978523254
4,0.9398499727249146,0.1185513511300087,0.9368000030517578,0.212288960814476
5,0.9370333552360535,0.0543319508433342,0.9365000128746033,0.20759303867816925
6,0.9439166784286499,0.0341387540102005,0.9420999884605408,0.19104287028312683
7,0.942799985408783,0.044013626873493195,0.9373999834060669,0.20148038864135742
8,0.9460999965667725,0.025109704583883286,0.9419000148773193,0.188808873295784
9,0.9453833103179932,0.016486771404743195,0.9429000020027161,0.1897767037153244
10,0.9468500018119812,0.07329434901475906,0.9423999786376953,0.19347822666168213
11,0.947950005531311,0.015281284227967262,0.9458000063896179,0.18571066856384277
12,0.9492166638374329,0.009213225916028023,0.945900022983551,0.1848098635673523
13,0.9470333456993103,0.0036996661219745874,0.9452000260353088,0.1864306777715683
14,0.9396499991416931,0.03350038453936577,0.9375,0.2191987782716751
