,train_acc_1,train_acc_2,train_acc_ensemble,train_loss_1,train_loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.84375,0.90625,0.375,1.9939804077148438,1.6418112516403198,0.9614999890327454,0.9639000296592712,0.9793999791145325,1.1121740341186523,1.1061491966247559
1,0.9375,0.9375,0.5625,1.0584238767623901,1.2262790203094482,0.9839000105857849,0.9825000166893005,0.9873999953269958,0.5891599655151367,0.5887778401374817
2,0.875,0.96875,0.3125,1.2989964485168457,0.7325071096420288,0.9854999780654907,0.9855999946594238,0.9879999756813049,0.40497875213623047,0.4084881544113159
3,0.96875,1.0,0.40625,0.5613499283790588,0.5228992700576782,0.98580002784729,0.9868999719619751,0.9879999756813049,0.32395488023757935,0.32118386030197144
4,0.90625,1.0,0.3125,0.9071432948112488,0.5862301588058472,0.9864000082015991,0.9868000149726868,0.9883999824523926,0.2749400734901428,0.2728146016597748
5,1.0,1.0,0.625,0.47501492500305176,0.6087062954902649,0.9858999848365784,0.9865999817848206,0.9884999990463257,0.2511046528816223,0.2517336308956146
6,1.0,1.0,0.46875,0.4436948895454407,0.3974199593067169,0.9864000082015991,0.9876000285148621,0.988099992275238,0.2333138883113861,0.2308577597141266
7,0.9375,1.0,0.21875,0.8890170454978943,0.30276936292648315,0.986299991607666,0.987500011920929,0.9882000088691711,0.2214992642402649,0.22012366354465485
8,1.0,1.0,0.65625,0.24417006969451904,0.3759614825248718,0.9865000247955322,0.9876999855041504,0.9879999756813049,0.21152383089065552,0.208908811211586
9,1.0,1.0,0.5625,0.14190806448459625,0.1568484902381897,0.9866999983787537,0.9869999885559082,0.9879999756813049,0.2102353721857071,0.20537538826465607
10,1.0,1.0,0.46875,0.32524585723876953,0.27859240770339966,0.9861999750137329,0.9871000051498413,0.9876999855041504,0.20590874552726746,0.20044076442718506
11,1.0,1.0,0.59375,0.1394340991973877,0.20568308234214783,0.98580002784729,0.9872999787330627,0.9882000088691711,0.20051294565200806,0.19689799845218658
12,1.0,1.0,0.40625,0.22453397512435913,0.14652758836746216,0.9860000014305115,0.9861000180244446,0.9879000186920166,0.1941300928592682,0.19189999997615814
13,1.0,1.0,0.40625,0.2851666212081909,0.13047969341278076,0.9860000014305115,0.9869999885559082,0.9876000285148621,0.19161516427993774,0.18931353092193604
14,1.0,1.0,0.46875,0.1252358853816986,0.13883547484874725,0.9864000082015991,0.9868000149726868,0.9879000186920166,0.18571794033050537,0.18414238095283508
