,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,train_loss_4,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.8125,0.9375,0.9375,0.84375,0.40625,0.5371735095977783,0.17217637598514557,0.16996344923973083,0.3412829041481018,0.9190000295639038,0.9243000149726868,0.9217000007629395,0.9161999821662903,0.9320999979972839,0.264039009809494,0.25428929924964905,0.25291889905929565,0.2716236710548401
1,0.90625,1.0,0.9375,0.90625,0.28125,0.5457600355148315,0.06407281756401062,0.1806517392396927,0.27014434337615967,0.9311000108718872,0.9294999837875366,0.9316999912261963,0.9327999949455261,0.9383000135421753,0.2263360321521759,0.22474579513072968,0.2159576117992401,0.21899545192718506
2,1.0,0.9375,1.0,1.0,0.25,0.023325523361563683,0.18170450627803802,0.0396389365196228,0.02479751780629158,0.9383000135421753,0.934499979019165,0.9366999864578247,0.9355000257492065,0.941100001335144,0.20406751334667206,0.21189559996128082,0.2052040994167328,0.20990292727947235
3,1.0,1.0,1.0,1.0,0.25,0.053663238883018494,0.03728031367063522,0.03606142848730087,0.04288746789097786,0.9402999877929688,0.9402999877929688,0.9376999735832214,0.9405999779701233,0.942300021648407,0.19898982346057892,0.2010585218667984,0.20709460973739624,0.20440123975276947
4,1.0,1.0,0.96875,1.0,0.25,0.05186393857002258,0.009365753270685673,0.11062394082546234,0.019334707409143448,0.9408000111579895,0.9415000081062317,0.9404000043869019,0.9426000118255615,0.9451000094413757,0.19618791341781616,0.19398166239261627,0.1943817436695099,0.19191625714302063
5,1.0,0.9375,1.0,1.0,0.5,0.00688534788787365,0.5153282284736633,0.019476503133773804,0.018465332686901093,0.9455999732017517,0.9451000094413757,0.9453999996185303,0.9453999996185303,0.9484999775886536,0.18684720993041992,0.18632760643959045,0.18998335301876068,0.18794482946395874
6,1.0,0.96875,1.0,1.0,0.3125,0.005534490570425987,0.07461001724004745,0.0024510479997843504,0.011779217049479485,0.9452000260353088,0.945900022983551,0.9448999762535095,0.9452999830245972,0.9473000168800354,0.18924233317375183,0.1902090311050415,0.18873761594295502,0.19011640548706055
7,1.0,1.0,1.0,1.0,0.3125,0.003754423465579748,0.004808283410966396,0.005612400826066732,0.004727385472506285,0.9466999769210815,0.9465000033378601,0.945900022983551,0.9470999836921692,0.9480999708175659,0.18793579936027527,0.18922412395477295,0.18938307464122772,0.1885880082845688
8,1.0,1.0,1.0,1.0,0.375,0.0022943872027099133,0.0018643479561433196,0.004102371633052826,0.0024040653370320797,0.947700023651123,0.9459999799728394,0.9460999965667725,0.947700023651123,0.9480999708175659,0.19219304621219635,0.18950103223323822,0.1905580312013626,0.19011513888835907
9,1.0,1.0,1.0,1.0,0.40625,0.0012113323900848627,0.03270338475704193,0.0040120286867022514,0.005772542208433151,0.9483000040054321,0.9453999996185303,0.9455999732017517,0.9465000033378601,0.9473000168800354,0.1885732263326645,0.19379758834838867,0.1903792917728424,0.189775750041008
10,1.0,1.0,0.9375,1.0,0.4375,0.0020425154361873865,0.0023756232112646103,0.11300906538963318,0.004057629965245724,0.9480000138282776,0.9462000131607056,0.9462000131607056,0.9470000267028809,0.9484999775886536,0.18921084702014923,0.19158370792865753,0.19170527160167694,0.19252198934555054
11,1.0,1.0,1.0,1.0,0.28125,0.0021025242749601603,0.006888724863529205,0.007738946937024593,0.0039034271612763405,0.9456999897956848,0.9444000124931335,0.9478999972343445,0.9448999762535095,0.9473999738693237,0.1964287906885147,0.19485118985176086,0.19021353125572205,0.19716550409793854
12,1.0,1.0,1.0,1.0,0.3125,0.0011969830375164747,0.0015979062300175428,0.005271198693662882,0.0005580011638812721,0.9458000063896179,0.9449999928474426,0.9467999935150146,0.9456999897956848,0.9480000138282776,0.1997268795967102,0.19642245769500732,0.19527393579483032,0.19611087441444397
13,1.0,1.0,1.0,1.0,0.34375,0.0012722206301987171,0.004423131234943867,0.005666973069310188,0.0025285743176937103,0.9477999806404114,0.9455999732017517,0.9478999972343445,0.946399986743927,0.9480999708175659,0.19486670196056366,0.19491466879844666,0.193540558218956,0.19557535648345947
14,1.0,1.0,1.0,1.0,0.375,0.0022705434821546078,0.001703331945464015,0.01874099299311638,0.003910741303116083,0.9480999708175659,0.9467999935150146,0.9474999904632568,0.9460999965667725,0.9484000205993652,0.1966165453195572,0.1956666260957718,0.19758379459381104,0.20239944756031036
