,acc_1,acc_2,acc_3,acc_4,acc_ensemble,loss_1,loss_2,loss_3,loss_4,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.9269000291824341,0.9203833341598511,0.9214000105857849,0.9239833354949951,0.9292166829109192,0.1268753707408905,0.20355165004730225,0.09562689065933228,0.3992794454097748,0.9273999929428101,0.9218999743461609,0.9233999848365784,0.9229999780654907,0.9300000071525574,0.24346254765987396,0.259324312210083,0.2532333433628082,0.25459930300712585
1,0.935366690158844,0.9362333416938782,0.934249997138977,0.9351999759674072,0.9395333528518677,0.38454949855804443,0.04795674607157707,0.11459111422300339,0.02742657996714115,0.9345999956130981,0.9334999918937683,0.9311000108718872,0.9315000176429749,0.9358999729156494,0.21137802302837372,0.211630716919899,0.21831242740154266,0.22159087657928467
2,0.9454333186149597,0.9428166747093201,0.9435999989509583,0.9445833563804626,0.9463499784469604,0.04606230929493904,0.01710633933544159,0.0331612266600132,0.041960209608078,0.9434000253677368,0.9384999871253967,0.9424999952316284,0.9419000148773193,0.9449999928474426,0.18482989072799683,0.1964012086391449,0.19467347860336304,0.1929965317249298
3,0.9451500177383423,0.9440666437149048,0.9425333142280579,0.9454500079154968,0.946399986743927,0.47703278064727783,0.011015588417649269,0.011396249756217003,0.026852767914533615,0.9440000057220459,0.9409999847412109,0.9412000179290771,0.941100001335144,0.9440000057220459,0.18537074327468872,0.1912732571363449,0.1955403834581375,0.19206814467906952
4,0.9487833380699158,0.9484166502952576,0.9484333395957947,0.9482499957084656,0.9496166706085205,0.03594030439853668,0.015606053173542023,0.0155553687363863,0.09891325235366821,0.9466999769210815,0.9456999897956848,0.9465000033378601,0.944599986076355,0.9466000199317932,0.17895759642124176,0.18149882555007935,0.17988283932209015,0.18433387577533722
5,0.9464499950408936,0.9472333192825317,0.9476500153541565,0.9470499753952026,0.9485999941825867,0.029000351205468178,0.1951873004436493,0.0255589559674263,0.005146184004843235,0.9434999823570251,0.9442999958992004,0.9456999897956848,0.9437999725341797,0.9451000094413757,0.1915740966796875,0.1878601759672165,0.18755602836608887,0.19209811091423035
6,0.9494166374206543,0.9492166638374329,0.94923335313797,0.9483833312988281,0.9502000212669373,0.010339390486478806,0.0018726963317021728,0.02311013452708721,0.01406062301248312,0.9463000297546387,0.9426000118255615,0.9462000131607056,0.9460999965667725,0.946399986743927,0.1816612184047699,0.18622484803199768,0.18476620316505432,0.18917196989059448
7,0.9490833282470703,0.9487333297729492,0.9465500116348267,0.9487500190734863,0.9495333433151245,0.3032081127166748,0.007437313906848431,0.005690572317689657,0.010652153752744198,0.9455999732017517,0.9463000297546387,0.9435999989509583,0.9447000026702881,0.945900022983551,0.18443171679973602,0.18654532730579376,0.1965004801750183,0.18949860334396362
8,0.9494666457176208,0.949833333492279,0.9495166540145874,0.9492166638374329,0.9503999948501587,0.0033735327888280153,0.0029444685205817223,0.0091168861836195,0.002947633620351553,0.946399986743927,0.9448000192642212,0.946399986743927,0.945900022983551,0.9466000199317932,0.19240249693393707,0.19504517316818237,0.1926766186952591,0.1963016390800476
9,0.9514666795730591,0.9507833123207092,0.9509999752044678,0.9511500000953674,0.951449990272522,0.0027358769439160824,0.004720387980341911,0.00997842662036419,0.0021956264972686768,0.9484000205993652,0.9480000138282776,0.9476000070571899,0.9476000070571899,0.9488000273704529,0.18455685675144196,0.18807421624660492,0.18806418776512146,0.19041602313518524
10,0.9491999745368958,0.9500166773796082,0.9507166743278503,0.9497833251953125,0.9504833221435547,0.0029251619707792997,0.002465436700731516,0.01169559732079506,0.004750770516693592,0.9476000070571899,0.9473999738693237,0.9472000002861023,0.9466000199317932,0.948199987411499,0.19240905344486237,0.19017739593982697,0.18993180990219116,0.19243483245372772
11,0.9503999948501587,0.9495333433151245,0.9499333500862122,0.9493499994277954,0.950166642665863,0.0011098666582256556,0.0015284528490155935,0.0020477487705647945,0.004553632810711861,0.9466999769210815,0.9453999996185303,0.9451000094413757,0.9455000162124634,0.9460999965667725,0.19437116384506226,0.19713617861270905,0.1958068609237671,0.1981917768716812
12,0.9508166909217834,0.9499666690826416,0.9506999850273132,0.949566662311554,0.9507333040237427,0.002259182743728161,0.0033472746144980192,0.0028658730443567038,0.0008559621055610478,0.9472000002861023,0.9480000138282776,0.9467999935150146,0.9477999806404114,0.9488999843597412,0.18979427218437195,0.1917162984609604,0.1907532960176468,0.19465619325637817
13,0.951533317565918,0.9512666463851929,0.95128333568573,0.9505333304405212,0.9516500234603882,0.001177299302071333,0.0014396761544048786,0.0010012019192799926,0.00430717458948493,0.9484999775886536,0.9484000205993652,0.9478999972343445,0.9478999972343445,0.9485999941825867,0.19090497493743896,0.1932447999715805,0.19141313433647156,0.19636602699756622
14,0.951616644859314,0.9513999819755554,0.9515666961669922,0.9511666893959045,0.9519666433334351,0.0125343082472682,0.0019778884015977383,0.0007640714175067842,0.0016113417223095894,0.9483000040054321,0.9478999972343445,0.9491000175476074,0.9473999738693237,0.949400007724762,0.18978135287761688,0.19592010974884033,0.1921834647655487,0.19549253582954407
