,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_acc_5,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,train_loss_4,train_loss_5,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5
0,1.0,1.0,1.0,1.0,1.0,0.40625,0.3970183730125427,0.42398303747177124,0.5409268140792847,0.5989362001419067,0.4174908399581909,0.8880000114440918,0.8840000033378601,0.9010000228881836,0.8949999809265137,0.8939999938011169,0.9160000085830688,0.7952046394348145,0.7926067113876343,0.7693575024604797,0.7805175185203552,0.7672370076179504
1,1.0,1.0,1.0,1.0,1.0,0.3125,0.2936824560165405,0.26891300082206726,0.2323644906282425,0.17243948578834534,0.24251268804073334,0.8859999775886536,0.8870000243186951,0.8970000147819519,0.8970000147819519,0.902999997138977,0.9120000004768372,0.6728153824806213,0.6719269752502441,0.653428852558136,0.6595869064331055,0.6433863639831543
2,1.0,1.0,1.0,1.0,1.0,0.28125,0.20042195916175842,0.1457233726978302,0.20393632352352142,0.22301973402500153,0.18038523197174072,0.8849999904632568,0.8840000033378601,0.8980000019073486,0.8960000276565552,0.9020000100135803,0.9129999876022339,0.6081833243370056,0.6055486798286438,0.5881655216217041,0.5942372679710388,0.573777437210083
3,1.0,1.0,1.0,1.0,1.0,0.25,0.18600118160247803,0.16860514879226685,0.1423574835062027,0.14185640215873718,0.10780757665634155,0.8870000243186951,0.890999972820282,0.8930000066757202,0.8949999809265137,0.9089999794960022,0.9110000133514404,0.5631171464920044,0.5602456331253052,0.5504997372627258,0.5531869530677795,0.5295611619949341
4,1.0,1.0,1.0,1.0,1.0,0.34375,0.07010241597890854,0.16991448402404785,0.1308184713125229,0.1242673322558403,0.1681361198425293,0.8840000033378601,0.8920000195503235,0.8920000195503235,0.8960000276565552,0.9100000262260437,0.9070000052452087,0.5319936275482178,0.5284328460693359,0.5167617201805115,0.5229685306549072,0.4994865357875824
5,1.0,1.0,1.0,1.0,1.0,0.53125,0.09507153928279877,0.08738088607788086,0.07699539512395859,0.07240939140319824,0.07325883209705353,0.8870000243186951,0.8889999985694885,0.8970000147819519,0.8970000147819519,0.906000018119812,0.906000018119812,0.505974531173706,0.5056143403053284,0.4899367094039917,0.4998185932636261,0.4782826602458954
6,1.0,1.0,1.0,1.0,1.0,0.84375,0.07461169362068176,0.08009476959705353,0.09159675240516663,0.07588899880647659,0.10695791244506836,0.8889999985694885,0.8859999775886536,0.8930000066757202,0.8939999938011169,0.902999997138977,0.9079999923706055,0.48962923884391785,0.48702192306518555,0.47305288910865784,0.48185527324676514,0.45891493558883667
7,1.0,1.0,1.0,1.0,1.0,0.4375,0.05457230657339096,0.11867731064558029,0.15674853324890137,0.07200050354003906,0.14495445787906647,0.8880000114440918,0.8889999985694885,0.8880000114440918,0.8960000276565552,0.906000018119812,0.9049999713897705,0.4741082191467285,0.4734860360622406,0.4590500593185425,0.46830424666404724,0.446145623922348
8,1.0,1.0,1.0,1.0,1.0,0.4375,0.06341923028230667,0.05842506140470505,0.0696135014295578,0.041132185608148575,0.059390150010585785,0.890999972820282,0.890999972820282,0.8809999823570251,0.8920000195503235,0.902999997138977,0.902999997138977,0.4628233015537262,0.4613536298274994,0.4515708088874817,0.45633554458618164,0.4326549470424652
9,1.0,1.0,1.0,1.0,1.0,0.46875,0.0689983069896698,0.04867260158061981,0.04869033396244049,0.05614230036735535,0.06069497764110565,0.8889999985694885,0.8899999856948853,0.8849999904632568,0.8939999938011169,0.9010000228881836,0.9020000100135803,0.4513987600803375,0.45016011595726013,0.44006800651550293,0.44691750407218933,0.4226001501083374
10,1.0,1.0,1.0,1.0,1.0,0.3125,0.04595119506120682,0.05236281082034111,0.03192831575870514,0.035866159945726395,0.049538321793079376,0.8899999856948853,0.8920000195503235,0.8870000243186951,0.8880000114440918,0.8970000147819519,0.8999999761581421,0.44300639629364014,0.44000372290611267,0.42991605401039124,0.4365633726119995,0.4148693382740021
11,1.0,1.0,1.0,1.0,1.0,0.34375,0.03537273406982422,0.07422368228435516,0.06515973061323166,0.06013334542512894,0.06281289458274841,0.8859999775886536,0.8880000114440918,0.890999972820282,0.8930000066757202,0.8960000276565552,0.8989999890327454,0.4361003339290619,0.4348922073841095,0.4215153753757477,0.43100234866142273,0.4095650315284729
12,1.0,1.0,1.0,1.0,1.0,0.34375,0.05226150155067444,0.028858227655291557,0.06277566403150558,0.03272387385368347,0.03815511614084244,0.890999972820282,0.8880000114440918,0.8849999904632568,0.8899999856948853,0.8980000019073486,0.8999999761581421,0.4281557500362396,0.42707839608192444,0.4154168665409088,0.42472460865974426,0.4008702337741852
13,1.0,1.0,1.0,1.0,1.0,0.875,0.02880614623427391,0.03885820508003235,0.03384796157479286,0.03543422371149063,0.029362499713897705,0.8870000243186951,0.8889999985694885,0.8849999904632568,0.8960000276565552,0.8939999938011169,0.902999997138977,0.42303451895713806,0.4221743941307068,0.40946465730667114,0.4191741943359375,0.3953566253185272
14,1.0,1.0,1.0,1.0,1.0,0.375,0.034360647201538086,0.02432389371097088,0.0410890132188797,0.023696493357419968,0.02732490375638008,0.8870000243186951,0.8859999775886536,0.8870000243186951,0.890999972820282,0.8949999809265137,0.9020000100135803,0.41733279824256897,0.41643935441970825,0.4041227102279663,0.4122619032859802,0.3895026743412018
