,train_acc_1,train_acc_2,train_acc_ensemble,train_loss_1,train_loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.9375,0.90625,0.40625,0.23514202237129211,0.18134388327598572,0.911300003528595,0.9125999808311462,0.9210000038146973,0.2974714934825897,0.28688564896583557
1,0.875,1.0,0.40625,0.3475490212440491,0.08685706555843353,0.9258999824523926,0.9271000027656555,0.9315000176429749,0.24106194078922272,0.23819087445735931
2,0.96875,0.96875,0.71875,0.11836954206228256,0.09364977478981018,0.9329000115394592,0.9361000061035156,0.9390000104904175,0.2162446826696396,0.20646381378173828
3,1.0,1.0,0.53125,0.031206030398607254,0.05314774066209793,0.9384999871253967,0.9401000142097473,0.9420999884605408,0.20126277208328247,0.19826841354370117
4,0.90625,1.0,0.53125,0.22324106097221375,0.02257886715233326,0.9435999989509583,0.9398000240325928,0.9426000118255615,0.18738147616386414,0.19270312786102295
5,1.0,0.9375,0.4375,0.0061362124979496,0.14596867561340332,0.9390000104904175,0.9437000155448914,0.9441999793052673,0.1974562555551529,0.1844436675310135
6,0.96875,1.0,0.5625,0.11640709638595581,0.016996052116155624,0.9435999989509583,0.942799985408783,0.9445000290870667,0.19404199719429016,0.18926788866519928
7,1.0,1.0,0.53125,0.0075921895913779736,0.012764360755681992,0.9449999928474426,0.9433000087738037,0.9467999935150146,0.18700291216373444,0.18377912044525146
8,1.0,1.0,0.46875,0.006913961376994848,0.03604941815137863,0.9490000009536743,0.9478999972343445,0.9495000243186951,0.1786414235830307,0.17935486137866974
9,1.0,1.0,0.53125,0.008668938651680946,0.02395816519856453,0.946399986743927,0.9427000284194946,0.9455000162124634,0.1921710968017578,0.19541630148887634
10,1.0,1.0,0.625,0.005589568521827459,0.003358556190505624,0.948199987411499,0.946399986743927,0.9472000002861023,0.1820349544286728,0.18157312273979187
11,1.0,1.0,0.5625,0.009986918419599533,0.015534544363617897,0.948199987411499,0.9488999843597412,0.9490000009536743,0.18336042761802673,0.17602448165416718
12,1.0,1.0,0.5625,0.0014196280390024185,0.0034954852890223265,0.9473999738693237,0.9483000040054321,0.9502999782562256,0.1870356649160385,0.17867399752140045
13,1.0,1.0,0.5625,0.003181715030223131,0.001256289891898632,0.9483000040054321,0.9491000175476074,0.9488999843597412,0.18589948117733002,0.177310511469841
14,1.0,1.0,0.4375,0.001061656279489398,0.005304377526044846,0.9488999843597412,0.9487000107765198,0.9495000243186951,0.18545863032341003,0.17953833937644958
