,acc_1,acc_2,acc_3,acc_4,acc_5,acc_ensemble,loss_1,loss_2,loss_3,loss_4,loss_5,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5
0,0.9173499941825867,0.918916642665863,0.906416654586792,0.9194499850273132,0.9211166501045227,0.937333345413208,0.10529980063438416,0.2116774469614029,0.2545384466648102,0.18553894758224487,0.3305840492248535,0.9164999723434448,0.9186999797821045,0.9074000120162964,0.9194999933242798,0.9233999848365784,0.9383999705314636,0.27114972472190857,0.25794097781181335,0.29683050513267517,0.26497235894203186,0.2551744282245636
1,0.9333166480064392,0.9387833476066589,0.935783326625824,0.9334499835968018,0.9356333613395691,0.94923335313797,0.5096883177757263,0.4894647002220154,0.08609431982040405,0.11307784914970398,0.537289023399353,0.9308000206947327,0.9384999871253967,0.933899998664856,0.926800012588501,0.9334999918937683,0.9438999891281128,0.21983329951763153,0.19918911159038544,0.21440361440181732,0.23355041444301605,0.21192441880702972
2,0.9405166506767273,0.9392499923706055,0.9392499923706055,0.9365833401679993,0.9383666515350342,0.9502166509628296,0.018514905124902725,0.19270697236061096,0.16895905137062073,0.07426539063453674,0.019916024059057236,0.9381999969482422,0.9305999875068665,0.9398000240325928,0.9352999925613403,0.9337000250816345,0.948199987411499,0.1974952667951584,0.21715961396694183,0.20385900139808655,0.21166589856147766,0.20742939412593842
3,0.9434999823570251,0.944683313369751,0.9429000020027161,0.9454500079154968,0.9457833170890808,0.9538333415985107,0.049534764140844345,0.020147692412137985,0.13994301855564117,0.06038317084312439,0.01608950085937977,0.9413999915122986,0.9390000104904175,0.9419999718666077,0.9434999823570251,0.9458000063896179,0.9526000022888184,0.19147388637065887,0.19658738374710083,0.19698120653629303,0.18582351505756378,0.1841069608926773
4,0.9486666917800903,0.9471499919891357,0.9477999806404114,0.9469666481018066,0.9488666653633118,0.9551500082015991,0.031328391283750534,0.01652396470308304,0.3493969440460205,0.03723714128136635,0.00851838756352663,0.9459999799728394,0.9440000057220459,0.9429000020027161,0.9460999965667725,0.9462000131607056,0.9521999955177307,0.17315371334552765,0.17831231653690338,0.18269245326519012,0.1706772744655609,0.17529037594795227
5,0.9514166712760925,0.9513333439826965,0.9531333446502686,0.9523833394050598,0.9498500227928162,0.9575166702270508,0.31186723709106445,0.0679938867688179,0.2787688970565796,0.008104892447590828,0.01941603608429432,0.9473000168800354,0.948199987411499,0.947700023651123,0.9506999850273132,0.9466999769210815,0.9534000158309937,0.16771098971366882,0.17242369055747986,0.16981972754001617,0.16481554508209229,0.17955099046230316
6,0.9530666470527649,0.9545999765396118,0.9486333131790161,0.953416645526886,0.95169997215271,0.9579166769981384,0.009335068985819817,0.0045608095824718475,0.005994056351482868,0.0014329757541418076,0.005209106020629406,0.9508000016212463,0.9506000280380249,0.9444000124931335,0.949400007724762,0.9483000040054321,0.9550999999046326,0.16498373448848724,0.16945922374725342,0.18888236582279205,0.16427941620349884,0.175954669713974
7,0.9537666440010071,0.9540833234786987,0.9519166946411133,0.952833354473114,0.951116681098938,0.9583166837692261,0.005641720723360777,0.006402249913662672,0.017763834446668625,0.006389566697180271,0.007004402577877045,0.9470000267028809,0.9477999806404114,0.9484000205993652,0.9483000040054321,0.947700023651123,0.9535999894142151,0.17502672970294952,0.1758051961660385,0.18344080448150635,0.1768735647201538,0.1812746524810791
8,0.9537833333015442,0.9546666741371155,0.9563166499137878,0.9531166553497314,0.9550333619117737,0.9590166807174683,0.0018655543681234121,0.02794763259589672,0.003071943763643503,0.006888130214065313,0.0013203882845118642,0.949400007724762,0.9495999813079834,0.9519000053405762,0.9502999782562256,0.9520000219345093,0.9545999765396118,0.17287901043891907,0.16820134222507477,0.16516844928264618,0.17358234524726868,0.16563181579113007
9,0.9566333293914795,0.956166684627533,0.9564833045005798,0.9546833038330078,0.9556166529655457,0.9591000080108643,0.0013347495114430785,0.001682461705058813,0.0024519916623830795,0.0019671062473207712,0.1791864037513733,0.953000009059906,0.951200008392334,0.9532999992370605,0.9520000219345093,0.9503999948501587,0.9546999931335449,0.16642510890960693,0.16594302654266357,0.1649320125579834,0.17495031654834747,0.17035168409347534
10,0.9550166726112366,0.9546499848365784,0.9568666815757751,0.9538833498954773,0.9430333375930786,0.9579166769981384,0.0026986419688910246,0.0020031144376844168,0.0012414350640028715,0.006901368033140898,0.0018585661891847849,0.9527000188827515,0.9502999782562256,0.954800009727478,0.9513000249862671,0.9409999847412109,0.954800009727478,0.16544847190380096,0.17000946402549744,0.1604854315519333,0.1723724603652954,0.21034538745880127
11,0.9573500156402588,0.9555166959762573,0.9580666422843933,0.9560499787330627,0.9525166749954224,0.9593166708946228,0.0009941982571035624,0.0018736054189503193,0.0005300211487337947,0.19598603248596191,0.0044804830104112625,0.9538999795913696,0.9510999917984009,0.9550999999046326,0.9513999819755554,0.9452000260353088,0.9556000232696533,0.16562578082084656,0.17124111950397491,0.16002079844474792,0.17496934533119202,0.19101709127426147
12,0.9580333232879639,0.9569833278656006,0.9593333601951599,0.9576333165168762,0.9554499983787537,0.9604499936103821,0.0013886264059692621,0.001185990171507001,0.008531522937119007,0.0011097516398876905,0.0010752560338005424,0.955299973487854,0.953000009059906,0.9557999968528748,0.954200029373169,0.9492999911308289,0.9556999802589417,0.15913857519626617,0.16362637281417847,0.15634101629257202,0.1707213819026947,0.1803796887397766
13,0.9571166634559631,0.9568166732788086,0.9518666863441467,0.9553999900817871,0.9552500247955322,0.9588500261306763,0.001217189710587263,0.0011988795595243573,0.006785671226680279,0.00306908693164587,0.0030286810360848904,0.9538999795913696,0.9534000158309937,0.9484000205993652,0.9521999955177307,0.9498999714851379,0.9559000134468079,0.16440889239311218,0.16629719734191895,0.18387749791145325,0.17630115151405334,0.18034838140010834
14,0.9571999907493591,0.9577833414077759,0.9575666785240173,0.956516683101654,0.9570500254631042,0.960016667842865,0.21458812057971954,0.0020521609112620354,0.0023771002888679504,0.0012957393191754818,0.01827327162027359,0.9532999992370605,0.9544000029563904,0.9535999894142151,0.9527000188827515,0.9502000212669373,0.9549999833106995,0.16566385328769684,0.16671878099441528,0.16775669157505035,0.17345035076141357,0.1746172159910202
