,acc_ensemble,acc_1,acc_2,acc_3,acc_4,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,loss_1,loss_2,loss_3,loss_4,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.9517333507537842,0.9429000020027161,0.9434166550636292,0.9414833188056946,0.9384999871253967,0.9506000280380249,0.942300021648407,0.9434999823570251,0.9390000104904175,0.9376000165939331,0.25390923023223877,0.2510968744754791,0.2720177471637726,0.15128476917743683,0.1974504441022873,0.20000684261322021,0.2003438025712967,0.2043701857328415
1,0.9657666683197021,0.9565833210945129,0.9562666416168213,0.9549499750137329,0.9554166793823242,0.9628000259399414,0.9514999985694885,0.9553999900817871,0.9509999752044678,0.9510999917984009,0.12307384610176086,0.16231968998908997,0.10628905892372131,0.19702784717082977,0.15904772281646729,0.15046201646327972,0.16473735868930817,0.15790480375289917
2,0.9724666476249695,0.965416669845581,0.9642166495323181,0.9663333296775818,0.9659666419029236,0.967199981212616,0.9581999778747559,0.9602000117301941,0.9625999927520752,0.9609000086784363,0.04800782725214958,0.03994494676589966,0.07002012431621552,0.13172458112239838,0.13473735749721527,0.13160285353660583,0.12682829797267914,0.12997417151927948
3,0.977400004863739,0.9705666899681091,0.9705833196640015,0.97079998254776,0.9710333347320557,0.97079998254776,0.9629999995231628,0.9650999903678894,0.9646000266075134,0.9649999737739563,0.10321507602930069,0.061415720731019974,0.14416258037090302,0.08860543370246887,0.12091635912656784,0.11623290926218033,0.1201733872294426,0.11540669947862625
4,0.9802333116531372,0.9741166830062866,0.9737499952316284,0.9729499816894531,0.9753333330154419,0.9735000133514404,0.9678000211715698,0.9677000045776367,0.9650999903678894,0.968999981880188,0.051814645528793335,0.031321581453084946,0.12297865003347397,0.024496443569660187,0.11734924465417862,0.10967405140399933,0.11200463771820068,0.09872301667928696
5,0.9830666780471802,0.9778000116348267,0.9760333299636841,0.9790499806404114,0.9768000245094299,0.974399983882904,0.9692999720573425,0.9688000082969666,0.9686999917030334,0.9696000218391418,0.05021831765770912,0.02914140559732914,0.031186401844024658,0.05392586067318916,0.1005205512046814,0.10560623556375504,0.10183779895305634,0.09894920140504837
6,0.9844666719436646,0.978866696357727,0.9778833389282227,0.9793166518211365,0.977733314037323,0.9760000109672546,0.9706000089645386,0.9703999757766724,0.972100019454956,0.9700000286102295,0.029263190925121307,0.045146599411964417,0.12816064059734344,0.012261037714779377,0.0976543202996254,0.10031574219465256,0.09444638341665268,0.09553137421607971
7,0.986549973487854,0.9802833199501038,0.9816666841506958,0.9816333055496216,0.9814500212669373,0.9768000245094299,0.9718000292778015,0.9728000164031982,0.9728000164031982,0.9718999862670898,0.028992176055908203,0.07270310074090958,0.02226167358458042,0.017018668353557587,0.0949430912733078,0.09401772171258926,0.0932769626379013,0.09071411937475204
8,0.987933337688446,0.9825500249862671,0.9832166433334351,0.9810166954994202,0.9827166795730591,0.9797999858856201,0.9733999967575073,0.9746999740600586,0.9710000157356262,0.9750000238418579,0.041179727762937546,0.014317110180854797,0.11337467283010483,0.047976523637771606,0.08832430839538574,0.08749867230653763,0.09396561235189438,0.08433961868286133
9,0.9882000088691711,0.9835500121116638,0.9842000007629395,0.9830333590507507,0.9816499948501587,0.9775999784469604,0.9728999733924866,0.9739000201225281,0.9722999930381775,0.9731000065803528,0.03900105133652687,0.08257763832807541,0.009286907501518726,0.027008578181266785,0.09113321453332901,0.08900266140699387,0.09023652225732803,0.08755536377429962
