,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,loss_1,loss_2,loss_3,loss_4,loss_5,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5
0,1.0,0.9950000047683716,1.0,1.0,0.9950000047683716,1.0,0.906000018119812,0.878600001335144,0.8873000144958496,0.88919997215271,0.8852999806404114,0.8889999985694885,0.004801762290298939,0.002326108980923891,0.0035980823449790478,0.0012465280015021563,0.0104215694591403,0.46345460414886475,0.42033544182777405,0.407274454832077,0.4267146587371826,0.41374433040618896
1,1.0,1.0,1.0,1.0,1.0,1.0,0.9086999893188477,0.8952999711036682,0.8977000117301941,0.8956999778747559,0.8971999883651733,0.8985999822616577,0.00032327219378203154,0.0013536745682358742,0.0006698657525703311,0.00035897467751055956,0.0002878638624679297,0.42207881808280945,0.39513131976127625,0.39003506302833557,0.3948083519935608,0.39848726987838745
2,1.0,1.0,1.0,1.0,1.0,1.0,0.9090999960899353,0.8978000283241272,0.8982999920845032,0.8996999859809875,0.8995000123977661,0.8978000283241272,0.00030612267437390983,0.0007508299895562232,0.0004147639265283942,0.0003647669800557196,0.00046254313201643527,0.4207436442375183,0.3977855443954468,0.3877100646495819,0.38913050293922424,0.40084853768348694
3,1.0,1.0,1.0,1.0,1.0,1.0,0.9083999991416931,0.8980000019073486,0.8992999792098999,0.900600016117096,0.9009000062942505,0.8982999920845032,0.0007554487092420459,0.0002240742469439283,0.00043126981472596526,0.0002045536821242422,0.0003319176030345261,0.42181092500686646,0.4029703736305237,0.38887664675712585,0.3908628821372986,0.404491126537323
4,1.0,1.0,1.0,1.0,1.0,1.0,0.9088000059127808,0.8999999761581421,0.8995000123977661,0.9009000062942505,0.9025999903678894,0.8992000222206116,0.0002862524415832013,0.00021060944709461182,0.00022419328161049634,0.00021107163047417998,0.00038971283356659114,0.42204394936561584,0.4044438600540161,0.3921058475971222,0.3925773799419403,0.40583184361457825
5,1.0,1.0,1.0,1.0,1.0,1.0,0.9089000225067139,0.9004999995231628,0.9002000093460083,0.9017000198364258,0.9034000039100647,0.8996999859809875,0.00012171047274023294,0.00021608773386105895,0.00014692106924485415,0.0002444632409606129,0.00011699028254952282,0.4237876534461975,0.40643763542175293,0.39478403329849243,0.3954053819179535,0.4076915681362152
6,1.0,1.0,1.0,1.0,1.0,1.0,0.9086999893188477,0.9010000228881836,0.9003999829292297,0.9023000001907349,0.9039999842643738,0.899399995803833,0.00016290390340145677,0.00017892630421556532,0.00012543477350845933,0.00022352990345098078,0.0002369294670643285,0.42486074566841125,0.4082804024219513,0.396791934967041,0.3971790075302124,0.40993553400039673
7,1.0,1.0,1.0,1.0,1.0,1.0,0.9089000225067139,0.901199996471405,0.900600016117096,0.9023000001907349,0.904699981212616,0.8996999859809875,0.00014520788681693375,0.00012202611833345145,0.00011535252269823104,0.00011347853433107957,0.00011363554949639365,0.42620396614074707,0.4105831980705261,0.39882105588912964,0.3982822299003601,0.4113735258579254
8,1.0,1.0,1.0,1.0,1.0,1.0,0.9092000126838684,0.9010999798774719,0.9003999829292297,0.9031000137329102,0.9042999744415283,0.899399995803833,0.0003239053185097873,0.00012873491505160928,9.254555334337056e-05,0.00024387860321439803,0.00010280545393470675,0.4285242557525635,0.413066029548645,0.40067464113235474,0.3998812139034271,0.41371795535087585
9,1.0,1.0,1.0,1.0,1.0,1.0,0.9093999862670898,0.901199996471405,0.9003999829292297,0.9032999873161316,0.9039000272750854,0.9002000093460083,4.767358041135594e-05,8.968374459072948e-05,0.00013442359340842813,8.501925913151354e-05,0.00021896074758842587,0.42970263957977295,0.41442275047302246,0.4023728370666504,0.4013170301914215,0.4145335853099823
