,acc_1,acc_2,acc_3,acc_ensemble,loss_1,loss_2,loss_3
29,0.7750000000000001,0.745,0.76,0.825,137.15744018554688,33.31023406982422,22.14818000793457
30,0.7525,0.7775000000000001,0.7575000000000001,0.8300000000000001,56.86601257324219,32.30742645263672,96.28216552734375
31,0.7549999999999999,0.7525,0.7649999999999999,0.825,35.155330657958984,13.871026039123535,94.88392639160156
32,0.7675,0.7525,0.745,0.8175000000000001,40.17731857299805,25.251419067382812,15.004928588867188
33,0.7725,0.7374999999999999,0.7575000000000001,0.8150000000000001,117.52951049804688,45.045928955078125,36.591041564941406
34,0.7675,0.7550000000000001,0.7700000000000001,0.8324999999999999,83.46281433105469,74.79679107666016,79.16156768798828
35,0.7775000000000001,0.7525,0.7975,0.8375,24.138744354248047,30.51292610168457,60.08232879638672
36,0.7625,0.7800000000000001,0.7725,0.8324999999999999,19.569232940673828,15.131598472595215,66.90153503417969
37,0.77,0.7474999999999999,0.7675000000000001,0.8450000000000001,31.953556060791016,33.930606842041016,33.44673156738281
38,0.7825,0.7725,0.785,0.8375,39.179290771484375,6.273961544036865,52.509300231933594
39,0.7799999999999999,0.7825,0.7825,0.8300000000000001,53.42215347290039,24.518226623535156,43.855560302734375
40,0.78,0.8149999999999998,0.8125,0.8574999999999999,21.21889877319336,63.570030212402344,6.219891548156738
41,0.7749999999999999,0.8149999999999998,0.8300000000000001,0.8574999999999999,18.883846282958984,53.51833724975586,27.192401885986328
42,0.8049999999999999,0.7975000000000001,0.8125,0.8575000000000002,1.976872444152832,22.74127769470215,29.923519134521484
43,0.8150000000000001,0.805,0.8525,0.8549999999999999,2.1030306816101074,20.8095760345459,11.171725273132324
44,0.8074999999999999,0.8075000000000001,0.8425,0.875,17.222951889038086,5.458326816558838,19.87299346923828
45,0.8174999999999999,0.7925,0.8474999999999999,0.8625,24.154909133911133,9.156932830810547,11.824323654174805
46,0.805,0.805,0.8299999999999998,0.8525,24.131799697875977,37.985633850097656,18.530563354492188
47,0.82,0.8125,0.8450000000000001,0.8575000000000002,5.564583778381348,9.992339134216309,2.246720314025879
48,0.7975000000000001,0.8075000000000001,0.8549999999999999,0.8525,6.8239898681640625,21.01136589050293,6.551413059234619
49,0.805,0.8150000000000001,0.8450000000000001,0.8650000000000002,3.555851936340332,12.754297256469727,11.436832427978516
50,0.8099999999999999,0.7999999999999999,0.845,0.8600000000000001,3.0716793537139893,1.659801959991455,0.5115118026733398
51,0.8125,0.8,0.8475000000000001,0.8600000000000001,6.562540531158447,3.953798770904541,21.923446655273438
52,0.805,0.805,0.85,0.865,16.104684829711914,24.396320343017578,25.269329071044922
53,0.8074999999999999,0.805,0.8474999999999999,0.8600000000000001,17.437768936157227,12.079978942871094,21.762584686279297
54,0.805,0.805,0.85,0.865,32.15388488769531,8.357280731201172,3.178450584411621
55,0.805,0.8099999999999999,0.8474999999999999,0.865,7.618130207061768,7.136455059051514,18.082622528076172
56,0.805,0.8025,0.85,0.8625,14.795074462890625,7.744063377380371,8.769152641296387
57,0.805,0.805,0.8525,0.8625,10.45508098602295,0.5133018493652344,5.341813564300537
58,0.805,0.8074999999999999,0.8525,0.865,11.17281436920166,20.024198532104492,3.448704719543457
59,0.805,0.8074999999999999,0.8525,0.865,12.979043960571289,4.968544006347656,11.923147201538086
