epoch,train_acc,train_loss,val_acc,val_loss
0,0.875,0.8459685444831848,0.8899999856948853,0.7668060064315796
1,0.90625,0.5898209810256958,0.9143000245094299,0.6180381178855896
2,0.875,0.6609513759613037,0.9218000173568726,0.5377751588821411
3,0.9375,0.4215400218963623,0.9293000102043152,0.48475897312164307
4,0.78125,0.7205448150634766,0.9312000274658203,0.44307056069374084
5,0.9375,0.4652653634548187,0.9361000061035156,0.3976513147354126
6,0.90625,0.43150296807289124,0.9373000264167786,0.3701871633529663
7,0.96875,0.26278558373451233,0.9391999840736389,0.3529677391052246
8,0.9375,0.29423952102661133,0.9394999742507935,0.3306061625480652
9,0.96875,0.31778934597969055,0.9435999989509583,0.3138676583766937
10,0.96875,0.27404046058654785,0.9424999952316284,0.2948648929595947
11,0.96875,0.302731454372406,0.9434000253677368,0.2838578224182129
12,0.875,0.47882765531539917,0.9473000168800354,0.27194976806640625
13,0.96875,0.25075286626815796,0.9470999836921692,0.259685754776001
14,1.0,0.10868429392576218,0.945900022983551,0.25094690918922424
15,1.0,0.1563069075345993,0.9476000070571899,0.24316219985485077
16,1.0,0.11882492154836655,0.9472000002861023,0.24231413006782532
17,1.0,0.08170071244239807,0.946399986743927,0.2290087640285492
18,1.0,0.08666789531707764,0.9462000131607056,0.23172827064990997
19,0.96875,0.13534784317016602,0.947700023651123,0.21967719495296478
20,1.0,0.07856016606092453,0.9498000144958496,0.21346928179264069
21,1.0,0.09048536419868469,0.9474999904632568,0.2160104215145111
22,0.9375,0.1764926314353943,0.9463000297546387,0.20730651915073395
23,0.96875,0.11198370903730392,0.9509000182151794,0.2024202197790146
24,0.9375,0.2182103991508484,0.9488000273704529,0.20466873049736023
25,1.0,0.07026071846485138,0.9491000175476074,0.19854362308979034
26,1.0,0.052833348512649536,0.9455999732017517,0.20700807869434357
27,1.0,0.04029659181833267,0.948199987411499,0.1954566091299057
28,1.0,0.04228712618350983,0.9455000162124634,0.20747646689414978
29,1.0,0.04444502666592598,0.9495000243186951,0.19113127887248993
