epoch,train_acc,train_loss,val_acc,val_loss
0,0.78125,0.9476807117462158,0.7910000085830688,0.9019394516944885
1,0.875,0.5624759197235107,0.9027000069618225,0.5004756450653076
2,0.9375,0.31705987453460693,0.923799991607666,0.35112911462783813
3,0.9375,0.1818867325782776,0.9340000152587891,0.27628564834594727
4,0.90625,0.33286619186401367,0.9381999969482422,0.23861637711524963
5,0.96875,0.1217348650097847,0.9334999918937683,0.24913598597049713
6,0.9375,0.283851683139801,0.9160000085830688,0.2908569276332855
7,0.90625,0.20936623215675354,0.9490000009536743,0.18260502815246582
8,1.0,0.047637347131967545,0.9550999999046326,0.1617213636636734
9,0.90625,0.3551594614982605,0.9495000243186951,0.17394611239433289
10,0.96875,0.17697952687740326,0.9527000188827515,0.16017301380634308
11,1.0,0.06525245308876038,0.9606000185012817,0.13210941851139069
12,0.96875,0.12765824794769287,0.9562000036239624,0.1450490802526474
13,0.96875,0.0636490136384964,0.9581999778747559,0.13869993388652802
14,0.9375,0.24766413867473602,0.9521999955177307,0.1533222198486328
15,0.9375,0.25545060634613037,0.9539999961853027,0.1521822214126587
16,0.96875,0.060341667383909225,0.9546999931335449,0.1479862481355667
17,0.96875,0.10854949802160263,0.9603999853134155,0.1281663030385971
18,0.875,0.27270618081092834,0.9643999934196472,0.11694469302892685
19,1.0,0.020644057542085648,0.9559000134468079,0.13854101300239563
20,1.0,0.030583132058382034,0.957099974155426,0.1355682909488678
21,0.96875,0.08422057330608368,0.9560999870300293,0.1420786827802658
22,1.0,0.03656858205795288,0.9682000279426575,0.10582985728979111
23,0.9375,0.1308969110250473,0.9606000185012817,0.13330022990703583
24,1.0,0.015371802262961864,0.9631999731063843,0.1199205219745636
25,1.0,0.051635369658470154,0.9567000269889832,0.13677328824996948
26,1.0,0.03572141006588936,0.965499997138977,0.10969285666942596
27,1.0,0.025419827550649643,0.9652000069618225,0.11299943923950195
28,0.96875,0.0866648256778717,0.9617000222206116,0.1212642565369606
29,0.96875,0.14412921667099,0.9621000289916992,0.12090953439474106
