,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_loss
0,0.84375,0.8125,0.7144817113876343,0.7100685834884644,0.863099992275238,0.8030676245689392
1,0.84375,0.84375,0.5304760932922363,0.44551339745521545,0.9225999712944031,0.44443196058273315
2,0.875,0.875,0.45188307762145996,0.5840388536453247,0.9429000020027161,0.30277925729751587
3,0.96875,0.90625,0.2919304370880127,0.2998471260070801,0.9477999806404114,0.2511596083641052
4,0.84375,0.9375,0.585209846496582,0.24864190816879272,0.9569000005722046,0.2052573710680008
5,0.875,1.0,0.2969333827495575,0.10279430449008942,0.9592000246047974,0.18580074608325958
6,1.0,0.96875,0.040289878845214844,0.14149782061576843,0.9629999995231628,0.1670343279838562
7,1.0,0.96875,0.03631354868412018,0.10256688296794891,0.96670001745224,0.1620599925518036
8,0.9375,0.9375,0.16615846753120422,0.18310900032520294,0.9656999707221985,0.1544475555419922
9,1.0,0.96875,0.011310157366096973,0.059081487357616425,0.9667999744415283,0.15355706214904785
10,0.9375,1.0,0.3023972809314728,0.07741427421569824,0.9656000137329102,0.14495670795440674
11,1.0,1.0,0.02968718856573105,0.043871067464351654,0.9700000286102295,0.1307659149169922
12,0.9375,1.0,0.22344908118247986,0.04386832192540169,0.9692000150680542,0.14192607998847961
13,0.9375,1.0,0.2193906307220459,0.02158832550048828,0.97079998254776,0.13649094104766846
14,0.96875,1.0,0.1474158614873886,0.041957154870033264,0.9689000248908997,0.13271701335906982
15,0.9375,0.875,0.2860714793205261,0.2775251567363739,0.9697999954223633,0.13466888666152954
16,0.96875,1.0,0.07582570612430573,0.05091201886534691,0.9735000133514404,0.12191055715084076
17,1.0,0.96875,0.03324303403496742,0.08735477924346924,0.9695000052452087,0.13543745875358582
18,0.96875,0.90625,0.06693878769874573,0.22854317724704742,0.9739999771118164,0.11549456417560577
19,0.9375,0.90625,0.1042875349521637,0.2251596450805664,0.9736999869346619,0.12131530046463013
20,0.96875,0.9375,0.10808790475130081,0.21317066252231598,0.972100019454956,0.1267067939043045
21,0.96875,1.0,0.06083294749259949,0.061583973467350006,0.9735999703407288,0.11718443036079407
22,0.96875,1.0,0.16624291241168976,0.04567854478955269,0.9731000065803528,0.11529083549976349
23,1.0,1.0,0.0437220074236393,0.00970529019832611,0.9753000140190125,0.1086403951048851
24,0.96875,0.9375,0.08194824308156967,0.13089099526405334,0.9739999771118164,0.1200963705778122
25,1.0,1.0,0.0289453212171793,0.017698299139738083,0.9722999930381775,0.12412650138139725
26,1.0,1.0,0.006734526716172695,0.01963009126484394,0.9786999821662903,0.10562530159950256
27,1.0,1.0,0.061578549444675446,0.010004641488194466,0.9739000201225281,0.12742695212364197
28,1.0,1.0,0.028502877801656723,0.028342731297016144,0.9746999740600586,0.12168745696544647
29,0.9375,1.0,0.11099840700626373,0.04906601086258888,0.9779000282287598,0.10428458452224731
