,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_loss
0,0.84375,0.65625,0.9914887547492981,1.0090460777282715,0.8640000224113464,0.8514858484268188
1,0.84375,0.875,0.5293827652931213,0.4981279969215393,0.9214000105857849,0.43223482370376587
2,0.875,0.8125,0.325664222240448,0.46913737058639526,0.9332000017166138,0.32407471537590027
3,0.90625,0.96875,0.45680803060531616,0.1550154685974121,0.9472000002861023,0.24714027345180511
4,0.9375,0.875,0.1675809919834137,0.22710508108139038,0.95169997215271,0.22171887755393982
5,0.90625,0.9375,0.29924526810646057,0.17876946926116943,0.9520000219345093,0.20644241571426392
6,0.90625,0.9375,0.29086947441101074,0.26763635873794556,0.9610000252723694,0.1815815269947052
7,0.96875,0.96875,0.11788997054100037,0.11344033479690552,0.9587000012397766,0.18015429377555847
8,0.84375,0.90625,0.43808668851852417,0.3244621157646179,0.9667999744415283,0.15531253814697266
9,0.96875,1.0,0.24653923511505127,0.037684109061956406,0.963100016117096,0.15712569653987885
10,0.875,0.9375,0.1983690708875656,0.09596718847751617,0.9645000100135803,0.14510518312454224
11,0.96875,0.96875,0.12438780069351196,0.09364328533411026,0.96670001745224,0.13988938927650452
12,0.96875,0.9375,0.06376250833272934,0.21272686123847961,0.9642000198364258,0.14949417114257812
13,0.9375,0.96875,0.18697978556156158,0.0820162370800972,0.9664000272750854,0.1503441035747528
14,0.96875,0.96875,0.1378633677959442,0.07742485404014587,0.9682999849319458,0.13845503330230713
15,0.9375,0.9375,0.11082704365253448,0.19074591994285583,0.9682999849319458,0.13233615458011627
16,1.0,0.96875,0.060172710567712784,0.11711855232715607,0.9688000082969666,0.13754957914352417
17,1.0,0.96875,0.1024792343378067,0.30258962512016296,0.9710000157356262,0.12806236743927002
18,1.0,0.90625,0.030112475156784058,0.3208090662956238,0.9728999733924866,0.11339887976646423
19,1.0,0.96875,0.03370414674282074,0.1675366908311844,0.9726999998092651,0.11902975291013718
20,0.96875,1.0,0.0824345126748085,0.06667792052030563,0.9686999917030334,0.1288602501153946
21,1.0,0.96875,0.004321150481700897,0.15969888865947723,0.9729999899864197,0.1177690178155899
22,0.90625,0.96875,0.3367862105369568,0.05675968527793884,0.974399983882904,0.11490022391080856
23,1.0,1.0,0.02386082336306572,0.025084588676691055,0.9696000218391418,0.1310831606388092
24,1.0,0.96875,0.04434613138437271,0.10675592720508575,0.9724000096321106,0.1218985766172409
25,1.0,1.0,0.03446640819311142,0.00849136896431446,0.9750000238418579,0.11494560539722443
26,0.875,0.96875,0.267706036567688,0.08153416961431503,0.9700999855995178,0.13447025418281555
27,0.9375,1.0,0.1591307818889618,0.0035662150476127863,0.972000002861023,0.12319722026586533
28,1.0,0.96875,0.007578710559755564,0.06674171984195709,0.9750999808311462,0.11976762115955353
29,0.96875,0.9375,0.06913099437952042,0.5901979804039001,0.9725000262260437,0.12135614454746246
