epoch,train_acc,train_loss,val_acc,val_loss
0,0.84375,0.7964559197425842,0.8489999771118164,0.8193694353103638
1,0.71875,0.8598524332046509,0.9128000140190125,0.4610477089881897
2,0.90625,0.5144528150558472,0.9225999712944031,0.3415478467941284
3,0.875,0.42726993560791016,0.9333999752998352,0.2803751826286316
4,0.9375,0.24853740632534027,0.9405999779701233,0.23539339005947113
5,0.96875,0.13437166810035706,0.9498999714851379,0.19479113817214966
6,0.96875,0.12598133087158203,0.9549999833106995,0.17970718443393707
7,0.96875,0.11492417752742767,0.9573000073432922,0.16561812162399292
8,0.9375,0.15469613671302795,0.9607999920845032,0.14159388840198517
9,0.96875,0.08723150938749313,0.9526000022888184,0.1597704142332077
10,0.96875,0.10633531957864761,0.9621000289916992,0.1318758726119995
11,0.9375,0.1694457083940506,0.961899995803833,0.13444745540618896
12,0.9375,0.224488765001297,0.9623000025749207,0.13446645438671112
13,1.0,0.03882874175906181,0.9607999920845032,0.13260316848754883
14,1.0,0.029287029057741165,0.9635000228881836,0.1199316754937172
15,0.875,0.4755648374557495,0.9581000208854675,0.12969641387462616
16,0.96875,0.25057917833328247,0.9649999737739563,0.12173812091350555
17,0.96875,0.17775282263755798,0.9702000021934509,0.09715846925973892
18,0.90625,0.22679193317890167,0.9664999842643738,0.10498146712779999
19,0.96875,0.0658065676689148,0.9656999707221985,0.1098921149969101
20,0.96875,0.09127147495746613,0.965499997138977,0.10640045255422592
21,0.96875,0.09778843820095062,0.9613999724388123,0.11979065835475922
22,1.0,0.018027495592832565,0.9682000279426575,0.10121021419763565
23,0.96875,0.16885526478290558,0.9660999774932861,0.10650957375764847
24,0.96875,0.11468202620744705,0.964900016784668,0.1086290031671524
25,0.96875,0.1594071239233017,0.9707000255584717,0.09235373884439468
26,0.9375,0.13669542968273163,0.9715999960899353,0.09746924787759781
27,1.0,0.010366120375692844,0.9668999910354614,0.10050409287214279
28,1.0,0.056221917271614075,0.9675999879837036,0.09837077558040619
29,0.96875,0.05925392359495163,0.9706000089645386,0.09558708965778351
