,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_loss
0,0.875,0.9375,0.8134164214134216,0.6240513324737549,0.9050999879837036,0.7032017111778259
1,0.9375,0.8125,0.3310242295265198,0.5594136118888855,0.9463000297546387,0.3895062208175659
2,0.9375,0.90625,0.30393821001052856,0.2756419777870178,0.9491000175476074,0.28055593371391296
3,0.96875,0.9375,0.147915780544281,0.24750149250030518,0.9535999894142151,0.23744064569473267
4,0.9375,1.0,0.19107624888420105,0.06734614819288254,0.9614999890327454,0.20143385231494904
5,0.96875,0.9375,0.1583823263645172,0.1128215342760086,0.9628999829292297,0.18394532799720764
6,0.96875,0.9375,0.107978954911232,0.14480511844158173,0.9657999873161316,0.16468602418899536
7,0.875,0.96875,0.32991716265678406,0.15851272642612457,0.9670000076293945,0.1573537290096283
8,0.9375,0.9375,0.156440868973732,0.2089548259973526,0.972599983215332,0.14058277010917664
9,0.9375,0.9375,0.09526434540748596,0.10881653428077698,0.964900016784668,0.15584728121757507
10,0.90625,1.0,0.21215716004371643,0.05574563890695572,0.9704999923706055,0.12887099385261536
11,0.96875,1.0,0.15087449550628662,0.05860801413655281,0.9731000065803528,0.13056886196136475
12,1.0,1.0,0.07738500833511353,0.027693696320056915,0.9747999906539917,0.12380379438400269
13,1.0,1.0,0.02137666568160057,0.0750519409775734,0.9764999747276306,0.1219051331281662
14,1.0,0.9375,0.03765701875090599,0.14766761660575867,0.9736999869346619,0.12082242965698242
15,0.9375,0.9375,0.40624719858169556,0.1344110369682312,0.9745000004768372,0.11262910068035126
16,1.0,1.0,0.0516657792031765,0.020579613745212555,0.9764000177383423,0.11557859182357788
17,0.96875,0.96875,0.09990562498569489,0.1016983613371849,0.975600004196167,0.11628061532974243
18,1.0,0.84375,0.007824704982340336,0.5105363130569458,0.9743000268936157,0.11756549030542374
19,1.0,0.96875,0.0349137969315052,0.12224125862121582,0.975600004196167,0.11314776539802551
20,0.96875,1.0,0.057965971529483795,0.03145507350564003,0.9757999777793884,0.11601193994283676
21,1.0,0.9375,0.02818901464343071,0.2109159380197525,0.9778000116348267,0.10107967257499695
22,1.0,0.96875,0.03582223877310753,0.0575093999505043,0.9718000292778015,0.1306971311569214
23,1.0,0.96875,0.020489607006311417,0.1312209516763687,0.9742000102996826,0.10557356476783752
24,1.0,1.0,0.039796195924282074,0.006886164657771587,0.9793000221252441,0.10447917878627777
25,0.96875,1.0,0.0367913618683815,0.028770824894309044,0.9761999845504761,0.11363885551691055
26,1.0,0.96875,0.005195503123104572,0.07305723428726196,0.9772999882698059,0.10547488927841187
27,1.0,0.96875,0.03465314209461212,0.032236892729997635,0.9760000109672546,0.11562784016132355
28,1.0,1.0,0.043244000524282455,0.023377640172839165,0.9764000177383423,0.11377522349357605
29,0.9375,0.9375,0.09150032699108124,0.1683199256658554,0.9714999794960022,0.13815325498580933
