,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_acc_1,val_acc_2,val_loss_1,val_loss_2
0,0.90625,0.84375,0.5980548858642578,0.6905927658081055,0.92330002784729,0.8877000212669373,0.8853999972343445,0.6623196601867676,0.6536096930503845
1,0.875,0.875,0.3329700231552124,0.44725918769836426,0.9532999992370605,0.9340000152587891,0.9348999857902527,0.334393709897995,0.330618679523468
2,0.90625,0.96875,0.3462357223033905,0.1854790449142456,0.9639000296592712,0.9463000297546387,0.9501000046730042,0.22796010971069336,0.22304247319698334
3,0.96875,0.9375,0.13151225447654724,0.22722044587135315,0.9667999744415283,0.9587000012397766,0.95660001039505,0.17811386287212372,0.17980676889419556
4,0.96875,0.9375,0.2393607497215271,0.216919407248497,0.9706000089645386,0.9556000232696533,0.9624000191688538,0.1703912913799286,0.14901408553123474
5,0.9375,0.90625,0.23694002628326416,0.2539146840572357,0.9715999960899353,0.9603999853134155,0.9650999903678894,0.1444220095872879,0.13337697088718414
6,0.9375,0.96875,0.30456310510635376,0.09444890916347504,0.974399983882904,0.9625999927520752,0.9660000205039978,0.13374485075473785,0.12068600952625275
7,1.0,0.96875,0.03272537887096405,0.09460759162902832,0.974399983882904,0.9702000021934509,0.9672999978065491,0.1071363314986229,0.11352085322141647
8,0.96875,1.0,0.10213477164506912,0.04148802161216736,0.9761000275611877,0.9664999842643738,0.9718999862670898,0.11697125434875488,0.0926208421587944
9,0.96875,0.96875,0.07565028220415115,0.06819666922092438,0.9769999980926514,0.970300018787384,0.9718000292778015,0.09957800805568695,0.09347639977931976
10,0.9375,0.9375,0.19686003029346466,0.08688072860240936,0.9764999747276306,0.9678000211715698,0.9706000089645386,0.10564181953668594,0.09336121380329132
11,1.0,0.96875,0.08987969905138016,0.1147897019982338,0.977400004863739,0.9721999764442444,0.9679999947547913,0.09463212639093399,0.0993243008852005
12,0.96875,0.9375,0.11979950219392776,0.22598370909690857,0.9781000018119812,0.9718999862670898,0.9659000039100647,0.09235905855894089,0.11150092631578445
13,1.0,0.96875,0.015521792694926262,0.10381025075912476,0.9790999889373779,0.9745000004768372,0.9708999991416931,0.08691291511058807,0.08924061059951782
14,1.0,1.0,0.05273491144180298,0.03955548629164696,0.9797000288963318,0.9736999869346619,0.9708999991416931,0.08652390539646149,0.09120738506317139
15,0.96875,1.0,0.10328975319862366,0.01031448133289814,0.9771000146865845,0.9715999960899353,0.9678000211715698,0.09476280212402344,0.09933853894472122
16,1.0,0.96875,0.04551088064908981,0.12357731908559799,0.9796000123023987,0.9714999794960022,0.9724000096321106,0.09182228147983551,0.08473661541938782
17,0.90625,1.0,0.31131458282470703,0.03592934086918831,0.979200005531311,0.9729999899864197,0.9711999893188477,0.08465949445962906,0.0884629338979721
18,0.96875,1.0,0.08682043850421906,0.026453930884599686,0.9810000061988831,0.9718999862670898,0.9772999882698059,0.08756010234355927,0.07430019229650497
19,1.0,1.0,0.024785755202174187,0.020662495866417885,0.9796000123023987,0.9735000133514404,0.9739999771118164,0.08702408522367477,0.07839150726795197
20,0.875,0.9375,0.23574233055114746,0.29671889543533325,0.9775000214576721,0.9778000116348267,0.9624000191688538,0.07355555146932602,0.12230324745178223
21,1.0,0.96875,0.05347635969519615,0.19796524941921234,0.9789999723434448,0.9731000065803528,0.9696000218391418,0.08410429954528809,0.09927055239677429
22,1.0,0.96875,0.013833158649504185,0.2566095292568207,0.979200005531311,0.9700999855995178,0.9679999947547913,0.09874068200588226,0.10420534759759903
23,1.0,1.0,0.018002960830926895,0.021729763597249985,0.9801999926567078,0.9685999751091003,0.9702000021934509,0.09619542211294174,0.09275536239147186
24,1.0,1.0,0.004946758039295673,0.017898792400956154,0.9807000160217285,0.9757999777793884,0.9750000238418579,0.08053421974182129,0.08094529062509537
25,1.0,1.0,0.009425201453268528,0.009396366775035858,0.982200026512146,0.9761999845504761,0.9771999716758728,0.07850862294435501,0.07153625041246414
26,1.0,1.0,0.005430768243968487,0.002340728649869561,0.9805999994277954,0.9775999784469604,0.9724000096321106,0.07223742455244064,0.08178643882274628
27,1.0,1.0,0.01582995429635048,0.004747434519231319,0.9815000295639038,0.9740999937057495,0.9747999906539917,0.08055707812309265,0.07535349577665329
28,0.9375,0.9375,0.10956268757581711,0.08116258680820465,0.98089998960495,0.973800003528595,0.9758999943733215,0.08201010525226593,0.08038228005170822
29,1.0,1.0,0.006448650266975164,0.03609801456332207,0.9753999710083008,0.9703999757766724,0.9621999859809875,0.10070903599262238,0.12497127801179886
