epoch,train_acc,train_loss,val_acc,val_loss
0,0.65625,1.1260066032409668,0.8093000054359436,0.8618748188018799
1,0.90625,0.5284427404403687,0.9082000255584717,0.46549278497695923
2,0.96875,0.3115425109863281,0.9442999958992004,0.28617730736732483
3,0.8125,0.4462614953517914,0.9480000138282776,0.22082734107971191
4,0.9375,0.22179564833641052,0.9549999833106995,0.18461106717586517
5,0.96875,0.1889527142047882,0.9581000208854675,0.16517460346221924
6,0.96875,0.11508391797542572,0.9606999754905701,0.15720419585704803
7,0.90625,0.31634074449539185,0.965399980545044,0.13313411176204681
8,0.96875,0.05713999271392822,0.9648000001907349,0.12346402555704117
9,0.96875,0.08176128566265106,0.9699000120162964,0.1097717136144638
10,1.0,0.04981829226016998,0.9700000286102295,0.10732142627239227
11,1.0,0.027327217161655426,0.9666000008583069,0.11518248170614243
12,0.875,0.308289110660553,0.9690999984741211,0.10238692909479141
13,1.0,0.0293363519012928,0.9700999855995178,0.09759780019521713
14,0.96875,0.07329181581735611,0.9682999849319458,0.10199957340955734
15,0.96875,0.11433279514312744,0.9684000015258789,0.09789924323558807
16,1.0,0.02975333295762539,0.9621000289916992,0.11762155592441559
17,0.9375,0.20594121515750885,0.9697999954223633,0.10086118429899216
18,1.0,0.009675524197518826,0.97079998254776,0.08901269733905792
19,1.0,0.014689595438539982,0.9703999757766724,0.09141942113637924
20,1.0,0.03208790719509125,0.9697999954223633,0.09477805346250534
21,1.0,0.02538251504302025,0.9686999917030334,0.09825408458709717
22,0.9375,0.1064077615737915,0.9718999862670898,0.09195657074451447
23,0.96875,0.09859353303909302,0.9689000248908997,0.10284123569726944
24,0.90625,0.13880613446235657,0.9743000268936157,0.08070962876081467
25,1.0,0.029326673597097397,0.9708999991416931,0.09454485774040222
26,1.0,0.00855080597102642,0.9739000201225281,0.08345668762922287
27,1.0,0.023660976439714432,0.9700999855995178,0.09668034315109253
28,0.96875,0.04661255702376366,0.9632999897003174,0.1232641339302063
29,1.0,0.039022162556648254,0.9667999744415283,0.11336381733417511
