,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_loss
0,0.71875,0.8125,0.9711706042289734,0.8238364458084106,0.847599983215332,0.895702064037323
1,0.78125,0.90625,0.7650729417800903,0.5586023330688477,0.9330000281333923,0.4230997562408447
2,0.96875,0.84375,0.23182524740695953,0.41260695457458496,0.9444000124931335,0.3139570355415344
3,0.96875,0.90625,0.16672752797603607,0.23396381735801697,0.9534000158309937,0.23363468050956726
4,1.0,0.9375,0.09807805716991425,0.38131338357925415,0.9599000215530396,0.20111827552318573
5,0.96875,0.90625,0.19465193152427673,0.44045332074165344,0.9603999853134155,0.1820390522480011
6,0.96875,0.96875,0.13333125412464142,0.15845659375190735,0.9632999897003174,0.18437594175338745
7,0.90625,1.0,0.21440213918685913,0.0879213809967041,0.9677000045776367,0.14610739052295685
8,0.9375,0.9375,0.19436192512512207,0.2757670283317566,0.9668999910354614,0.15378329157829285
9,0.9375,1.0,0.2302214354276657,0.05013209581375122,0.9679999947547913,0.14217562973499298
10,1.0,0.90625,0.05886919051408768,0.34987396001815796,0.9718000292778015,0.13200965523719788
11,0.96875,1.0,0.08428656309843063,0.06702198088169098,0.9710000157356262,0.1350320428609848
12,1.0,1.0,0.07268992066383362,0.06476724147796631,0.9689000248908997,0.13040922582149506
13,0.90625,0.96875,0.23993933200836182,0.08826827257871628,0.9718999862670898,0.13053342700004578
14,1.0,0.96875,0.0515657514333725,0.06936421990394592,0.9739999771118164,0.11589963734149933
15,0.90625,1.0,0.16407030820846558,0.009379983879625797,0.9754999876022339,0.11134830862283707
16,0.96875,0.96875,0.12851621210575104,0.18865841627120972,0.9731000065803528,0.12281987071037292
17,1.0,0.96875,0.030826710164546967,0.06465020030736923,0.9740999937057495,0.12104599177837372
18,0.96875,0.96875,0.0960216373205185,0.09924156963825226,0.974399983882904,0.11314411461353302
19,0.96875,0.96875,0.05410816892981529,0.08091694861650467,0.9739999771118164,0.12033935636281967
20,1.0,0.9375,0.020816195756196976,0.1968306601047516,0.9745000004768372,0.11346371471881866
21,0.96875,1.0,0.0544569157063961,0.03445415198802948,0.9757000207901001,0.11028493940830231
22,1.0,1.0,0.022180762141942978,0.016730166971683502,0.9757999777793884,0.1126309484243393
23,0.96875,0.96875,0.04316732659935951,0.05174749344587326,0.9749000072479248,0.12088219821453094
24,0.96875,0.90625,0.07054942101240158,0.15567007660865784,0.9746000170707703,0.12315501272678375
25,1.0,0.90625,0.028720032423734665,0.21901817619800568,0.9739000201225281,0.10905870795249939
26,0.96875,0.96875,0.06766479462385178,0.06414618343114853,0.9749000072479248,0.11701801419258118
27,1.0,1.0,0.01371069811284542,0.007879645563662052,0.9764999747276306,0.11053289473056793
28,1.0,0.96875,0.009570255875587463,0.06219426169991493,0.9769999980926514,0.10702615976333618
29,1.0,0.90625,0.01570342853665352,0.21157029271125793,0.9772999882698059,0.10427111387252808
