,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_loss
0,0.90625,0.75,0.7553789615631104,0.901924729347229,0.8704000115394592,0.7713096141815186
1,0.90625,0.875,0.5116391181945801,0.4893285036087036,0.9279000163078308,0.40250682830810547
2,0.9375,0.9375,0.2960103452205658,0.33079081773757935,0.9488000273704529,0.26156577467918396
3,0.90625,0.96875,0.301105260848999,0.2041054517030716,0.9519000053405762,0.24163995683193207
4,1.0,0.90625,0.05881127342581749,0.25120222568511963,0.958299994468689,0.19341342151165009
5,1.0,1.0,0.09291211515665054,0.06613600254058838,0.963699996471405,0.16397953033447266
6,0.96875,1.0,0.17066168785095215,0.0623660683631897,0.9638000130653381,0.16825713217258453
7,0.9375,0.96875,0.16778269410133362,0.1485157012939453,0.9682999849319458,0.1524873971939087
8,1.0,0.96875,0.05166495218873024,0.088123619556427,0.9699000120162964,0.12861743569374084
9,0.96875,0.96875,0.2615938186645508,0.09210287034511566,0.9689000248908997,0.13543197512626648
10,1.0,1.0,0.09434598684310913,0.053717635571956635,0.9718000292778015,0.12795628607273102
11,0.96875,1.0,0.14715632796287537,0.05203963816165924,0.961899995803833,0.16429618000984192
12,1.0,0.90625,0.053284939378499985,0.21297849714756012,0.9715999960899353,0.12494172155857086
13,1.0,1.0,0.054268546402454376,0.012588362209498882,0.9733999967575073,0.11296519637107849
14,0.96875,1.0,0.06305236369371414,0.023395631462335587,0.9746999740600586,0.11029517650604248
15,0.90625,0.9375,0.2313506305217743,0.15955133736133575,0.9751999974250793,0.10713762044906616
16,1.0,0.96875,0.0697426050901413,0.07258090376853943,0.9700000286102295,0.13365980982780457
17,0.96875,0.96875,0.11487852036952972,0.07237972319126129,0.974399983882904,0.11041618883609772
18,1.0,0.9375,0.02148420177400112,0.19634823501110077,0.9765999913215637,0.10349076986312866
19,1.0,1.0,0.03685885667800903,0.015319623053073883,0.9753000140190125,0.10796225070953369
20,0.96875,1.0,0.05448433384299278,0.037799812853336334,0.9739000201225281,0.12218387424945831
21,0.96875,0.9375,0.14931683242321014,0.12240606546401978,0.9761000275611877,0.11168821156024933
22,1.0,1.0,0.022395756095647812,0.022086290642619133,0.9739000201225281,0.11184843629598618
23,1.0,0.96875,0.017291197553277016,0.07790708541870117,0.9722999930381775,0.1181916743516922
24,1.0,1.0,0.03301157057285309,0.04208606854081154,0.9768000245094299,0.10690493881702423
25,0.96875,1.0,0.11419444531202316,0.01531139761209488,0.972000002861023,0.12807857990264893
26,1.0,1.0,0.020180514082312584,0.02142900414764881,0.9732000231742859,0.10952978581190109
27,1.0,0.96875,0.012310748919844627,0.07691238820552826,0.9771000146865845,0.10608746111392975
28,1.0,0.96875,0.02320292964577675,0.1837656944990158,0.9742000102996826,0.11894632875919342
29,0.96875,0.96875,0.07504196465015411,0.12294095754623413,0.9768000245094299,0.10893401503562927
