,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,loss_1,loss_2,loss_3,loss_4,loss_5,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5
0,1.0,1.0,1.0,0.9983333349227905,1.0,0.996666669845581,0.9093999862670898,0.8756999969482422,0.8876000046730042,0.8935999870300293,0.8776999711990356,0.8855999708175659,0.007953513413667679,0.008536946959793568,0.003858680371195078,0.004084114916622639,0.004921728279441595,0.4738290011882782,0.4253667891025543,0.4086936414241791,0.4717152714729309,0.4233744144439697
1,1.0,1.0,1.0,1.0,1.0,1.0,0.909500002861023,0.8881000280380249,0.892799973487854,0.8902999758720398,0.8906999826431274,0.8992000222206116,0.0011758561013266444,0.0010854132706299424,0.001268286257982254,0.000677291362080723,0.0014758303295820951,0.4506708085536957,0.4268016219139099,0.4481165111064911,0.4518905282020569,0.40052786469459534
2,1.0,1.0,1.0,1.0,1.0,1.0,0.9090999960899353,0.8921999931335449,0.8950999975204468,0.8971999883651733,0.8939999938011169,0.9016000032424927,0.0008804459939710796,0.0006507891230285168,0.00037309230538085103,0.00041675521060824394,0.00020180392311885953,0.4469697177410126,0.4305325150489807,0.42986226081848145,0.4511544406414032,0.3901068866252899
3,1.0,1.0,1.0,1.0,1.0,1.0,0.910099983215332,0.8925999999046326,0.8971999883651733,0.8978000283241272,0.8942999839782715,0.9023000001907349,0.00023413580493070185,0.0007126167183741927,0.0003639770147856325,0.00017691055836621672,0.00034303913707844913,0.44867005944252014,0.43423697352409363,0.43204668164253235,0.4566076695919037,0.39120879769325256
4,1.0,1.0,1.0,1.0,1.0,1.0,0.9107000231742859,0.8934000134468079,0.8974000215530396,0.8978999853134155,0.8945000171661377,0.9031999707221985,0.0002519989793654531,0.00024440992274321616,0.00018086208729073405,6.612995639443398e-05,0.0002788913552649319,0.45062148571014404,0.43853989243507385,0.43558067083358765,0.461653470993042,0.3934604823589325
5,1.0,1.0,1.0,1.0,1.0,1.0,0.9110000133514404,0.8939999938011169,0.8980000019073486,0.8981000185012817,0.8949000239372253,0.9039000272750854,0.00018168157839681953,0.00016060291090980172,0.00025262372219003737,0.00020750735711771995,0.00012664819951169193,0.4526430070400238,0.441303014755249,0.43768832087516785,0.46509698033332825,0.3961995542049408
6,1.0,1.0,1.0,1.0,1.0,1.0,0.9110999703407288,0.89410001039505,0.8988000154495239,0.8988999724388123,0.8949999809265137,0.9039000272750854,0.00013067365216556937,0.00021239102352410555,0.0002869936288334429,0.00012257038906682283,0.00015306973364204168,0.4550573229789734,0.44439032673835754,0.4405364394187927,0.4686310589313507,0.39861372113227844
7,1.0,1.0,1.0,1.0,1.0,1.0,0.911300003528595,0.8948000073432922,0.8988999724388123,0.8992999792098999,0.8956999778747559,0.9045000076293945,0.00011787495168391615,7.961587107274681e-05,8.042503759497777e-05,0.00014850094157736748,9.410858910996467e-05,0.456790566444397,0.4467843174934387,0.4430305063724518,0.47182950377464294,0.40075674653053284
8,1.0,1.0,1.0,1.0,1.0,1.0,0.9111999869346619,0.8952000141143799,0.8988999724388123,0.8998000025749207,0.8956999778747559,0.9050999879837036,0.00012768908345606178,7.030072447378188e-05,0.00012269543367438018,6.483618199126795e-05,0.00011708145029842854,0.45897388458251953,0.449372261762619,0.44526058435440063,0.4745646119117737,0.403364360332489
9,1.0,1.0,1.0,1.0,1.0,1.0,0.9108999967575073,0.8955000042915344,0.8989999890327454,0.8999000191688538,0.8959000110626221,0.9050999879837036,6.260174995986745e-05,0.00013272206706460565,4.924126187688671e-05,6.363872671499848e-05,0.00019668525783345103,0.4609876871109009,0.45219671726226807,0.44731709361076355,0.4772816002368927,0.4059675335884094
