,acc,loss,val_acc,val_loss
0,0.996666669845581,0.029491273686289787,0.888700008392334,0.3611966669559479
1,1.0,0.008206991478800774,0.8960999846458435,0.35281985998153687
2,1.0,0.0092482203617692,0.8952000141143799,0.3595973253250122
3,1.0,0.003077626693993807,0.8956999778747559,0.3645978569984436
4,1.0,0.002845239592716098,0.8959000110626221,0.3657163977622986
5,1.0,0.0014602488372474909,0.8949999809265137,0.3735239803791046
6,1.0,0.0014161120634526014,0.8952999711036682,0.37621960043907166
7,1.0,0.0012712357565760612,0.8946999907493591,0.3809536099433899
8,1.0,0.0018511783564463258,0.8949999809265137,0.3838527500629425
9,1.0,0.0007311183144338429,0.894599974155426,0.38712596893310547
