,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_ensemble,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6
0,0.520087480545044,0.520087480545044,0.520087480545044,0.520087480545044,0.520087480545044,0.520087480545044,0.520087480545044,1.4804394245147705,4.06528377532959,2.0286552906036377,2.008241653442383,2.4389595985412598,0.9098212718963623,0.47948750853538513,0.47948750853538513,0.47948750853538513,0.47948750853538513,0.47948750853538513,0.47948750853538513,0.47948750853538513,3.594919443130493,3.594919443130493,3.594919443130493,3.594919443130493,3.594919443130493,3.594919443130493
1,0.7185375094413757,0.7185375094413757,0.7185375094413757,0.7185375094413757,0.7185375094413757,0.7185375094413757,0.7185375094413757,0.6893734931945801,0.1409827321767807,0.11889875680208206,0.10576498508453369,0.10153171420097351,0.08350680768489838,0.6901875138282776,0.6901875138282776,0.6901875138282776,0.6901875138282776,0.6901875138282776,0.6901875138282776,0.6901875138282776,2.3120079040527344,2.3120079040527344,2.3120079040527344,2.3120079040527344,2.3120079040527344,2.3120079040527344
2,0.7694500088691711,0.7694500088691711,0.7694500088691711,0.7694500088691711,0.7694500088691711,0.7694500088691711,0.7694500088691711,0.04660605639219284,0.801018238067627,0.047422342002391815,0.07331410050392151,0.09718355536460876,0.04306389391422272,0.7447500228881836,0.7447500228881836,0.7447500228881836,0.7447500228881836,0.7447500228881836,0.7447500228881836,0.7447500228881836,1.910262107849121,1.910262107849121,1.910262107849121,1.910262107849121,1.910262107849121,1.910262107849121
3,0.7908375263214111,0.7908375263214111,0.7908375263214111,0.7908375263214111,0.7908375263214111,0.7908375263214111,0.7908375263214111,0.05823167786002159,0.019663097336888313,0.01976938173174858,0.434675395488739,0.025631161406636238,0.017294302582740784,0.7670000195503235,0.7670000195503235,0.7670000195503235,0.7670000195503235,0.7670000195503235,0.7670000195503235,0.7670000195503235,1.7206404209136963,1.7206404209136963,1.7206404209136963,1.7206404209136963,1.7206404209136963,1.7206404209136963
4,0.7996875047683716,0.7996875047683716,0.7996875047683716,0.7996875047683716,0.7996875047683716,0.7996875047683716,0.7996875047683716,0.02839263156056404,0.011509077623486519,0.018900536000728607,0.03359372541308403,0.013712495565414429,0.03491919860243797,0.7774875164031982,0.7774875164031982,0.7774875164031982,0.7774875164031982,0.7774875164031982,0.7774875164031982,0.7774875164031982,1.6118907928466797,1.6118907928466797,1.6118907928466797,1.6118907928466797,1.6118907928466797,1.6118907928466797
5,0.8056625127792358,0.8056625127792358,0.8056625127792358,0.8056625127792358,0.8056625127792358,0.8056625127792358,0.8056625127792358,0.01379899401217699,0.015276376157999039,0.06534329056739807,0.015280954539775848,0.022073917090892792,0.011653188616037369,0.7836874723434448,0.7836874723434448,0.7836874723434448,0.7836874723434448,0.7836874723434448,0.7836874723434448,0.7836874723434448,1.5327491760253906,1.5327491760253906,1.5327491760253906,1.5327491760253906,1.5327491760253906,1.5327491760253906
6,0.8105875253677368,0.8105875253677368,0.8105875253677368,0.8105875253677368,0.8105875253677368,0.8105875253677368,0.8105875253677368,0.007888532243669033,0.006742367520928383,0.006731191650032997,0.07553286105394363,0.008634781464934349,0.007994432002305984,0.7889750003814697,0.7889750003814697,0.7889750003814697,0.7889750003814697,0.7889750003814697,0.7889750003814697,0.7889750003814697,1.47316312789917,1.47316312789917,1.47316312789917,1.47316312789917,1.47316312789917,1.47316312789917
7,0.81392502784729,0.81392502784729,0.81392502784729,0.81392502784729,0.81392502784729,0.81392502784729,0.81392502784729,0.06306583434343338,1.468443512916565,0.004386965185403824,0.009306354448199272,0.00545574352145195,0.0048938412219285965,0.7924500107765198,0.7924500107765198,0.7924500107765198,0.7924500107765198,0.7924500107765198,0.7924500107765198,0.7924500107765198,1.4275708198547363,1.4275708198547363,1.4275708198547363,1.4275708198547363,1.4275708198547363,1.4275708198547363
8,0.8170750141143799,0.8170750141143799,0.8170750141143799,0.8170750141143799,0.8170750141143799,0.8170750141143799,0.8170750141143799,0.006692826747894287,0.004759124014526606,0.007496686186641455,0.009173368103802204,0.004938982892781496,0.026798080652952194,0.7950375080108643,0.7950375080108643,0.7950375080108643,0.7950375080108643,0.7950375080108643,0.7950375080108643,0.7950375080108643,1.3865244388580322,1.3865244388580322,1.3865244388580322,1.3865244388580322,1.3865244388580322,1.3865244388580322
9,0.8203374743461609,0.8203374743461609,0.8203374743461609,0.8203374743461609,0.8203374743461609,0.8203374743461609,0.8203374743461609,0.004105476662516594,0.005036463029682636,0.010856984183192253,0.00459383986890316,0.0055849188938736916,0.020589467138051987,0.7987124919891357,0.7987124919891357,0.7987124919891357,0.7987124919891357,0.7987124919891357,0.7987124919891357,0.7987124919891357,1.3495395183563232,1.3495395183563232,1.3495395183563232,1.3495395183563232,1.3495395183563232,1.3495395183563232
10,0.8217499852180481,0.8217499852180481,0.8217499852180481,0.8217499852180481,0.8217499852180481,0.8217499852180481,0.8217499852180481,0.007591793779283762,0.013936308212578297,0.014756670221686363,0.003539032069966197,0.005911871325224638,0.026624979451298714,0.8006250262260437,0.8006250262260437,0.8006250262260437,0.8006250262260437,0.8006250262260437,0.8006250262260437,0.8006250262260437,1.3215856552124023,1.3215856552124023,1.3215856552124023,1.3215856552124023,1.3215856552124023,1.3215856552124023
11,0.8234500288963318,0.8234500288963318,0.8234500288963318,0.8234500288963318,0.8234500288963318,0.8234500288963318,0.8234500288963318,0.0022768776398152113,0.013409044593572617,0.004214578773826361,0.002482714131474495,0.005672442726790905,0.03940177708864212,0.8025749921798706,0.8025749921798706,0.8025749921798706,0.8025749921798706,0.8025749921798706,0.8025749921798706,0.8025749921798706,1.29593825340271,1.29593825340271,1.29593825340271,1.29593825340271,1.29593825340271,1.29593825340271
12,0.8245624899864197,0.8245624899864197,0.8245624899864197,0.8245624899864197,0.8245624899864197,0.8245624899864197,0.8245624899864197,0.4155174791812897,0.021616125479340553,0.0024728504940867424,0.005849258974194527,0.002885294845327735,0.0022167847491800785,0.8040124773979187,0.8040124773979187,0.8040124773979187,0.8040124773979187,0.8040124773979187,0.8040124773979187,0.8040124773979187,1.2723972797393799,1.2723972797393799,1.2723972797393799,1.2723972797393799,1.2723972797393799,1.2723972797393799
13,0.8256624937057495,0.8256624937057495,0.8256624937057495,0.8256624937057495,0.8256624937057495,0.8256624937057495,0.8256624937057495,1.0190666913986206,0.0020121182315051556,0.002396092051640153,0.005159805528819561,0.004084938671439886,0.002459627576172352,0.8055375218391418,0.8055375218391418,0.8055375218391418,0.8055375218391418,0.8055375218391418,0.8055375218391418,0.8055375218391418,1.2500077486038208,1.2500076293945312,1.2500076293945312,1.2500076293945312,1.2500076293945312,1.2500076293945312
14,0.8250250220298767,0.8250250220298767,0.8250250220298767,0.8250250220298767,0.8250250220298767,0.8250250220298767,0.8250250220298767,0.0024806803558021784,0.002165654208511114,0.0020674834959208965,0.0019422003533691168,0.0029840110801160336,0.005315315444022417,0.8037499785423279,0.8037499785423279,0.8037499785423279,0.8037499785423279,0.8037499785423279,0.8037499785423279,0.8037499785423279,1.235389232635498,1.235389232635498,1.235389232635498,1.235389232635498,1.235389232635498,1.235389232635498
