,acc_ensemble,acc_1,acc_2,acc_3,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,loss_1,loss_2,loss_3,val_loss_1,val_loss_2,val_loss_3
0,0.9779999852180481,0.956333339214325,0.972000002861023,0.9639999866485596,0.9232000112533569,0.911899983882904,0.9175999760627747,0.9114999771118164,0.26534274220466614,0.14145252108573914,0.24524231255054474,0.2897431254386902,0.27809107303619385,0.29812008142471313
1,0.9919999837875366,0.987333357334137,0.9890000224113464,0.9869999885559082,0.9311000108718872,0.9210000038146973,0.925000011920929,0.9266999959945679,0.035163551568984985,0.01997821219265461,0.24578431248664856,0.24387893080711365,0.245054230093956,0.2327822744846344
2,0.996999979019165,0.9926666617393494,0.9893333315849304,0.9950000047683716,0.9320999979972839,0.928600013256073,0.9218999743461609,0.9282000064849854,0.02599214017391205,0.010443132370710373,0.1151358038187027,0.23663344979286194,0.25276151299476624,0.23427724838256836
3,0.9990000128746033,0.9946666955947876,0.996666669845581,0.9973333477973938,0.9333000183105469,0.9293000102043152,0.9293000102043152,0.9273999929428101,0.03761040046811104,0.008787698112428188,0.011656248942017555,0.2375948429107666,0.2333599328994751,0.23951029777526855
4,0.9993333220481873,0.996666669845581,0.9986666440963745,0.9983333349227905,0.9358999729156494,0.9316999912261963,0.9320999979972839,0.932699978351593,0.012948507443070412,0.006210349500179291,0.006876449566334486,0.23000819981098175,0.22604721784591675,0.22916284203529358
5,1.0,1.0,0.999666690826416,0.9993333220481873,0.9347000122070312,0.9322999715805054,0.9322999715805054,0.9333000183105469,0.0070109558291733265,0.0034672366455197334,0.013594190590083599,0.2255593240261078,0.2247404009103775,0.22657515108585358
6,1.0,1.0,0.9993333220481873,1.0,0.9362000226974487,0.9351000189781189,0.932699978351593,0.9337000250816345,0.006438012234866619,0.00939965434372425,0.002872101729735732,0.2225988209247589,0.22958417236804962,0.2271730899810791
7,1.0,1.0,1.0,1.0,0.9355999827384949,0.9343000054359436,0.932699978351593,0.933899998664856,0.004516072571277618,0.004181154537945986,0.007352888584136963,0.22918100655078888,0.2324783205986023,0.22797900438308716
8,1.0,1.0,1.0,1.0,0.9351000189781189,0.9350000023841858,0.9333000183105469,0.9340000152587891,0.002843032591044903,0.0047227973118424416,0.004148557782173157,0.2300138920545578,0.23359157145023346,0.22846218943595886
9,1.0,1.0,1.0,1.0,0.9358000159263611,0.9345999956130981,0.9341999888420105,0.9348000288009644,0.0017139650881290436,0.002432132139801979,0.005427172407507896,0.23199084401130676,0.23402968049049377,0.2318800836801529
