,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,train_loss_4,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,1.0,1.0,1.0,1.0,0.25,0.04145251214504242,0.05270148068666458,0.08072506636381149,0.03776327893137932,0.9381999969482422,0.9381999969482422,0.9381999969482422,0.9381999969482422,0.9381999969482422,0.19999179244041443,0.19999179244041443,0.19999179244041443,0.19999179244041443
1,0.9375,1.0,1.0,1.0,0.25,0.12861399352550507,0.026628801599144936,0.014008749276399612,0.03049846924841404,0.9452000260353088,0.9452000260353088,0.9452000260353088,0.9452000260353088,0.9452000260353088,0.18129315972328186,0.18129315972328186,0.18129315972328186,0.18129315972328186
2,1.0,1.0,1.0,1.0,0.40625,0.005936413072049618,0.07941655814647675,0.015143997967243195,0.009912864305078983,0.9470999836921692,0.9470999836921692,0.9470999836921692,0.9470999836921692,0.9470999836921692,0.16988801956176758,0.16988801956176758,0.16988801956176758,0.16988801956176758
3,1.0,0.9375,1.0,0.96875,0.40625,0.008286219090223312,0.23074734210968018,0.0028978665359318256,0.06483256071805954,0.9459999799728394,0.9459999799728394,0.9459999799728394,0.9459999799728394,0.9459999799728394,0.17450331151485443,0.17450331151485443,0.17450331151485443,0.17450331151485443
4,1.0,1.0,0.96875,1.0,0.46875,0.005996524356305599,0.0036013061180710793,0.03139828145503998,0.002776938956230879,0.9513999819755554,0.9513999819755554,0.9513999819755554,0.9513999819755554,0.9513999819755554,0.15862934291362762,0.15862934291362762,0.15862934291362762,0.15862934291362762
5,1.0,1.0,1.0,1.0,0.3125,0.0047217560932040215,0.008862679824233055,0.0036098244599997997,0.0029019806534051895,0.9466000199317932,0.9466000199317932,0.9466000199317932,0.9466000199317932,0.9466000199317932,0.179546520113945,0.179546520113945,0.179546520113945,0.179546520113945
6,0.96875,1.0,1.0,1.0,0.25,0.1738952100276947,0.006692127324640751,0.00209967908449471,0.003097780514508486,0.9492999911308289,0.9492999911308289,0.9492999911308289,0.9492999911308289,0.9492999911308289,0.16714246571063995,0.16714246571063995,0.16714246571063995,0.16714246571063995
7,1.0,1.0,1.0,0.90625,0.5,0.0013978714123368263,0.0009260764927603304,0.0015817477833479643,0.2131681740283966,0.9521999955177307,0.9521999955177307,0.9521999955177307,0.9521999955177307,0.9521999955177307,0.1606755554676056,0.1606755554676056,0.1606755554676056,0.1606755554676056
8,1.0,1.0,1.0,1.0,0.28125,0.0016326347831636667,0.0030933255329728127,0.0008705775835551322,0.0012561208568513393,0.95169997215271,0.95169997215271,0.95169997215271,0.95169997215271,0.95169997215271,0.16348010301589966,0.16348010301589966,0.16348010301589966,0.16348010301589966
9,1.0,1.0,1.0,1.0,0.34375,0.0007233708165585995,0.0008941226406022906,0.0007798834703862667,0.007810444105416536,0.9527999758720398,0.9527999758720398,0.9527999758720398,0.9527999758720398,0.9527999758720398,0.1621394157409668,0.1621394157409668,0.1621394157409668,0.1621394157409668
10,1.0,1.0,1.0,1.0,0.90625,0.0004060305655002594,0.0005459599778987467,0.0004060305655002594,0.0004830086836591363,0.9545000195503235,0.9545000195503235,0.9545000195503235,0.9545000195503235,0.9545000195503235,0.16139040887355804,0.16139040887355804,0.16139040887355804,0.16139040887355804
11,1.0,1.0,1.0,1.0,0.375,0.0005305021768435836,0.0004901543725281954,0.00025389002985320985,0.00030977194546721876,0.9542999863624573,0.9542999863624573,0.9542999863624573,0.9542999863624573,0.9542999863624573,0.16100840270519257,0.16100840270519257,0.16100840270519257,0.16100840270519257
12,1.0,1.0,1.0,1.0,0.3125,0.0005093634827062488,0.0002153819368686527,0.0002458557137288153,0.0008530400809831917,0.954200029373169,0.954200029373169,0.954200029373169,0.954200029373169,0.954200029373169,0.16208088397979736,0.16208088397979736,0.16208088397979736,0.16208088397979736
13,1.0,1.0,1.0,1.0,0.40625,0.00020138738909736276,0.000296001264359802,0.0002235813153674826,0.00025260308757424355,0.9542999863624573,0.9542999863624573,0.9542999863624573,0.9542999863624573,0.9542999863624573,0.16296665370464325,0.16296665370464325,0.16296665370464325,0.16296665370464325
14,1.0,1.0,1.0,1.0,0.4375,0.00021598261082544923,0.0006022471934556961,0.00024573938571847975,0.0003155419835820794,0.9541000127792358,0.9541000127792358,0.9541000127792358,0.9541000127792358,0.9541000127792358,0.1639435738325119,0.1639435738325119,0.1639435738325119,0.1639435738325119
