,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6
0,0.6749999999999999,0.5349999999999999,0.5275000000000001,0.4774999999999999,0.5525,0.5249999999999999,0.5199999999999998,366.49676513671875,36.32582092285156,136.1181182861328,149.51731872558594,111.29340362548828,113.12425994873047
1,0.7425,0.5875,0.6025,0.5075000000000001,0.625,0.645,0.5525,122.06321716308594,69.00851440429688,69.90965270996094,178.58413696289062,360.30987548828125,99.44735717773438
2,0.7700000000000001,0.5574999999999999,0.64,0.5525,0.6450000000000001,0.6599999999999999,0.6625,47.35362243652344,152.31869506835938,148.57266235351562,256.25262451171875,72.45674896240234,154.79052734375
3,0.7550000000000001,0.68,0.6149999999999999,0.6525000000000001,0.6874999999999999,0.6649999999999998,0.6825,181.17201232910156,121.14097595214844,11.600966453552246,153.97686767578125,92.68346405029297,92.37889099121094
4,0.7825,0.615,0.5974999999999999,0.6799999999999999,0.5650000000000001,0.73,0.6649999999999999,125.23231506347656,119.57550048828125,60.066123962402344,72.36638641357422,33.681190490722656,136.18563842773438
5,0.8074999999999999,0.6000000000000001,0.7025,0.685,0.6425,0.675,0.7575000000000001,4.326472759246826,99.83287048339844,63.832542419433594,67.63191986083984,4.454634189605713,41.215431213378906
6,0.8099999999999999,0.625,0.7425,0.67,0.655,0.6849999999999999,0.7300000000000001,4.266379356384277,45.5816650390625,116.47366333007812,34.04753875732422,17.863677978515625,504.40167236328125
7,0.85,0.6675,0.6849999999999999,0.655,0.6675,0.7699999999999999,0.7400000000000001,34.576812744140625,14.995916366577148,9.502551078796387,129.98768615722656,174.6876220703125,284.81842041015625
8,0.795,0.6099999999999999,0.7475,0.7300000000000001,0.6499999999999999,0.6725,0.7749999999999999,329.3635559082031,8.862846374511719,56.574668884277344,25.30869483947754,8.726095199584961,33.754154205322266
9,0.8500000000000002,0.6825,0.6849999999999998,0.745,0.7175,0.7350000000000001,0.7375,133.04788208007812,56.29685592651367,6.302830696105957,140.04501342773438,416.933837890625,129.3721466064453
10,0.825,0.715,0.74,0.7424999999999999,0.7575000000000001,0.7275,0.6975,29.12554168701172,37.31282043457031,10.632850646972656,39.21466064453125,52.07856750488281,49.64853286743164
11,0.865,0.6699999999999999,0.7450000000000001,0.7024999999999999,0.795,0.7375,0.77,58.439579010009766,26.528831481933594,1.3922410011291504,26.024288177490234,13.138072967529297,72.01129913330078
12,0.8424999999999999,0.6575,0.7525000000000001,0.77,0.7425,0.75,0.7350000000000001,76.34124755859375,18.110734939575195,73.51104736328125,65.77590942382812,106.02394104003906,44.0603141784668
13,0.8675,0.75,0.75,0.7525000000000001,0.7125,0.7425,0.835,21.896259307861328,43.56079864501953,0.6762638092041016,36.43074417114258,10.399077415466309,33.03826904296875
14,0.8800000000000001,0.775,0.7175,0.7474999999999999,0.7474999999999999,0.78,0.7349999999999999,19.648469924926758,39.126426696777344,4.877459526062012,11.820043563842773,151.84536743164062,27.166927337646484
15,0.8799999999999999,0.6875000000000001,0.765,0.7925000000000001,0.8,0.7925000000000001,0.795,16.20993995666504,28.70087432861328,67.75183868408203,37.059993743896484,2.1147842407226562,32.68321228027344
16,0.8800000000000001,0.735,0.7675000000000001,0.7725000000000001,0.7975000000000001,0.7799999999999999,0.7975000000000001,22.230854034423828,32.94943618774414,22.188079833984375,15.617570877075195,15.961030960083008,136.11354064941406
