,train_acc_1,train_acc_2,train_acc_3,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,val_acc_1,val_acc_2,val_acc_3,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3
0,0.5625,0.90625,0.75,0.125,3.2596466541290283,2.749361038208008,2.908135175704956,0.742900013923645,0.7722499966621399,0.7670999765396118,0.8547499775886536,2.506239175796509,2.4269731044769287,2.4331321716308594
1,0.90625,0.75,0.96875,0.34375,1.9907894134521484,2.3987884521484375,1.7085449695587158,0.9078500270843506,0.9136000275611877,0.9137499928474426,0.9537000060081482,1.599364995956421,1.5581599473953247,1.5583202838897705
2,0.96875,0.9375,0.96875,0.25,1.2301084995269775,1.3119946718215942,1.2983876466751099,0.9420499801635742,0.9399499893188477,0.9447000026702881,0.9677500128746033,1.2244857549667358,1.2335644960403442,1.2035759687423706
3,1.0,0.96875,1.0,0.25,0.8858745098114014,0.7591027021408081,1.0673673152923584,0.951200008392334,0.9495999813079834,0.9513000249862671,0.9718000292778015,1.0477486848831177,1.0579711198806763,1.0269215106964111
4,0.90625,1.0,1.0,0.3125,1.2404872179031372,0.7506347894668579,0.6891178488731384,0.9571999907493591,0.9549000263214111,0.9571999907493591,0.9741500020027161,0.9159987568855286,0.9282386898994446,0.9057513475418091
5,1.0,1.0,0.84375,0.4375,0.542935848236084,0.5903978943824768,1.816932201385498,0.9586499929428101,0.9559999704360962,0.958299994468689,0.9727500081062317,0.8382699489593506,0.8465245962142944,0.8379019498825073
6,1.0,0.9375,0.875,0.40625,0.7089948654174805,0.7502950429916382,1.4466712474822998,0.9574999809265137,0.9567000269889832,0.9591000080108643,0.9722499847412109,0.7909274697303772,0.7896103262901306,0.7799929976463318
7,1.0,0.96875,1.0,0.28125,0.5647653341293335,0.5912741422653198,0.587141752243042,0.9575999975204468,0.9570000171661377,0.9576500058174133,0.9719499945640564,0.7538113594055176,0.7486808896064758,0.7451340556144714
8,1.0,1.0,1.0,0.40625,0.5126560926437378,0.32911986112594604,1.1570491790771484,0.955049991607666,0.9556499719619751,0.9566500186920166,0.9706500172615051,0.7252928614616394,0.7281741499900818,0.7201499342918396
9,1.0,1.0,1.0,0.375,0.5948403477668762,0.31006085872650146,0.6073964834213257,0.9549000263214111,0.9551500082015991,0.9575999975204468,0.9700000286102295,0.7010051012039185,0.7035869359970093,0.6853825449943542
10,1.0,1.0,1.0,0.3125,0.32658132910728455,0.538274884223938,0.2230987846851349,0.9536499977111816,0.9524499773979187,0.9556000232696533,0.9688500165939331,0.6828607320785522,0.691074013710022,0.6722224354743958
11,1.0,1.0,1.0,0.34375,0.3528934121131897,0.4129280745983124,0.37136271595954895,0.953000009059906,0.9513999819755554,0.9546999931335449,0.9676499962806702,0.6675463914871216,0.6751006841659546,0.6600597500801086
12,1.0,1.0,1.0,0.25,0.3477543890476227,0.24817633628845215,0.3617779612541199,0.9514999985694885,0.9515500068664551,0.9520999789237976,0.9671000242233276,0.6602420210838318,0.6637709736824036,0.6536082029342651
13,1.0,1.0,1.0,0.28125,0.2873402237892151,0.21595294773578644,0.45620882511138916,0.9497500061988831,0.9503499865531921,0.951200008392334,0.96670001745224,0.6521735191345215,0.6571127772331238,0.6469363570213318
14,1.0,1.0,1.0,0.40625,0.32205474376678467,0.2612699866294861,0.289837121963501,0.9482499957084656,0.9482499957084656,0.9502500295639038,0.9655500054359436,0.6505768299102783,0.6520130634307861,0.6397178769111633
