,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6
0,1.0,1.0,1.0,0.9983333349227905,1.0,1.0,1.0,0.8956000208854675,0.8898000121116638,0.8906000256538391,0.891700029373169,0.8938999772071838,0.8917999863624573,0.8924000263214111,0.007136968430131674,0.018697412684559822,0.0036160817835479975,0.012303555384278297,0.010117786005139351,0.011187784373760223,0.383958101272583,0.3744770884513855,0.3737131953239441,0.3651956617832184,0.37882646918296814,0.37532976269721985
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8970999717712402,0.8934000134468079,0.8932999968528748,0.8948000073432922,0.8950999975204468,0.8942999839782715,0.8962000012397766,0.0029632211662828922,0.002665645908564329,0.0024203406646847725,0.0015956993447616696,0.002170836552977562,0.0025620334781706333,0.3880155384540558,0.38454732298851013,0.38099387288093567,0.3811107873916626,0.3860277831554413,0.3872881233692169
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8967000246047974,0.8935999870300293,0.8942999839782715,0.8959000110626221,0.8952999711036682,0.894599974155426,0.8962000012397766,0.0011035592760890722,0.0018966274801641703,0.0022186110727488995,0.0010486545506864786,0.0011853676987811923,0.002267704112455249,0.395598441362381,0.3935368061065674,0.38817188143730164,0.3896450698375702,0.3955589234828949,0.3959551155567169
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8956999778747559,0.8942000269889832,0.8938999772071838,0.8952000141143799,0.8938000202178955,0.8942999839782715,0.8960999846458435,0.0009570977417752147,0.0010028276592493057,0.002075065393000841,0.000705977319739759,0.0008045887225307524,0.0013051738496869802,0.402543306350708,0.40227264165878296,0.3962532579898834,0.39702659845352173,0.40274643898010254,0.40343835949897766
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8962000012397766,0.8939999938011169,0.8932999968528748,0.895799994468689,0.8938000202178955,0.8939999938011169,0.8959000110626221,0.0006455658585764468,0.0007261715363711119,0.0012637897161766887,0.0004526398261077702,0.0006797562236897647,0.0008715232834219933,0.4089405834674835,0.4089808166027069,0.402737021446228,0.40449970960617065,0.40898948907852173,0.4099905788898468
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8967999815940857,0.8942000269889832,0.8934999704360962,0.895799994468689,0.8935999870300293,0.8945000171661377,0.8959000110626221,0.0006658516358584166,0.0007331565720960498,0.0005166659830138087,0.0005346430698409677,0.0006259820656850934,0.0004768536309711635,0.41302794218063354,0.4135725498199463,0.40684613585472107,0.40987470746040344,0.41402456164360046,0.4155528247356415
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8960000276565552,0.8935999870300293,0.8932999968528748,0.8959000110626221,0.8939999938011169,0.89410001039505,0.8960999846458435,0.0003263413382228464,0.0004998482763767242,0.000458441732916981,0.0006709809531457722,0.0008096117526292801,0.0002946840540971607,0.41846561431884766,0.419129878282547,0.4123767018318176,0.41536590456962585,0.41954588890075684,0.4208691418170929
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8962000012397766,0.8932999968528748,0.8931999802589417,0.895799994468689,0.8934999704360962,0.8938999772071838,0.8960000276565552,0.00038668798515573144,0.00021424010628834367,0.00024383710115216672,0.0004731974331662059,0.0003296544309705496,0.00046370818745344877,0.4225662052631378,0.4232984781265259,0.4167015552520752,0.4193025529384613,0.4234772324562073,0.42556893825531006
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8960999846458435,0.8937000036239624,0.8934999704360962,0.8959000110626221,0.8934000134468079,0.8934999704360962,0.8952000141143799,0.00033616097061894834,0.000401176541345194,0.0003759442188311368,0.0003251440357416868,0.00032209011260420084,0.00036422276753000915,0.42663514614105225,0.4277096688747406,0.4207650423049927,0.4233854115009308,0.42785874009132385,0.4297325313091278
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8964999914169312,0.8939999938011169,0.8935999870300293,0.8962000012397766,0.8931000232696533,0.89410001039505,0.8955000042915344,0.00037479313323274255,0.00025859876768663526,0.0003542158810887486,0.00034027834772132337,0.00023295059509109706,0.0003203549422323704,0.4292716383934021,0.4311775863170624,0.42363041639328003,0.426681786775589,0.4311818480491638,0.43265655636787415
