,train_acc,train_loss,val_acc,val_loss
0,0.84375,0.8424689769744873,0.8421000242233276,0.8451985120773315
1,0.9375,0.440208375453949,0.9277999997138977,0.41888436675071716
2,0.9375,0.41883036494255066,0.9466999769210815,0.2739454507827759
3,0.96875,0.2879018187522888,0.9510999917984009,0.22211164236068726
4,1.0,0.12558086216449738,0.9569000005722046,0.1779327690601349
5,0.9375,0.2562747001647949,0.965499997138977,0.14076542854309082
6,0.96875,0.14960123598575592,0.965499997138977,0.13360705971717834
7,0.9375,0.20807689428329468,0.9684000015258789,0.11741167306900024
8,0.96875,0.10190552473068237,0.9666000008583069,0.12319763004779816
9,1.0,0.06878271698951721,0.9663000106811523,0.11267831921577454
10,0.96875,0.10845345258712769,0.9639999866485596,0.12381170690059662
11,1.0,0.08734250068664551,0.9686999917030334,0.11037655174732208
12,1.0,0.06759537011384964,0.9656000137329102,0.11398757249116898
13,1.0,0.007253909483551979,0.9686999917030334,0.10405408591032028
14,1.0,0.05190078914165497,0.9721999764442444,0.09637116640806198
15,0.96875,0.09577719867229462,0.9682999849319458,0.10558565706014633
16,1.0,0.024735799059271812,0.9714999794960022,0.09600711613893509
17,0.96875,0.0793476551771164,0.9666000008583069,0.1125728115439415
18,0.875,0.3530067205429077,0.9714000225067139,0.09578115493059158
19,1.0,0.04952344298362732,0.9717000126838684,0.09166589379310608
20,1.0,0.006691872142255306,0.9745000004768372,0.0822855681180954
21,1.0,0.012514653615653515,0.9768000245094299,0.07555762678384781
22,1.0,0.04318903386592865,0.973800003528595,0.08609320968389511
23,1.0,0.007613988593220711,0.9751999974250793,0.07981013506650925
24,1.0,0.008516362868249416,0.9722999930381775,0.09245975315570831
25,0.96875,0.08951759338378906,0.9746999740600586,0.0809352919459343
26,1.0,0.006535082124173641,0.972000002861023,0.08962681889533997
27,0.9375,0.132770836353302,0.9721999764442444,0.08627297729253769
28,1.0,0.03471926227211952,0.9659000039100647,0.11394204199314117
29,1.0,0.03921309858560562,0.9564999938011169,0.1455046385526657
