,train_acc,train_loss,val_acc,val_loss
0,0.90625,0.8789867162704468,0.8464999794960022,0.8431324362754822
1,0.8125,0.8753864765167236,0.9258999824523926,0.45737290382385254
2,0.96875,0.3064105212688446,0.9401000142097473,0.31470033526420593
3,0.9375,0.27156302332878113,0.9573000073432922,0.2136467844247818
4,0.90625,0.20761774480342865,0.9577000141143799,0.18182924389839172
5,0.9375,0.4288371503353119,0.9617000222206116,0.1574321836233139
6,0.9375,0.24488919973373413,0.9657999873161316,0.13625551760196686
7,1.0,0.1008937880396843,0.9678000211715698,0.12126339972019196
8,0.96875,0.2503535747528076,0.9627000093460083,0.13020333647727966
9,1.0,0.049602679908275604,0.9625999927520752,0.1320786327123642
10,1.0,0.04105163365602493,0.9639999866485596,0.11697500199079514
11,1.0,0.06405974924564362,0.9672999978065491,0.11081001162528992
12,0.90625,0.24333785474300385,0.9696000218391418,0.10351038724184036
13,1.0,0.02200550027191639,0.9685999751091003,0.10643231123685837
14,1.0,0.024333147332072258,0.9714999794960022,0.10319223999977112
15,0.90625,0.3140814006328583,0.9750999808311462,0.08682600408792496
16,1.0,0.0075385537929832935,0.9635999798774719,0.12034925818443298
17,1.0,0.01804313436150551,0.9721999764442444,0.09185118228197098
18,0.96875,0.12361523509025574,0.9718999862670898,0.09054071456193924
19,1.0,0.010368460789322853,0.9625999927520752,0.12326787412166595
20,1.0,0.01749136857688427,0.9692000150680542,0.09574577212333679
21,1.0,0.008778532966971397,0.9697999954223633,0.09261441230773926
22,0.96875,0.11304056644439697,0.9728000164031982,0.08391030877828598
23,1.0,0.029062531888484955,0.9674000144004822,0.10269252955913544
24,1.0,0.007994412444531918,0.9767000079154968,0.07327304780483246
25,1.0,0.0036115662660449743,0.9739999771118164,0.08798158168792725
26,0.96875,0.04179782420396805,0.9721999764442444,0.0895114615559578
27,1.0,0.016028806567192078,0.9710000157356262,0.09411308169364929
28,1.0,0.002575123216956854,0.9747999906539917,0.08238540589809418
29,0.96875,0.054685816168785095,0.9747999906539917,0.082412950694561
