,acc_1,acc_2,acc_3,acc_ensemble,loss_1,loss_2,loss_3
0,0.49749999999999994,0.44499999999999995,0.46749999999999997,0.5549999999999999,499.0683898925781,363.45684814453125,517.5587158203125
1,0.5599999999999999,0.5575,0.535,0.6249999999999999,325.8321533203125,267.2146301269531,274.60418701171875
2,0.5574999999999999,0.5425000000000001,0.5700000000000001,0.6224999999999998,123.68002319335938,165.83140563964844,212.9140167236328
3,0.61,0.5675000000000001,0.5599999999999998,0.675,120.84960174560547,127.88441467285156,155.9326934814453
4,0.6300000000000001,0.5700000000000001,0.6174999999999999,0.675,136.41644287109375,69.15182495117188,36.8651008605957
5,0.645,0.6525000000000001,0.6124999999999999,0.7025,95.80636596679688,84.20791625976562,114.73357391357422
6,0.6525,0.615,0.6325000000000001,0.7350000000000001,88.17929077148438,89.20912170410156,106.4327163696289
7,0.6575,0.635,0.6025,0.725,115.9505386352539,68.1969223022461,59.4449462890625
8,0.6775,0.6475,0.6575,0.7275,96.55599212646484,88.75983428955078,87.86836242675781
9,0.6625,0.6575,0.6375,0.74,98.91344451904297,131.6697998046875,86.35972595214844
10,0.7000000000000001,0.625,0.6675000000000001,0.7325,30.092655181884766,80.84501647949219,90.39579772949219
11,0.6799999999999999,0.67,0.67,0.7375,78.81575012207031,117.49504852294922,87.29679870605469
12,0.6849999999999998,0.66,0.6849999999999999,0.7300000000000001,28.242488861083984,76.87004089355469,58.12999725341797
13,0.6975,0.6975,0.6749999999999998,0.7625,75.82093048095703,51.438453674316406,54.169883728027344
14,0.715,0.7025,0.6675,0.7675,67.96476745605469,71.73280334472656,29.15683937072754
15,0.7374999999999999,0.705,0.675,0.7525000000000001,75.89087677001953,103.78973388671875,54.037132263183594
16,0.7125,0.7075,0.685,0.7650000000000001,91.18123626708984,94.836669921875,136.92140197753906
17,0.7525,0.6925000000000001,0.7125000000000001,0.8025,43.519649505615234,55.7507209777832,70.07876586914062
18,0.735,0.7124999999999999,0.7100000000000002,0.7875,83.12210083007812,72.13015747070312,73.9509506225586
19,0.725,0.7100000000000001,0.72,0.7825,51.843345642089844,86.24198913574219,32.83999252319336
20,0.7500000000000001,0.7125,0.725,0.8,39.2491455078125,32.93194580078125,136.58628845214844
21,0.7325,0.7049999999999998,0.6874999999999999,0.7749999999999999,29.06012725830078,33.09272384643555,44.05906295776367
22,0.7675000000000001,0.7175,0.7299999999999999,0.7950000000000002,72.2593765258789,68.55149841308594,46.2575569152832
23,0.7575000000000001,0.7150000000000001,0.73,0.79,22.446060180664062,25.493743896484375,52.6611328125
