,acc_ensemble,acc_1,acc_2,val_acc_ensemble,val_acc_1,val_acc_2,loss_1,loss_2,val_loss_1,val_loss_2
0,1.0,1.0,1.0,0.8942000269889832,0.8937000036239624,0.8849999904632568,0.04289209842681885,0.014692050404846668,0.35356298089027405,0.37616166472435
1,1.0,1.0,1.0,0.9002000093460083,0.8985000252723694,0.8946999907493591,0.005043793469667435,0.004013415426015854,0.3503895103931427,0.3598492443561554
2,1.0,1.0,1.0,0.9000999927520752,0.8989999890327454,0.8964999914169312,0.0019643092527985573,0.0019652745686471462,0.35620439052581787,0.3623068630695343
3,1.0,1.0,1.0,0.9007999897003174,0.8996000289916992,0.8980000019073486,0.0014879432274028659,0.0020306732039898634,0.360275000333786,0.36600327491760254
4,1.0,1.0,1.0,0.901199996471405,0.8988000154495239,0.897599995136261,0.000967851490713656,0.0010286093456670642,0.36601516604423523,0.371798038482666
5,1.0,1.0,1.0,0.9006999731063843,0.8985999822616577,0.8984000086784363,0.001252196030691266,0.0012039521243423223,0.37142109870910645,0.3768945038318634
6,1.0,1.0,1.0,0.8992000222206116,0.8980000019073486,0.897599995136261,0.0008853455074131489,0.0007619588286615908,0.3757302761077881,0.3809662461280823
7,1.0,1.0,1.0,0.899399995803833,0.8988000154495239,0.897599995136261,0.00047640211414545774,0.0005896030925214291,0.37828052043914795,0.38338011503219604
8,1.0,1.0,1.0,0.8996000289916992,0.8974999785423279,0.8973000049591064,0.0005083076539449394,0.0005521012935787439,0.38344520330429077,0.3875419795513153
9,1.0,1.0,1.0,0.9002000093460083,0.8985000252723694,0.8971999883651733,0.00040309340693056583,0.00032571126939728856,0.38606885075569153,0.39033591747283936
