,acc_ensemble,acc_1,acc_2,acc_3,acc_4,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,loss_1,loss_2,loss_3,loss_4,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.9631666541099548,0.9631666541099548,0.9631666541099548,0.9631666541099548,0.9631666541099548,0.9409000277519226,0.9409000277519226,0.9409000277519226,0.9409000277519226,0.9409000277519226,0.15461620688438416,0.10522886365652084,0.11502064764499664,0.13925336301326752,0.1949036866426468,0.1949036866426468,0.1949036866426468,0.1949036866426468
1,0.9852499961853027,0.9852499961853027,0.9852499961853027,0.9852499961853027,0.9852499961853027,0.9531999826431274,0.9531999826431274,0.9531999826431274,0.9531999826431274,0.9531999826431274,0.09151624888181686,0.04643573239445686,0.09537509083747864,0.03652702271938324,0.15363666415214539,0.15363666415214539,0.15363666415214539,0.15363666415214539
2,0.9920833110809326,0.9920833110809326,0.9920833110809326,0.9920833110809326,0.9920833110809326,0.9563000202178955,0.9563000202178955,0.9563000202178955,0.9563000202178955,0.9563000202178955,0.04203846678137779,0.0297692883759737,0.02836812660098076,0.031012073159217834,0.14371678233146667,0.14371678233146667,0.14371678233146667,0.14371678233146667
3,0.9961666464805603,0.9961666464805603,0.9961666464805603,0.9961666464805603,0.9961666464805603,0.9593999981880188,0.9593999981880188,0.9593999981880188,0.9593999981880188,0.9593999981880188,0.016671478748321533,0.018584439530968666,0.012246474623680115,0.018319353461265564,0.13369417190551758,0.13369417190551758,0.13369417190551758,0.13369417190551758
4,0.9975833296775818,0.9975833296775818,0.9975833296775818,0.9975833296775818,0.9975833296775818,0.9577999711036682,0.9577999711036682,0.9577999711036682,0.9577999711036682,0.9577999711036682,0.006707126274704933,0.012576895765960217,0.009117807261645794,0.01705254055559635,0.1370244324207306,0.1370244324207306,0.1370244324207306,0.1370244324207306
5,0.9995833039283752,0.9995833039283752,0.9995833039283752,0.9995833039283752,0.9995833039283752,0.961899995803833,0.961899995803833,0.961899995803833,0.961899995803833,0.961899995803833,0.004671648144721985,0.019634705036878586,0.006612692028284073,0.008207740262150764,0.12847620248794556,0.12847620248794556,0.12847620248794556,0.12847620248794556
6,0.999666690826416,0.999666690826416,0.999666690826416,0.999666690826416,0.999666690826416,0.9610000252723694,0.9610000252723694,0.9610000252723694,0.9610000252723694,0.9610000252723694,0.005248872563242912,0.02922867052257061,0.006914032623171806,0.003970191814005375,0.1311633586883545,0.1311633586883545,0.1311633586883545,0.1311633586883545
7,0.999916672706604,0.999916672706604,0.999916672706604,0.999916672706604,0.999916672706604,0.9617000222206116,0.9617000222206116,0.9617000222206116,0.9617000222206116,0.9617000222206116,0.00915633887052536,0.004536324180662632,0.0065268175676465034,0.0035074420738965273,0.13100673258304596,0.13100673258304596,0.13100673258304596,0.13100673258304596
8,1.0,1.0,1.0,1.0,1.0,0.9624000191688538,0.9624000191688538,0.9624000191688538,0.9624000191688538,0.9624000191688538,0.004252093378454447,0.005662613548338413,0.0022975136525928974,0.005336378235369921,0.1282188892364502,0.1282188892364502,0.1282188892364502,0.1282188892364502
9,1.0,1.0,1.0,1.0,1.0,0.9628000259399414,0.9628000259399414,0.9628000259399414,0.9628000259399414,0.9628000259399414,0.005313583184033632,0.008915391750633717,0.001239073695614934,0.00350094772875309,0.13239988684654236,0.13239988684654236,0.13239988684654236,0.13239988684654236
