,acc,val_acc,loss,val_loss
0,0.9113166928291321,0.9136999845504761,0.1932230293750763,0.2853810787200928
1,0.9234333038330078,0.9217000007629395,0.37255796790122986,0.25603699684143066
2,0.9334333539009094,0.9315999746322632,0.09061659127473831,0.21926741302013397
3,0.9381999969482422,0.9358999729156494,0.1361350268125534,0.2105065882205963
4,0.9395833611488342,0.9369000196456909,0.1650155633687973,0.19837111234664917
5,0.9392333626747131,0.9402999877929688,0.07834892719984055,0.19460298120975494
6,0.944350004196167,0.9417999982833862,0.031993985176086426,0.1845940798521042
7,0.944100022315979,0.9408000111579895,0.06578747183084488,0.18958920240402222
8,0.9473999738693237,0.9424999952316284,0.017885250970721245,0.18360862135887146
9,0.9473000168800354,0.9435999989509583,0.06847256422042847,0.18376734852790833
