,acc_ensemble,acc_1,acc_2,loss_1,loss_2
0,0.5775,0.5325,0.515,100.0612564086914,189.8314208984375
1,0.66,0.6099999999999999,0.5875,91.20140075683594,28.921607971191406
2,0.7424999999999999,0.665,0.6825000000000001,83.08790588378906,138.8632049560547
3,0.7225,0.6849999999999999,0.6725000000000001,89.98057556152344,118.47540283203125
4,0.7775,0.7,0.7225,60.204498291015625,70.85498046875
5,0.7925000000000001,0.7025,0.7524999999999998,74.43545532226562,129.725830078125
6,0.7725,0.7449999999999999,0.7375,33.54778289794922,47.365386962890625
7,0.825,0.74,0.7725000000000001,33.91357421875,88.72434997558594
8,0.8125,0.7574999999999998,0.7600000000000001,14.541128158569336,109.40390014648438
9,0.8350000000000002,0.8125,0.7949999999999999,8.600823402404785,54.14847946166992
10,0.8625,0.8049999999999999,0.7925000000000001,190.2994842529297,35.39979553222656
11,0.825,0.755,0.7925,27.53011703491211,99.64695739746094
12,0.8424999999999999,0.825,0.7775,35.79977798461914,135.23281860351562
13,0.845,0.795,0.8150000000000001,54.645931243896484,55.30223846435547
14,0.845,0.8099999999999999,0.8099999999999999,132.78326416015625,10.270526885986328
15,0.85,0.7825,0.8175000000000001,121.27381896972656,20.98751449584961
16,0.8799999999999999,0.835,0.8400000000000001,13.041735649108887,18.2291316986084
17,0.8749999999999998,0.8325000000000001,0.8299999999999998,39.78564453125,6.754261016845703
18,0.8749999999999998,0.8275,0.8074999999999999,26.024036407470703,34.98369598388672
19,0.8550000000000001,0.82,0.8125,28.345272064208984,30.06744384765625
20,0.8975,0.8549999999999999,0.8674999999999999,5.14411735534668,32.54960632324219
21,0.875,0.8175000000000001,0.8550000000000001,42.40639877319336,21.254562377929688
22,0.8725000000000002,0.835,0.8150000000000001,3.2011260986328125,15.854812622070312
23,0.8899999999999999,0.8300000000000001,0.8550000000000001,0.0,48.805511474609375
24,0.8949999999999998,0.865,0.8474999999999999,76.7493896484375,2.7191200256347656
25,0.8974999999999997,0.8475000000000001,0.8549999999999999,43.15077590942383,98.79658508300781
26,0.9075000000000001,0.8450000000000001,0.845,44.036109924316406,20.786226272583008
27,0.8924999999999998,0.8049999999999999,0.8649999999999999,36.640682220458984,21.130477905273438
28,0.9225,0.8624999999999998,0.865,27.689926147460938,16.69905662536621
29,0.8875,0.8400000000000001,0.85,37.80246353149414,2.895376682281494
30,0.8699999999999999,0.8324999999999999,0.8575000000000002,50.30531311035156,8.765129089355469
31,0.9075000000000001,0.8275,0.8450000000000001,42.4616813659668,35.645782470703125
32,0.905,0.8574999999999999,0.875,19.489803314208984,25.74383544921875
33,0.885,0.8149999999999998,0.8699999999999999,58.19042205810547,38.61672592163086
34,0.9025000000000001,0.8700000000000001,0.86,14.599129676818848,14.62813663482666
35,0.9075,0.8850000000000001,0.8625,52.013824462890625,34.69676208496094
36,0.8975,0.8025,0.8550000000000001,27.733184814453125,8.761205673217773
37,0.9000000000000001,0.8274999999999999,0.89,6.624495506286621,6.27586030960083
38,0.875,0.805,0.8825000000000001,11.971342086791992,23.118736267089844
39,0.8925000000000001,0.86,0.8375000000000001,0.7310938835144043,19.35862922668457
40,0.9225,0.9025000000000001,0.8975000000000002,12.602241516113281,0.03446483612060547
41,0.9075,0.8799999999999999,0.89,14.715036392211914,24.644893646240234
42,0.9274999999999999,0.8825,0.8999999999999998,3.06197452545166,7.4647016525268555
43,0.9374999999999998,0.8899999999999999,0.915,0.0,2.856593132019043
44,0.945,0.9049999999999999,0.9325000000000001,6.116034984588623,6.6701178550720215
45,0.9424999999999999,0.9125,0.9200000000000002,14.187259674072266,1.7778239250183105
46,0.9524999999999999,0.9125,0.9174999999999999,2.106457233428955,1.512568473815918
47,0.9424999999999999,0.9125,0.9175000000000001,0.39548826217651367,4.14479398727417
48,0.9399999999999998,0.9225,0.925,5.245845794677734,0.0
49,0.945,0.9225,0.9275,7.190520286560059,4.159345626831055
50,0.945,0.9175000000000001,0.9225000000000001,0.01602911949157715,1.1618566513061523
51,0.945,0.9225000000000001,0.9200000000000002,0.0,4.6779608726501465
52,0.9475,0.925,0.915,1.2695446014404297,0.0
53,0.95,0.925,0.915,14.6211519241333,3.593573570251465
54,0.95,0.925,0.9200000000000002,0.0,0.8351292610168457
55,0.95,0.925,0.9175000000000001,1.0723333358764648,9.881424903869629
56,0.95,0.925,0.915,5.252856731414795,1.3011951446533203
57,0.95,0.925,0.915,1.99017333984375,7.857614994049072
58,0.95,0.925,0.915,12.54688835144043,4.295567512512207
59,0.95,0.925,0.915,12.881518363952637,4.598878860473633
