,acc,loss,val_acc,val_loss
0,0.17300625145435333,4.717352867126465,0.15988749265670776,4.968576431274414
1,0.418031245470047,0.6477532982826233,0.4003937542438507,3.7899398803710938
2,0.5827624797821045,0.6181867122650146,0.5690749883651733,2.8880503177642822
3,0.6566187739372253,0.2348221242427826,0.642356276512146,2.407982110977173
4,0.6926624774932861,0.35598593950271606,0.6799749732017517,2.0924086570739746
5,0.7246187329292297,0.031129460781812668,0.7100625038146973,1.889168381690979
6,0.7411437630653381,0.016591882333159447,0.7269750237464905,1.7737675905227661
7,0.7524187564849854,0.42369693517684937,0.7395812273025513,1.6884994506835938
8,0.7718999981880188,0.021745216101408005,0.7587687373161316,1.608182668685913
9,0.7726937532424927,0.01183210127055645,0.7598749995231628,1.5731292963027954
10,0.770924985408783,1.884183645248413,0.7589374780654907,1.5430964231491089
11,0.7746687531471252,0.014440527185797691,0.7628812789916992,1.5103933811187744
12,0.7753875255584717,0.010372582823038101,0.7618187665939331,1.4879978895187378
13,0.7587000131607056,0.010582813061773777,0.7444312572479248,1.494765043258667
14,0.7837250232696533,0.01144082099199295,0.7714312672615051,1.4224908351898193
