,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_acc_5,train_acc_6,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,train_loss_4,train_loss_5,train_loss_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6
0,0.96875,0.78125,0.75,0.90625,0.625,0.90625,0.125,1.9120913743972778,3.193552255630493,3.011263370513916,2.380594253540039,3.6273365020751953,2.8085451126098633,0.3826124966144562,0.3826124966144562,0.3826124966144562,0.3826124966144562,0.3826124966144562,0.3826124966144562,0.3826124966144562,4.094563961029053,4.094563961029053,4.094563961029053,4.094563961029053,4.094563961029053,4.094563961029053
1,1.0,1.0,1.0,0.96875,1.0,0.90625,0.15625,1.5370633602142334,1.8701075315475464,1.9658007621765137,2.442445755004883,1.6562705039978027,2.152536392211914,0.564731240272522,0.564731240272522,0.564731240272522,0.564731240272522,0.564731240272522,0.564731240272522,0.564731240272522,3.40051531791687,3.40051531791687,3.40051531791687,3.40051531791687,3.40051531791687,3.40051531791687
2,0.59375,0.9375,0.96875,0.59375,0.9375,1.0,0.3125,3.593240261077881,2.0206947326660156,1.4672811031341553,3.593240261077881,2.459707736968994,1.0718423128128052,0.5817499756813049,0.5817499756813049,0.5817499756813049,0.5817499756813049,0.5817499756813049,0.5817499756813049,0.5817499756813049,3.219834327697754,3.219834327697754,3.219834327697754,3.219834327697754,3.219834327697754,3.219834327697754
3,1.0,0.96875,1.0,1.0,1.0,1.0,0.125,0.834454357624054,1.2752628326416016,1.4191944599151611,0.9209626913070679,1.129267692565918,0.9455036520957947,0.5727187395095825,0.5727187395095825,0.5727187395095825,0.5727187395095825,0.5727187395095825,0.5727187395095825,0.5727187395095825,3.1512279510498047,3.1512279510498047,3.1512279510498047,3.1512279510498047,3.1512279510498047,3.1512279510498047
4,1.0,1.0,1.0,1.0,0.96875,0.9375,0.25,0.7823315858840942,0.7101637721061707,0.9199473857879639,1.2624037265777588,1.3068797588348389,1.837432622909546,0.5538312792778015,0.5538312792778015,0.5538312792778015,0.5538312792778015,0.5538312792778015,0.5538312792778015,0.5538312792778015,3.137148380279541,3.137148380279541,3.137148380279541,3.137148380279541,3.137148380279541,3.137148380279541
5,0.96875,1.0,1.0,1.0,1.0,0.96875,0.1875,1.0922629833221436,0.7722480893135071,0.8406773805618286,0.741873562335968,0.7102334499359131,0.8780746459960938,0.5361875295639038,0.5361875295639038,0.5361875295639038,0.5361875295639038,0.5361875295639038,0.5361875295639038,0.5361875295639038,3.127774715423584,3.127774715423584,3.127774715423584,3.127774715423584,3.127774715423584,3.127774715423584
6,1.0,0.625,1.0,1.0,1.0,1.0,0.15625,0.725777804851532,2.8551063537597656,0.6470921039581299,0.500355064868927,0.5118954181671143,0.5856269598007202,0.5184062719345093,0.5184062719345093,0.5184062719345093,0.5184062719345093,0.5184062719345093,0.5184062719345093,0.5184062719345093,3.1308913230895996,3.1308913230895996,3.1308913230895996,3.1308913230895996,3.1308913230895996,3.1308913230895996
7,0.96875,0.96875,1.0,1.0,1.0,1.0,0.1875,0.6796674728393555,0.787293553352356,0.5163087248802185,0.584060549736023,0.6250298023223877,0.7240625023841858,0.5057874917984009,0.5057874917984009,0.5057874917984009,0.5057874917984009,0.5057874917984009,0.5057874917984009,0.5057874917984009,3.1279757022857666,3.1279757022857666,3.1279757022857666,3.1279757022857666,3.1279757022857666,3.1279757022857666
8,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4647415280342102,0.43866944313049316,0.4407367408275604,0.44885018467903137,0.6765064001083374,0.5291012525558472,0.4923812448978424,0.4923812448978424,0.4923812448978424,0.4923812448978424,0.4923812448978424,0.4923812448978424,0.4923812448978424,3.1339309215545654,3.1339309215545654,3.1339309215545654,3.1339309215545654,3.1339309215545654,3.1339309215545654
9,1.0,1.0,1.0,1.0,0.21875,1.0,0.15625,0.6009349822998047,0.3467402458190918,0.42979827523231506,0.35691511631011963,3.9247987270355225,0.48022517561912537,0.48295000195503235,0.48295000195503235,0.48295000195503235,0.48295000195503235,0.48295000195503235,0.48295000195503235,0.48295000195503235,3.132075309753418,3.132075309753418,3.132075309753418,3.132075309753418,3.132075309753418,3.132075309753418
10,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.8052635192871094,0.35416868329048157,0.38120636343955994,0.34398436546325684,0.41308945417404175,0.29154348373413086,0.47783124446868896,0.47783124446868896,0.47783124446868896,0.47783124446868896,0.47783124446868896,0.47783124446868896,0.47783124446868896,3.1141130924224854,3.1141130924224854,3.1141130924224854,3.1141130924224854,3.1141130924224854,3.1141130924224854
11,1.0,0.96875,1.0,0.96875,0.9375,0.96875,0.0625,0.3238987326622009,1.2437446117401123,0.29819273948669434,0.517713189125061,0.6749573945999146,1.2437446117401123,0.4709624946117401,0.4709624946117401,0.4709624946117401,0.4709624946117401,0.4709624946117401,0.4709624946117401,0.4709624946117401,3.1107215881347656,3.1107215881347656,3.1107215881347656,3.1107215881347656,3.1107215881347656,3.1107215881347656
12,1.0,1.0,1.0,1.0,1.0,1.0,0.21875,0.32199639081954956,0.35531967878341675,0.4007341265678406,0.3904605507850647,0.24870096147060394,0.9175828695297241,0.467974990606308,0.467974990606308,0.467974990606308,0.467974990606308,0.467974990606308,0.467974990606308,0.467974990606308,3.0966367721557617,3.0966367721557617,3.0966367721557617,3.0966367721557617,3.0966367721557617,3.0966367721557617
13,0.96875,1.0,1.0,1.0,1.0,1.0,0.15625,0.3986397385597229,0.26652464270591736,0.2612868547439575,0.2899016737937927,0.24258801341056824,0.24972686171531677,0.4657374918460846,0.4657374918460846,0.4657374918460846,0.4657374918460846,0.4657374918460846,0.4657374918460846,0.4657374918460846,3.0806453227996826,3.0806453227996826,3.0806453227996826,3.0806453227996826,3.0806453227996826,3.0806453227996826
14,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.45366227626800537,0.2316264808177948,0.2753117084503174,0.6168522834777832,0.3727816939353943,0.3965434432029724,0.46412500739097595,0.46412500739097595,0.46412500739097595,0.46412500739097595,0.46412500739097595,0.46412500739097595,0.46412500739097595,3.0671913623809814,3.0671913623809814,3.0671913623809814,3.0671913623809814,3.0671913623809814,3.0671913623809814
