,train_acc_1,train_acc_2,train_acc_ensemble,train_loss_1,train_loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.96875,0.84375,0.625,0.0822661966085434,0.5738688707351685,0.9182999730110168,0.9157000184059143,0.9291999936103821,0.2681499421596527,0.2718943953514099
1,0.9375,0.96875,0.5,0.19589516520500183,0.048576366156339645,0.9305999875068665,0.9240999817848206,0.9394999742507935,0.22520649433135986,0.2441565990447998
2,1.0,0.875,0.625,0.049703408032655716,0.35253703594207764,0.9352999925613403,0.9380000233650208,0.946399986743927,0.20922502875328064,0.1959003210067749
3,0.875,0.9375,0.6875,0.3121807277202606,0.2592678964138031,0.9399999976158142,0.942300021648407,0.9484000205993652,0.19593749940395355,0.18708966672420502
4,1.0,1.0,0.40625,0.035092152655124664,0.008179880678653717,0.9420999884605408,0.9476000070571899,0.9490000009536743,0.18684937059879303,0.17165856063365936
5,1.0,1.0,0.65625,0.013597831130027771,0.007548610679805279,0.9430000185966492,0.9434999823570251,0.9496999979019165,0.17579114437103271,0.1884094923734665
6,0.9375,1.0,0.53125,0.2677209973335266,0.011529913172125816,0.9419000148773193,0.9496999979019165,0.9501000046730042,0.1904609352350235,0.16800235211849213
7,1.0,1.0,0.5,0.031449608504772186,0.027482841163873672,0.9430999755859375,0.9424999952316284,0.9514999985694885,0.18376880884170532,0.18422500789165497
8,1.0,0.96875,0.6875,0.005388148128986359,0.21362367272377014,0.9476000070571899,0.9478999972343445,0.9524000287055969,0.17240068316459656,0.16931453347206116
9,1.0,1.0,0.5625,0.0021480245050042868,0.006097499281167984,0.9469000101089478,0.9498999714851379,0.9520999789237976,0.1758212447166443,0.17207960784435272
10,1.0,1.0,0.5625,0.0030547743663191795,0.004339043982326984,0.9491000175476074,0.9490000009536743,0.9520000219345093,0.16870872676372528,0.17208561301231384
11,1.0,1.0,0.5625,0.006577651482075453,0.001675175502896309,0.9451000094413757,0.953499972820282,0.9516000151634216,0.187898650765419,0.161047101020813
12,1.0,1.0,0.5,0.022391963750123978,0.0028918213210999966,0.9498999714851379,0.9509000182151794,0.9538000226020813,0.1766480952501297,0.17187166213989258
13,1.0,1.0,0.34375,0.00531285023316741,0.006483024451881647,0.9502999782562256,0.9519000053405762,0.9526000022888184,0.1742885559797287,0.1682417243719101
14,0.96875,1.0,0.625,0.08839579671621323,0.003856670344248414,0.9502999782562256,0.9516000151634216,0.9546999931335449,0.17201386392116547,0.1650543510913849
