,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_loss_1,train_loss_2,train_loss_3,train_loss_4,val_acc,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_loss_1,val_loss_2,val_loss_3,val_loss_4
5,0.9375,0.96875,0.875,0.96875,0.3963526487350464,0.30350619554519653,0.48934805393218994,0.3693512976169586,0.9480000138282776,0.9380000233650208,0.9363999962806702,0.9399999976158142,0.9394000172615051,0.31921374797821045,0.31903043389320374,0.3120977580547333,0.31025010347366333
6,0.96875,0.96875,0.78125,0.96875,0.3197392225265503,0.2868284583091736,0.688141405582428,0.20482322573661804,0.9491999745368958,0.9416999816894531,0.9437999725341797,0.9422000050544739,0.9409999847412109,0.28543099761009216,0.28472745418548584,0.284610390663147,0.2883567810058594
7,0.9375,1.0,0.96875,0.96875,0.4870116710662842,0.16135886311531067,0.2812931537628174,0.2665656805038452,0.9513000249862671,0.9423999786376953,0.9467999935150146,0.9434999823570251,0.944599986076355,0.26812824606895447,0.26959067583084106,0.2827262580394745,0.27244478464126587
8,0.9375,0.9375,0.96875,1.0,0.2286624014377594,0.33078569173812866,0.25533103942871094,0.09215141087770462,0.9506999850273132,0.9455000162124634,0.9458000063896179,0.9427000284194946,0.9442999958992004,0.2570982277393341,0.25683870911598206,0.2620396912097931,0.2573486268520355
9,1.0,0.9375,0.90625,1.0,0.15788871049880981,0.35318177938461304,0.3254791498184204,0.12669101357460022,0.9496999979019165,0.9434999823570251,0.9463000297546387,0.942300021648407,0.9442999958992004,0.2509254515171051,0.2452438473701477,0.25716856122016907,0.255707323551178
10,1.0,1.0,0.8125,1.0,0.1325663924217224,0.14452999830245972,0.5492910146713257,0.13951247930526733,0.9521999955177307,0.9448999762535095,0.947700023651123,0.9460999965667725,0.9455000162124634,0.24047744274139404,0.24059298634529114,0.2412945032119751,0.23688578605651855
11,0.9375,1.0,1.0,0.9375,0.16736987233161926,0.10666664689779282,0.06870526075363159,0.3111812472343445,0.9517999887466431,0.9463000297546387,0.9470999836921692,0.9463000297546387,0.9460999965667725,0.2280387133359909,0.22963237762451172,0.2333747297525406,0.23382709920406342
12,0.96875,1.0,0.96875,1.0,0.15926271677017212,0.11224489659070969,0.1762005239725113,0.1390725076198578,0.9534000158309937,0.9474999904632568,0.949400007724762,0.9480000138282776,0.9460999965667725,0.22265078127384186,0.22164487838745117,0.22478340566158295,0.22880004346370697
13,1.0,1.0,1.0,1.0,0.06993125379085541,0.06979506462812424,0.07224896550178528,0.05908762663602829,0.9535999894142151,0.9472000002861023,0.9466000199317932,0.9505000114440918,0.9465000033378601,0.21669988334178925,0.2143680900335312,0.21268786489963531,0.21940407156944275
14,1.0,0.9375,1.0,0.875,0.10577161610126495,0.179591566324234,0.07323138415813446,0.45030707120895386,0.9549999833106995,0.9495000243186951,0.9501000046730042,0.9470999836921692,0.9474999904632568,0.2145461142063141,0.210464745759964,0.21826982498168945,0.21749435365200043
15,0.96875,1.0,0.9375,1.0,0.11174292862415314,0.11245819181203842,0.2700137495994568,0.056292541325092316,0.9545999765396118,0.9492999911308289,0.9503999948501587,0.9485999941825867,0.9488999843597412,0.20592956244945526,0.20847292244434357,0.2128867655992508,0.20676806569099426
16,0.96875,1.0,1.0,1.0,0.18700197339057922,0.0769180878996849,0.06811533123254776,0.08991588652133942,0.9539999961853027,0.9480000138282776,0.9498999714851379,0.9521999955177307,0.9485999941825867,0.20454232394695282,0.19764408469200134,0.1988886147737503,0.20539765059947968
17,1.0,1.0,1.0,1.0,0.060127515345811844,0.057238612323999405,0.09549345821142197,0.04566546529531479,0.9538000226020813,0.9491999745368958,0.9470999836921692,0.949400007724762,0.9484000205993652,0.1998542994260788,0.20478445291519165,0.20430104434490204,0.20374120771884918
18,1.0,1.0,1.0,1.0,0.2344321310520172,0.07383131980895996,0.06153064966201782,0.047949086874723434,0.9539999961853027,0.9480999708175659,0.9480999708175659,0.951200008392334,0.9467999935150146,0.20328731834888458,0.2002161145210266,0.1964987963438034,0.20476318895816803
19,1.0,1.0,1.0,1.0,0.07683078944683075,0.08291865885257721,0.04402727633714676,0.061467040330171585,0.9541000127792358,0.9506999850273132,0.9501000046730042,0.9514999985694885,0.9480999708175659,0.19813184440135956,0.19129276275634766,0.19229352474212646,0.19953776895999908
20,1.0,1.0,1.0,1.0,0.037927255034446716,0.049836911261081696,0.031753797084093094,0.042139992117881775,0.9549000263214111,0.949400007724762,0.9498999714851379,0.9521999955177307,0.947700023651123,0.1977194994688034,0.18986231088638306,0.19021181762218475,0.20250026881694794
21,1.0,1.0,1.0,1.0,0.039396982640028,0.0424196757376194,0.05355799198150635,0.04915130138397217,0.9549999833106995,0.9488000273704529,0.9487000107765198,0.9513999819755554,0.945900022983551,0.19409909844398499,0.19203008711338043,0.18726897239685059,0.19954116642475128
22,0.96875,1.0,1.0,1.0,0.11603525280952454,0.06943373382091522,0.03916566073894501,0.028324462473392487,0.9535999894142151,0.9492999911308289,0.9485999941825867,0.9491000175476074,0.9473000168800354,0.19270338118076324,0.19262777268886566,0.1872919648885727,0.1932378113269806
23,1.0,1.0,1.0,1.0,0.04717383161187172,0.049835070967674255,0.03807302564382553,0.02780490182340145,0.9538999795913696,0.9477999806404114,0.951200008392334,0.9492999911308289,0.9484999775886536,0.19297286868095398,0.18815219402313232,0.19087055325508118,0.19066102802753448
24,0.96875,1.0,1.0,0.96875,0.10137350857257843,0.07489612698554993,0.06768132001161575,0.1602155864238739,0.9545000195503235,0.9506999850273132,0.9480999708175659,0.9485999941825867,0.9470999836921692,0.18773193657398224,0.19006432592868805,0.18665452301502228,0.19092735648155212
25,1.0,1.0,1.0,1.0,0.02631993219256401,0.06829330325126648,0.03753579035401344,0.02241043746471405,0.954800009727478,0.9484999775886536,0.9488999843597412,0.9532999992370605,0.9506000280380249,0.1921098828315735,0.1823602169752121,0.17877288162708282,0.18376339972019196
26,1.0,1.0,1.0,1.0,0.04210946336388588,0.03746490553021431,0.036968130618333817,0.026716116815805435,0.9546999931335449,0.9491000175476074,0.9501000046730042,0.949999988079071,0.948199987411499,0.18686361610889435,0.18282538652420044,0.1829286515712738,0.18769295513629913
