,acc,val_acc,loss,val_loss
0,0.5730000138282776,0.550000011920929,1.0944063663482666,1.25971519947052
1,0.6859999895095825,0.6524999737739563,1.033706545829773,0.9424363970756531
2,0.7390000224113464,0.7024999856948853,0.6857157945632935,0.8651958703994751
3,0.777999997138977,0.7641000151634216,0.651557445526123,0.6451472640037537
4,0.8130000233650208,0.7946000099182129,0.4331393241882324,0.5180231332778931
5,0.8489999771118164,0.7864000201225281,0.3752604126930237,0.6613079309463501
6,0.8690000176429749,0.8055999875068665,0.3505966067314148,0.5379250645637512
7,0.875,0.8327999711036682,0.20606118440628052,0.496093213558197
8,0.9210000038146973,0.8313000202178955,0.39420050382614136,0.39999866485595703
9,0.921999990940094,0.8374999761581421,0.24676896631717682,0.522786557674408
10,0.9110000133514404,0.8389999866485596,0.17005498707294464,0.4789261221885681
11,0.9240000247955322,0.8497999906539917,0.16536827385425568,0.44923022389411926
12,0.9380000233650208,0.8478000164031982,0.1373050957918167,0.46270665526390076
13,0.949999988079071,0.8555999994277954,0.06683671474456787,0.48464709520339966
14,0.9599999785423279,0.862500011920929,0.158607617020607,0.419381707906723
15,0.9509999752044678,0.854200005531311,0.060220975428819656,0.4347008466720581
16,0.9769999980926514,0.8664000034332275,0.09058205038309097,0.3481317460536957
17,0.9660000205039978,0.8600999712944031,0.07731078565120697,0.41576260328292847
18,0.9760000109672546,0.8621000051498413,0.13838878273963928,0.5189874172210693
19,0.9750000238418579,0.8705999851226807,0.15825670957565308,0.43134528398513794
20,0.9750000238418579,0.8669999837875366,0.08097419142723083,0.46180260181427
21,0.9750000238418579,0.8707000017166138,0.07537364214658737,0.4432111382484436
22,0.9660000205039978,0.8654000163078308,0.051966577768325806,0.47249847650527954
23,0.9750000238418579,0.8684999942779541,0.04925346374511719,0.4305785894393921
24,0.9760000109672546,0.869700014591217,0.06443465501070023,0.5924292206764221
25,0.9760000109672546,0.8740000128746033,0.13030843436717987,0.39331358671188354
26,0.984000027179718,0.8776999711990356,0.029591236263513565,0.5112429261207581
27,0.9810000061988831,0.867900013923645,0.09518037736415863,0.4666900336742401
28,0.9800000190734863,0.8737000226974487,0.06326843798160553,0.43868783116340637
29,0.9779999852180481,0.8726000189781189,0.030439764261245728,0.5975046157836914
30,0.9879999756813049,0.8719000220298767,0.06106172129511833,0.6652951240539551
31,0.9829999804496765,0.8671000003814697,0.020861756056547165,0.5348940491676331
32,0.9890000224113464,0.8773000240325928,0.07269461452960968,0.6076347827911377
33,0.9829999804496765,0.875,0.07647818326950073,0.7149818539619446
34,0.9769999980926514,0.8708999752998352,0.04538523405790329,0.5350661277770996
35,0.9919999837875366,0.8730000257492065,0.037252943962812424,0.6187650561332703
36,0.9929999709129333,0.8776999711990356,0.05736197158694267,0.4940745234489441
37,0.9909999966621399,0.869700014591217,0.033859215676784515,0.4726564884185791
38,0.9789999723434448,0.8661999702453613,0.04643269628286362,0.5520884990692139
39,0.9919999837875366,0.8711000084877014,0.028610985726118088,0.6044837832450867
40,0.996999979019165,0.8776000142097473,0.0695619285106659,0.4888960123062134
41,0.9919999837875366,0.8741999864578247,0.08700267225503922,0.5315271019935608
42,0.9919999837875366,0.8792999982833862,0.033701539039611816,0.4477841258049011
43,0.9929999709129333,0.8794999718666077,0.02138548344373703,0.5376296043395996
44,0.9940000176429749,0.8805000185966492,0.004889370873570442,0.4783957004547119
45,0.9919999837875366,0.8806999921798706,0.011578651145100594,0.4981498420238495
46,0.9829999804496765,0.8658999800682068,0.10032180696725845,0.6655835509300232
47,0.9959999918937683,0.8799999952316284,0.02553807571530342,0.5488176345825195
48,0.9940000176429749,0.8823000192642212,0.032671283930540085,0.534157395362854
49,0.9940000176429749,0.8751999735832214,0.015095404349267483,0.513526976108551
50,0.9940000176429749,0.8858000040054321,0.030111068859696388,0.44204628467559814
51,0.9980000257492065,0.890999972820282,0.0003611552529036999,0.48604390025138855
52,1.0,0.8964999914169312,0.0009138549212366343,0.5192257165908813
53,1.0,0.8968999981880188,0.0005161145818419755,0.46507954597473145
54,1.0,0.8981000185012817,0.0022614963818341494,0.473105251789093
55,1.0,0.8989999890327454,0.00025910310796462,0.47139784693717957
