epoch,train_acc,train_loss,val_acc,val_loss
0,0.75,0.964849591255188,0.8878999948501587,0.7661441564559937
1,0.875,0.7611821889877319,0.9160000085830688,0.6147423982620239
2,0.9375,0.5350470542907715,0.9240000247955322,0.5388131141662598
3,0.90625,0.5059622526168823,0.9319999814033508,0.47267475724220276
4,0.96875,0.3520174026489258,0.9358999729156494,0.4305844306945801
5,0.96875,0.3927440643310547,0.9380000233650208,0.39289700984954834
6,1.0,0.25562307238578796,0.9394999742507935,0.3693470358848572
7,0.9375,0.4448379874229431,0.9434999823570251,0.3392353951931
8,0.96875,0.32873064279556274,0.9467999935150146,0.32272857427597046
9,0.84375,0.7299412488937378,0.9442999958992004,0.30467724800109863
10,1.0,0.17336499691009521,0.9469000101089478,0.28619033098220825
11,1.0,0.17756718397140503,0.948199987411499,0.27777695655822754
12,0.90625,0.43679749965667725,0.9472000002861023,0.2676789164543152
13,0.96875,0.1949653923511505,0.9483000040054321,0.2608330249786377
14,1.0,0.14753587543964386,0.9459999799728394,0.25127503275871277
15,0.96875,0.14798158407211304,0.949400007724762,0.23740173876285553
16,0.90625,0.40853583812713623,0.9480000138282776,0.2368791550397873
17,1.0,0.1420256346464157,0.947700023651123,0.23387841880321503
18,1.0,0.11612886190414429,0.9495999813079834,0.22381442785263062
19,1.0,0.0863131582736969,0.951200008392334,0.21701103448867798
20,1.0,0.06812338531017303,0.9502000212669373,0.2127419263124466
21,1.0,0.060859065502882004,0.9463000297546387,0.22103790938854218
22,1.0,0.04230964556336403,0.9491000175476074,0.21098296344280243
23,1.0,0.05901560187339783,0.948199987411499,0.20250673592090607
24,0.96875,0.16518034040927887,0.9509999752044678,0.19472751021385193
25,1.0,0.09725230932235718,0.9506999850273132,0.20183899998664856
26,1.0,0.05210714787244797,0.9488999843597412,0.1999134123325348
27,1.0,0.0738447904586792,0.9502999782562256,0.19457674026489258
28,1.0,0.05795888230204582,0.9492999911308289,0.1952453851699829
29,1.0,0.025756411254405975,0.9501000046730042,0.19041042029857635
