,train_acc,train_loss,val_acc,val_loss
0,0.34375,3.851055145263672,0.4841125011444092,3.4022703170776367
1,0.78125,2.9305715560913086,0.7514749765396118,2.4806571006774902
2,0.8125,2.3058841228485107,0.841112494468689,2.026914358139038
3,0.75,2.685476779937744,0.871025025844574,1.774105429649353
4,0.90625,1.8165972232818604,0.8904250264167786,1.5771162509918213
5,0.96875,1.1311869621276855,0.9022625088691711,1.434253454208374
6,1.0,1.1502573490142822,0.9100250005722046,1.3096177577972412
7,1.0,0.8364832997322083,0.9165250062942505,1.214678168296814
8,1.0,1.1264457702636719,0.9164249897003174,1.1646591424942017
9,1.0,0.686935305595398,0.9147375226020813,1.1308077573776245
10,0.96875,1.032752275466919,0.9125999808311462,1.0964566469192505
11,1.0,0.48294538259506226,0.9125999808311462,1.0609074831008911
12,1.0,0.5535459518432617,0.9121749997138977,1.0380722284317017
13,1.0,0.34614840149879456,0.9097999930381775,1.0222269296646118
14,1.0,0.6842091083526611,0.9094125032424927,1.0070197582244873
