,acc_1,acc_2,acc_ensemble,loss_1,loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.9186333417892456,0.9212333559989929,0.9249666929244995,0.23548239469528198,0.1432192623615265,0.9133999943733215,0.916700005531311,0.9205999970436096,0.2676832377910614,0.2612142562866211
1,0.9346166849136353,0.9380666613578796,0.9428166747093201,0.04201076924800873,0.3810848593711853,0.932200014591217,0.9341999888420105,0.9387000203132629,0.22189602255821228,0.21220502257347107
2,0.9428499937057495,0.9458500146865845,0.9471833109855652,0.013645353727042675,0.08460414409637451,0.9390000104904175,0.941100001335144,0.9417999982833862,0.19306719303131104,0.1908882111310959
3,0.9494333267211914,0.9505500197410583,0.9524166584014893,0.0207290668040514,0.03131929412484169,0.9478999972343445,0.9469000101089478,0.9488999843597412,0.16851477324962616,0.1720195859670639
4,0.9455500245094299,0.9375666379928589,0.9435833096504211,0.04600786417722702,0.48889774084091187,0.9412000179290771,0.9326000213623047,0.9388999938964844,0.1990966945886612,0.22204875946044922
5,0.9457499980926514,0.9454833269119263,0.9480833411216736,0.007218003738671541,0.03058210015296936,0.9422000050544739,0.9412999749183655,0.9440000057220459,0.1936252862215042,0.19770465791225433
6,0.9455500245094299,0.9464166760444641,0.9477499723434448,0.007942814379930496,0.026508670300245285,0.9426000118255615,0.9427000284194946,0.9449999928474426,0.19088877737522125,0.19294069707393646
7,0.9511666893959045,0.9514166712760925,0.9525166749954224,0.006445733364671469,0.6286971569061279,0.9466000199317932,0.9466999769210815,0.9472000002861023,0.1821926236152649,0.18164165318012238
8,0.9466999769210815,0.9446166753768921,0.9474666714668274,0.00547481793910265,0.007618440315127373,0.9420999884605408,0.942799985408783,0.9438999891281128,0.19992899894714355,0.2047453373670578
9,0.9464333057403564,0.9484833478927612,0.94964998960495,0.019055766984820366,0.007882189005613327,0.942799985408783,0.9444000124931335,0.9456999897956848,0.20177890360355377,0.19477680325508118
10,0.9480500221252441,0.9447000026702881,0.9485666751861572,0.07004856318235397,0.001465218374505639,0.9451000094413757,0.9447000026702881,0.9463000297546387,0.19730298221111298,0.20317207276821136
11,0.9437166452407837,0.934149980545044,0.941349983215332,0.000957424403168261,0.014989078044891357,0.9397000074386597,0.9304999709129333,0.9376999735832214,0.21588876843452454,0.25399675965309143
12,0.9532833099365234,0.949150025844574,0.9529500007629395,0.010205983184278011,0.0038227972108870745,0.9465000033378601,0.9430000185966492,0.9455000162124634,0.20209753513336182,0.22146613895893097
13,0.9435166716575623,0.9451000094413757,0.9465500116348267,0.0017693182453513145,0.002424116712063551,0.9384999871253967,0.9380000233650208,0.9408000111579895,0.23746450245380402,0.2326195240020752
14,0.9469500184059143,0.9467333555221558,0.9487000107765198,0.013228223659098148,0.0022436792496591806,0.9438999891281128,0.9405999779701233,0.9445000290870667,0.2157568335533142,0.2222384810447693
