,acc_ensemble,acc_1,acc_2,acc_3,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,loss_1,loss_2,loss_3,val_loss_1,val_loss_2,val_loss_3
0,0.9427666664123535,0.9277833104133606,0.9299833178520203,0.9315333366394043,0.941100001335144,0.9283000230789185,0.9294000267982483,0.9305999875068665,0.22796159982681274,0.23768329620361328,0.36625391244888306,0.23541216552257538,0.2373727560043335,0.22319628298282623
1,0.9572166800498962,0.9462500214576721,0.9440500140190125,0.9446499943733215,0.953499972820282,0.9426000118255615,0.9430000185966492,0.9394000172615051,0.17012417316436768,0.29975399374961853,0.24470165371894836,0.18999536335468292,0.19015607237815857,0.1939840465784073
2,0.964733362197876,0.951533317565918,0.9557666778564453,0.9534833431243896,0.9598000049591064,0.9495000243186951,0.951200008392334,0.946399986743927,0.23834292590618134,0.26495563983917236,0.06666308641433716,0.16944706439971924,0.1729065477848053,0.1743559092283249
3,0.9671499729156494,0.9569500088691711,0.9590166807174683,0.9611333608627319,0.9616000056266785,0.9532999992370605,0.9523000121116638,0.9553999900817871,0.06312630325555801,0.1411050707101822,0.13244284689426422,0.15528562664985657,0.14907582104206085,0.14640839397907257
4,0.9717000126838684,0.9614499807357788,0.9623166918754578,0.9635833501815796,0.9657999873161316,0.9559999704360962,0.9584000110626221,0.9577999711036682,0.09122626483440399,0.03021235577762127,0.0903882086277008,0.14174331724643707,0.13675202429294586,0.13605448603630066
5,0.9745000004768372,0.9632166624069214,0.9649500250816345,0.9676499962806702,0.9686999917030334,0.9575999975204468,0.9616000056266785,0.9593999981880188,0.06412690132856369,0.034773584455251694,0.02141103334724903,0.1388189196586609,0.13107511401176453,0.12694448232650757
6,0.9748166799545288,0.9673500061035156,0.9668333530426025,0.9664499759674072,0.9693999886512756,0.9614999890327454,0.9605000019073486,0.9609000086784363,0.12918910384178162,0.10336949676275253,0.06492645293474197,0.12634660303592682,0.12758302688598633,0.1282382607460022
7,0.9780666828155518,0.9694333076477051,0.9682000279426575,0.9708999991416931,0.9707000255584717,0.9625999927520752,0.9616000056266785,0.9642000198364258,0.03951335698366165,0.02280234731733799,0.35509806871414185,0.11702519655227661,0.12460998445749283,0.12168823182582855
8,0.9794833064079285,0.97079998254776,0.9698166847229004,0.9718000292778015,0.9715999960899353,0.9635999798774719,0.963699996471405,0.9653000235557556,0.014800569042563438,0.022834129631519318,0.1505936086177826,0.1165824830532074,0.12125533819198608,0.11567321419715881
9,0.9798166751861572,0.9699333310127258,0.9709500074386597,0.9709833264350891,0.9718999862670898,0.9628000259399414,0.9624999761581421,0.9670000076293945,0.04903797805309296,0.01777609996497631,0.03551806882023811,0.11905375868082047,0.11868339776992798,0.11382397264242172
