,acc_ensemble,acc_1,acc_2,acc_3,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,loss_1,loss_2,loss_3,val_loss_1,val_loss_2,val_loss_3
0,0.9332500100135803,0.9147999882698059,0.916533350944519,0.9153000116348267,0.9341999888420105,0.9144999980926514,0.9203000068664551,0.9139000177383423,0.1605483889579773,0.19950002431869507,0.2631590962409973,0.2836301028728485,0.2769562602043152,0.2801743745803833
1,0.9466333389282227,0.9313666820526123,0.9351333379745483,0.9326333403587341,0.9465000033378601,0.9330999851226807,0.9348999857902527,0.9293000102043152,0.446405827999115,0.33723801374435425,0.1934913992881775,0.225419282913208,0.21599960327148438,0.22997592389583588
2,0.9521833062171936,0.9385833144187927,0.9366499781608582,0.9341833591461182,0.9502999782562256,0.9355999827384949,0.9375,0.9332000017166138,0.24874746799468994,0.07683885097503662,0.18797051906585693,0.2116018831729889,0.20771150290966034,0.21614882349967957
3,0.9552833437919617,0.9404000043869019,0.9436333179473877,0.9397666454315186,0.953000009059906,0.9366999864578247,0.942300021648407,0.934499979019165,0.38373783230781555,0.20007213950157166,0.10463041067123413,0.20085273683071136,0.192635178565979,0.20617996156215668
4,0.9576666951179504,0.9487000107765198,0.9465166926383972,0.9469000101089478,0.9559000134468079,0.9455999732017517,0.9441999793052673,0.9441999793052673,0.02552376687526703,0.029078859835863113,0.09514926373958588,0.17585916817188263,0.17711716890335083,0.18113522231578827
5,0.9604499936103821,0.9517666697502136,0.9521833062171936,0.9499833583831787,0.9575999975204468,0.9488999843597412,0.9477999806404114,0.9453999996185303,0.01700839214026928,0.02790665440261364,0.033144135028123856,0.16487587988376617,0.1679210364818573,0.17606429755687714
6,0.9626333117485046,0.9526833295822144,0.9525333046913147,0.9519333243370056,0.960099995136261,0.9488999843597412,0.9532999992370605,0.9478999972343445,0.006236694753170013,0.030560573562979698,0.01698530837893486,0.1650194376707077,0.16259805858135223,0.17059405148029327
7,0.9623666405677795,0.9537500143051147,0.9525666832923889,0.9520999789237976,0.9591000080108643,0.947700023651123,0.9502000212669373,0.9491000175476074,0.03779379650950432,0.041804127395153046,0.027467120438814163,0.16393978893756866,0.1688837707042694,0.17243517935276031
8,0.9632333517074585,0.9548333287239075,0.955299973487854,0.954200029373169,0.9617000222206116,0.9535999894142151,0.9531999826431274,0.9495000243186951,0.02256058156490326,0.013068918138742447,0.16969072818756104,0.15507054328918457,0.16323378682136536,0.16956746578216553
9,0.9625666737556458,0.9470166563987732,0.9542999863624573,0.9544666409492493,0.9588000178337097,0.9445000290870667,0.9502000212669373,0.95169997215271,0.008136560209095478,0.010990224778652191,0.01210865005850792,0.18525239825248718,0.1644175946712494,0.16503801941871643
