,train_acc_1,train_acc_2,train_acc_ensemble,train_loss_1,train_loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.96875,0.90625,0.5625,1.0000689029693604,1.109311580657959,0.9869499802589417,0.9860000014305115,0.9886000156402588,0.6401512622833252,0.6585965752601624
1,0.96875,0.96875,0.625,0.5503537654876709,0.9535913467407227,0.9886500239372253,0.9879249930381775,0.989175021648407,0.40812164545059204,0.4232015609741211
2,1.0,0.96875,0.5,0.6813692450523376,0.4839549660682678,0.9885749816894531,0.9883750081062317,0.989425003528595,0.31582796573638916,0.3222120702266693
3,0.90625,1.0,0.3125,0.6557414531707764,0.3049325942993164,0.9886749982833862,0.9880499839782715,0.9892749786376953,0.2654615044593811,0.2746698260307312
4,1.0,1.0,0.5,0.32816043496131897,0.27674537897109985,0.9888250231742859,0.9887250065803528,0.9893249869346619,0.23361736536026,0.23679377138614655
5,1.0,1.0,0.46875,0.2056845724582672,0.2998027205467224,0.9889000058174133,0.9885749816894531,0.9894999861717224,0.21139687299728394,0.2164890617132187
6,0.96875,0.96875,0.65625,0.3430781662464142,0.3916034698486328,0.9887499809265137,0.9883750081062317,0.989425003528595,0.19913557171821594,0.2016899287700653
7,1.0,1.0,0.5,0.2685003876686096,0.3210308849811554,0.9886000156402588,0.988349974155426,0.9893749952316284,0.18765147030353546,0.19016121327877045
8,1.0,1.0,0.59375,0.2085147500038147,0.2720673680305481,0.9887999892234802,0.9888250231742859,0.9894000291824341,0.17679625749588013,0.17892439663410187
9,0.96875,1.0,0.375,0.3279789686203003,0.18311810493469238,0.9887250065803528,0.9886249899864197,0.9894499778747559,0.16898852586746216,0.17162321507930756
10,1.0,1.0,0.375,0.16130995750427246,0.16791725158691406,0.9889249801635742,0.9886999726295471,0.989549994468689,0.1620069146156311,0.1652245670557022
11,1.0,1.0,0.40625,0.09674859791994095,0.12978823482990265,0.9886500239372253,0.9889749884605408,0.9895250201225281,0.15806317329406738,0.16000543534755707
12,1.0,1.0,0.46875,0.08608117699623108,0.11263521760702133,0.9887250065803528,0.9889000058174133,0.9894000291824341,0.15273354947566986,0.15557344257831573
13,1.0,1.0,0.59375,0.1313813328742981,0.11840754747390747,0.9886249899864197,0.9888749718666077,0.9893500208854675,0.14912740886211395,0.15166659653186798
14,1.0,1.0,0.6875,0.154058039188385,0.15110695362091064,0.9888749718666077,0.9886249899864197,0.9894750118255615,0.14599686861038208,0.1486981213092804
