,acc_1,acc_2,acc_3,acc_ensemble,loss_1,loss_2,loss_3,val_acc_1,val_acc_2,val_acc_3,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3
0,1.0,1.0,1.0,1.0,0.01574677601456642,0.00916993897408247,0.02951931580901146,0.894599974155426,0.8921999931335449,0.892799973487854,0.899399995803833,0.3512108325958252,0.3568028211593628,0.35599759221076965
1,1.0,1.0,1.0,1.0,0.004916259087622166,0.004665433429181576,0.004818897228688002,0.8974000215530396,0.8956000208854675,0.8974000215530396,0.9014999866485596,0.35398074984550476,0.35945236682891846,0.34781545400619507
2,1.0,1.0,1.0,1.0,0.0032877838239073753,0.004347745329141617,0.004529212601482868,0.8964999914169312,0.8968999981880188,0.8971999883651733,0.9010999798774719,0.3581615686416626,0.3600710928440094,0.3530614376068115
3,1.0,1.0,1.0,1.0,0.0018245104001834989,0.0023437156341969967,0.0021400130353868008,0.8962000012397766,0.894599974155426,0.8978000283241272,0.9003000259399414,0.36310335993766785,0.36624327301979065,0.3573526442050934
4,1.0,1.0,1.0,1.0,0.0012381477281451225,0.0020930764731019735,0.001607186859473586,0.8967999815940857,0.8959000110626221,0.8984000086784363,0.9006999731063843,0.36651483178138733,0.37138184905052185,0.36251404881477356
5,1.0,1.0,1.0,1.0,0.001619674265384674,0.0018985816277563572,0.001571333734318614,0.8967999815940857,0.8955000042915344,0.8982999920845032,0.9014999866485596,0.3711731433868408,0.37634244561195374,0.36593663692474365
6,1.0,1.0,1.0,1.0,0.0013187811709940434,0.0008629427175037563,0.0012104022316634655,0.8966000080108643,0.8956000208854675,0.8986999988555908,0.9009000062942505,0.3759072422981262,0.3806810975074768,0.37010255455970764
7,1.0,1.0,1.0,1.0,0.0005814135074615479,0.0012126006186008453,0.000843679066747427,0.8971999883651733,0.8952999711036682,0.8988000154495239,0.8999000191688538,0.3786296248435974,0.38424447178840637,0.3739611804485321
8,1.0,1.0,1.0,1.0,0.0009225850226357579,0.0007299795979633927,0.0008170631481334567,0.8966000080108643,0.8953999876976013,0.8982999920845032,0.8999000191688538,0.3832939863204956,0.38746532797813416,0.3775586783885956
9,1.0,1.0,1.0,1.0,0.0007213848293758929,0.0005050669424235821,0.0005681772017851472,0.8963000178337097,0.8949999809265137,0.8982999920845032,0.8996999859809875,0.38786837458610535,0.39075320959091187,0.3819948136806488
