,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6
0,1.0,0.9983333349227905,1.0,1.0,1.0,0.9950000047683716,1.0,0.9070000052452087,0.8769000172615051,0.8805999755859375,0.883400022983551,0.8780999779701233,0.8780999779701233,0.8956999778747559,0.02183402329683304,0.006017775274813175,0.002839438384398818,0.003272406756877899,0.004606618080288172,0.004424089565873146,0.4664705991744995,0.45030078291893005,0.45825591683387756,0.43753543496131897,0.46126019954681396,0.39377400279045105
1,1.0,0.996666669845581,1.0,1.0,1.0,1.0,1.0,0.9124000072479248,0.8855999708175659,0.8932999968528748,0.8973000049591064,0.8953999876976013,0.8912000060081482,0.8999000191688538,0.017056014388799667,0.0010466238018125296,0.0006424376042559743,0.0009675817564129829,0.00042876385850831866,0.0010468580294400454,0.45597484707832336,0.4369150996208191,0.4185970723628998,0.4186393618583679,0.4530401825904846,0.397549033164978
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9128999710083008,0.8920000195503235,0.8946999907493591,0.8968999981880188,0.8996999859809875,0.8946999907493591,0.9031000137329102,0.0006507951766252518,0.0005022393306717277,0.0005272494745440781,0.00023781642084941268,0.00033624377101659775,0.00038588495226576924,0.4371730387210846,0.4402244985103607,0.4254591166973114,0.41539400815963745,0.45329853892326355,0.40410926938056946
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.913100004196167,0.894599974155426,0.8950999975204468,0.8966000080108643,0.8991000056266785,0.8955000042915344,0.9021999835968018,0.0003017077106051147,9.73061250988394e-05,0.00020094276987947524,0.00014404606190510094,0.00037195172626525164,0.0001676303509157151,0.4336337745189667,0.4450758397579193,0.43227627873420715,0.42242005467414856,0.457623153924942,0.40941163897514343
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.913100004196167,0.8950999975204468,0.8955000042915344,0.8981999754905701,0.8998000025749207,0.8959000110626221,0.9031000137329102,0.00025883226771838963,0.00021742418175563216,0.00014604943862650543,0.00015777285443618894,0.00023224635515362024,0.0001319059811066836,0.43458887934684753,0.44919100403785706,0.43473711609840393,0.4260428249835968,0.46121951937675476,0.4125162959098816
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9132999777793884,0.8963000178337097,0.8962000012397766,0.8989999890327454,0.9000999927520752,0.8967000246047974,0.9038000106811523,0.00035354960709810257,0.00017204036703333259,0.00020519927784334868,0.00013420954928733408,0.00019275346130598336,0.0001791772519936785,0.4365842342376709,0.45214608311653137,0.4373929798603058,0.4289686381816864,0.46426376700401306,0.4152790904045105
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9132999777793884,0.8968999981880188,0.8960999846458435,0.8992000222206116,0.9000999927520752,0.8973000049591064,0.9039999842643738,0.0001460622443119064,0.00015558669110760093,0.000137378548970446,0.00016418528684880584,8.584621537011117e-05,0.0001142255132435821,0.4389987289905548,0.4551168382167816,0.4403858482837677,0.43273812532424927,0.46817344427108765,0.41834667325019836
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9136000275611877,0.8974999785423279,0.8966000080108643,0.8998000025749207,0.900600016117096,0.8978000283241272,0.904699981212616,0.00011721100599970669,7.944805838633329e-05,8.613662794232368e-05,0.000256603816524148,8.613302634330466e-05,0.00010220198601018637,0.44084790349006653,0.4582374095916748,0.44275811314582825,0.4352649450302124,0.47109755873680115,0.4215056598186493
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9143000245094299,0.8978000283241272,0.8963000178337097,0.9002000093460083,0.9007999897003174,0.8982999920845032,0.9045000076293945,5.758832048741169e-05,8.050134056247771e-05,6.634661986026913e-05,0.00010361334716435522,0.00035487208515405655,2.7782163670053706e-05,0.4427656829357147,0.4607834815979004,0.44515618681907654,0.4378087520599365,0.4739750027656555,0.42426732182502747
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9139999747276306,0.8981000185012817,0.8967000246047974,0.9002000093460083,0.9007999897003174,0.8985000252723694,0.9049999713897705,6.578213651664555e-05,0.00011998795525869355,4.082192026544362e-05,4.814681597054005e-05,8.568174962420017e-05,6.31974617135711e-05,0.4448627829551697,0.4636930525302887,0.4475219249725342,0.4407568871974945,0.47644415497779846,0.4266115128993988
