,acc_1,acc_2,acc_ensemble,loss_1,loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.9505000114440918,0.9505000114440918,0.9505000114440918,0.0919419527053833,0.23180565237998962,0.9182999730110168,0.9182999730110168,0.9182999730110168,0.2654380798339844,0.2654380798339844
1,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.04424051195383072,0.05721885710954666,0.9387999773025513,0.9387999773025513,0.9387999773025513,0.20078223943710327,0.20078223943710327
2,0.987500011920929,0.987500011920929,0.987500011920929,0.10380531847476959,0.01910611242055893,0.9417999982833862,0.9417999982833862,0.9417999982833862,0.19184909760951996,0.19184909760951996
3,0.9933333396911621,0.9933333396911621,0.9933333396911621,0.04193143919110298,0.02797374129295349,0.9462000131607056,0.9462000131607056,0.9462000131607056,0.1811605542898178,0.1811605542898178
4,0.9959999918937683,0.9959999918937683,0.9959999918937683,0.12863166630268097,0.042300350964069366,0.9465000033378601,0.9465000033378601,0.9465000033378601,0.17845888435840607,0.17845888435840607
5,0.9981666803359985,0.9981666803359985,0.9981666803359985,0.015442252159118652,0.009079856798052788,0.9473000168800354,0.9473000168800354,0.9473000168800354,0.17410828173160553,0.17410828173160553
6,0.9986666440963745,0.9986666440963745,0.9986666440963745,0.0410161018371582,0.025846241042017937,0.9483000040054321,0.9483000040054321,0.9483000040054321,0.17741593718528748,0.17741593718528748
7,0.9994999766349792,0.9994999766349792,0.9994999766349792,0.006744795478880405,0.008862435817718506,0.9478999972343445,0.9478999972343445,0.9478999972343445,0.17767956852912903,0.17767956852912903
8,0.9994999766349792,0.9994999766349792,0.9994999766349792,0.002915981225669384,0.00744971539825201,0.9488000273704529,0.9488000273704529,0.9488000273704529,0.1745651513338089,0.1745651513338089
9,0.9993333220481873,0.9993333220481873,0.9993333220481873,0.0016332215163856745,0.002266713185235858,0.9495000243186951,0.9495000243186951,0.9495000243186951,0.1775476336479187,0.1775476336479187
